taxid,phylum,family,genus_species,gram_status,occupancy
1386,Bacillota,Bacillaceae,Spe_in_Bacillus,Gram positive,13.0
2020506,Bacillota,Planococcaceae,Tetzosporium hominis,Gram positive,14.0
1642,Bacillota,Listeriaceae,Listeria innocua,Gram positive,14.0
1417629,Bacillota,Thermotaleaceae,Anaerosolibacter carboniphilus,Gram positive,14.0
2486018,Bacillota,Lactobacillaceae,Levilactobacillus lindianensis,Gram positive,13.0
708087,Bacteroidota,Cyclobacteriaceae,Cyclobacterium jeungdonense,Gram negative,28.0
543815,Cyanobacteriota,Aphanothecaceae,Aphanothece minutissima,Gram negative,15.0
650093,Bacillota,Planococcaceae,Paenisporosarcina indica,Gram positive,14.0
1794912,Bacillota,Sporomusaceae,Anaerosporomusa subterranea,Gram positive,14.0
357278,Bacillota,Lactobacillaceae,Levilactobacillus parabrevis,Gram positive,13.0
88233,Bacillota,Lactobacillaceae,Lacticaseibacillus manihotivorans,Gram positive,14.0
39489,Bacillota,Clostridiaceae,Clostridium moniliforme,Gram positive,14.0
1115758,Bacillota,Peptostreptococcaceae,Romboutsia ilealis,Gram positive,14.0
937928,Bacillota,Bacillaceae,Oceanobacillus damuensis,Gram positive,14.0
1368476,Bacillota,Bacillaceae,Lysinibacillus halotolerans,Gram positive,14.0
28038,Bacillota,Lactobacillaceae,Latilactobacillus curvatus,Gram positive,13.0
384933,Bacillota,Bacillaceae,Salibacterium aidingense,Gram positive,14.0
254759,Bacillota,Bacillaceae,Siminovitchia fordii,Gram positive,14.0
1232681,Bacteroidota,Cyclobacteriaceae,Lunatimonas lonarensis,Gram negative,28.0
1631346,Bacillota,Bacillaceae,Rubeoparvulum massiliense,Gram positive,14.0
214473,Bacillota,Staphylococcaceae,Staphylococcus nepalensis,Gram positive,14.0
79209,Bacillota,Desulfitobacteriaceae,Desulfosporosinus meridiei,Gram positive,14.0
2651157,Cyanobacteriota,Leptolyngbyaceae,Myxacorys almedinensis,Gram negative,14.0
135826,Bacillota,Planococcaceae,Jeotgalibacillus alimentarius,Gram positive,14.0
577489,Cyanobacteriota,Halothecacae,Euhalothece natronophila,Gram negative,14.0
2017483,Bacillota,Bacillaceae,Virgibacillus phasianinus,Gram positive,14.0
2811231,Bacteroidota,Cyclobacteriaceae,Algoriphagus oliviformis,Gram negative,28.0
2724942,Bacillota,Staphylococcaceae,Staphylococcus canis,Gram positive,14.0
2448030,Bacillota,Bacillaceae,Oceanobacillus piezotolerans,Gram positive,14.0
1325335,Bacillota,Bacillaceae,Anoxybacillus suryakundensis,Gram positive,15.0
1517,Bacillota,Thermoanaerobacteraceae,Thermoanaerobacterium thermosaccharolyticum,Gram positive,14.0
86959,Bacillota,Selenomonadaceae,Propionispira raffinosivorans,Gram positive,14.0
1891097,Bacillota,Staphylococcaceae,Macrococcoides goetzii,Gram positive,14.0
416001,Cyanobacteriota,Nodosilineaceae,Nodosilinea nodulosa,Gram negative,14.0
105229,Bacillota,Bacillaceae,Neobacillus fumarioli,Gram positive,14.0
1399,Bacillota,Bacillaceae,Cytobacillus firmus,Gram positive,14.0
84406,Bacillota,Bacillaceae,Spe_in_Virgibacillus,Gram positive,14.0
1193713,Bacillota,Bacillaceae,Neobacillus mesonae,Gram positive,14.0
112903,Bacillota,Sporomusaceae,Propionispora vibrioides,Gram positive,14.0
2666137,Bacteroidota,Cyclobacteriaceae,Cyclobacterium roseum,Gram negative,28.0
2486024,Bacillota,Lactobacillaceae,Levilactobacillus fujinensis,Gram positive,13.0
365348,Bacillota,Sporomusaceae,Spe_in_Pelosinus,Gram positive,14.0
302167,Bacillota,Bacillaceae,Virgibacillus dokdonensis,Gram positive,14.0
2811234,Bacteroidota,Cyclobacteriaceae,Algoriphagus pacificus,Gram negative,28.0
2675231,Bacillota,Bacillaceae,Spe_in_Mesobacillus,Gram positive,14.0
1637,Bacillota,Listeriaceae,Spe_in_Listeria,Gram positive,14.0
1435466,Bacillota,Bacillaceae,Oceanobacillus bengalensis,Gram positive,14.0
889453,Bacteroidota,Marinilabiliaceae,Alkalitalea saponilacus,Gram negative,28.0
1622072,Bacillota,Bacillaceae,Bacillus testis,Gram positive,13.0
766895,Bacillota,Bacillaceae,Shouchella xiaoxiensis,Gram positive,13.0
28187,Bacillota,Halobacteroidaceae,Acetohalobium arabaticum,Gram positive,13.0
436516,Bacillota,Bacillaceae,Lysinibacillus parviboronicapiens,Gram positive,14.0
388741,Bacillota,Bacillaceae,Mesobacillus selenatarsenatis,Gram positive,14.0
1408,Bacillota,Bacillaceae,Bacillus pumilus,Gram positive,14.0
1599,Bacillota,Lactobacillaceae,Latilactobacillus sakei,Gram positive,13.0
1235259,Bacillota,Bacillaceae,Oceanobacillus polygoni,Gram positive,14.0
77777,Bacillota,Bacillaceae,Robertmurraya siralis,Gram positive,14.0
2036016,Bacillota,Bacillaceae,Niallia endozanthoxylica,Gram positive,13.0
2713502,Bacillota,Listeriaceae,Listeria immobilis,Gram positive,14.0
255247,Bacillota,Bacillaceae,Fictibacillus arsenicus,Gram positive,15.0
84406,Bacillota,Bacillaceae,Spe_in_Virgibacillus,Gram positive,14.0
227866,Bacillota,Bacillaceae,Bacillus tequilensis,Gram positive,14.0
1386,Bacillota,Bacillaceae,Spe_in_Bacillus,Gram positive,13.0
306543,Bacillota,Paenibacillaceae,Paenibacillus harenae,Gram positive,14.0
861532,Bacillota,Paenibacillaceae,Ammoniphilus resinae,Gram positive,13.0
2173034,Bacillota,Vallitaleaceae,Petrocella atlantisensis,Gram positive,14.0
431596,Bacillota,Paenibacillaceae,Paenibacillus ginsengihumi,Gram positive,17.0
2737028,Bacillota,Bacillaceae,Lentibacillus saliphilus,Gram positive,14.0
84406,Bacillota,Bacillaceae,Spe_in_Virgibacillus,Gram positive,14.0
246786,Bacillota,Bacillaceae,Metabacillus indicus,Gram positive,14.0
182710,Bacillota,Bacillaceae,Oceanobacillus iheyensis,Gram positive,14.0
2755,Bacillota,Listeriaceae,Spe_in_Brochothrix,Gram positive,14.0
2590213,Bacillota,Lactobacillaceae,Levilactobacillus enshiensis,Gram positive,13.0
118323,Cyanobacteriota,Oscillatoriaceae,Oscillatoria acuminata,Gram negative,15.0
1123687,Bacillota,Lactobacillaceae,Lacticaseibacillus porcinae,Gram positive,14.0
1251,Bacillota,Lactobacillaceae,Leuconostoc fallax,Gram positive,13.0
426756,Bacillota,Planococcaceae,Bhargavaea beijingensis,Gram positive,14.0
2325572,Bacillota,Bacillaceae,Psychrobacillus vulpis,Gram positive,13.0
33028,Bacillota,Staphylococcaceae,Staphylococcus saccharolyticus,Gram positive,14.0
1455,Bacillota,Bacillaceae,Bacillus badius,Gram positive,14.0
2762221,Bacillota,Planococcaceae,Solibacillus faecavium,Gram positive,14.0
29332,Bacillota,Bacillaceae,Domibacillus aminovorans,Gram positive,14.0
1638,Bacillota,Listeriaceae,Listeria ivanovii,Gram positive,14.0
2293253,Bacillota,Bacillaceae,Ornithinibacillus gellani,Gram positive,14.0
187326,Bacillota,Veillonellaceae,Megasphaera micronuciformis,Gram positive,14.0
482461,Bacillota,Bacillaceae,Sediminibacillus halophilus,Gram positive,14.0
1401441,Bacillota,Bacillaceae,Gracilibacillus alcaliphilus,Gram positive,14.0
2686091,Bacillota,Bacillaceae,Virgibacillus ihumii,Gram positive,14.0
583357,Bacillota,Thermoanaerobacteraceae,Thermoanaerobacter mathranii,Gram positive,14.0
261685,Bacillota,Sporomusaceae,Thermosinus carboxydivorans,Gram positive,14.0
2036206,Bacillota,Aerococcaceae,Suicoccus acidiformans,Gram positive,13.0
587735,Bacillota,Planococcaceae,Jeotgalibacillus terrae,Gram positive,14.0
1540163,Bacteroidota,Flavobacteriaceae,Flavobacterium endophyticum,Gram negative,28.0
1646119,Bacteroidota,Flavobacteriaceae,Flavobacterium gossypii,Gram negative,28.0
28895,Bacillota,Thermoanaerobacteraceae,Spe_in_Thermoanaerobacterium,Gram positive,14.0
930131,Bacillota,Bacillaceae,Oceanobacillus limi,Gram positive,14.0
690879,Verrucomicrobiota,Terrimicrobiaceae,Terrimicrobium sacchariphilum,Gram negative,13.0
2781774,Bacillota,Staphylococcaceae,Staphylococcus lloydii,Gram positive,14.0
1185412,Bacillota,Vallitaleaceae,Vallitalea guaymasensis,Gram positive,14.0
400634,Bacillota,Bacillaceae,Spe_in_Lysinibacillus,Gram positive,14.0
470815,Bacillota,Bacillaceae,Paraliobacillus quinghaiensis,Gram positive,14.0
126344,Cyanobacteriota,Oscillatoriaceae,Phormidium tenue,Gram negative,14.0
608505,Bacillota,Sporomusaceae,Sporolituus thermophilus,Gram positive,14.0
161360,Bacillota,Planococcaceae,Planococcus antarcticus,Gram positive,14.0
930128,Bacillota,Bacillaceae,Alteribacillus iranensis,Gram positive,14.0
1607738,Bacillota,Staphylococcaceae,Staphylococcus argensis,Gram positive,14.0
1325564,Nitrospirota,Nitrospiraceae,Nitrospira japonica,Gram negative,28.0
228576,Bacillota,Bacillaceae,Shouchella patagoniensis,Gram positive,13.0
324767,Bacillota,Bacillaceae,Bacillus infantis,Gram positive,14.0
1236486,Bacteroidota,Flavobacteriaceae,Flavobacterium aquaticum,Gram negative,28.0
2024,Bacillota,Thermoactinomycetaceae,Thermoactinomyces intermedius,Gram positive,17.0
659243,Bacillota,Bacillaceae,Bacillus siamensis,Gram positive,13.0
911092,Bacillota,Thermoanaerobacteraceae,Caldanaerobacter subterraneus,Gram positive,14.0
426371,Bacteroidota,Cyclobacteriaceae,Algoriphagus vanfongensis,Gram negative,28.0
46255,Bacillota,Lactobacillaceae,Spe_in_Weissella,Gram positive,14.0
1484,Bacillota,Bacillales Family X. Incertae Sedis,Hydrogenibacillus schlegelii,Gram positive,13.0
169760,Bacillota,Paenibacillaceae,Paenibacillus stellifer,Gram positive,14.0
254758,Bacillota,Bacillaceae,Siminovitchia fortis,Gram positive,14.0
29524,Bacteroidota,Porphyromonadaceae,Porphyromonas circumdentaria,Gram negative,27.0
2045244,Bacillota,Bacillaceae,Alteribacter lacisalsi,Gram positive,14.0
51616,Bacillota,Desulfitobacteriaceae,Desulfitobacterium chlororespirans,Gram positive,15.0
2799579,Bacillota,Lactobacillaceae,Apilactobacillus nanyangensis,Gram positive,13.0
435880,Bacteroidota,Cyclobacteriaceae,Algoriphagus hitonicola,Gram negative,28.0
586413,Bacillota,Bacillaceae,Oceanobacillus manasiensis,Gram positive,14.0
1274357,Bacillota,Bacillaceae,Ornithinibacillus halotolerans,Gram positive,14.0
1648923,Bacillota,Bacillaceae,Bacillus paralicheniformis,Gram positive,13.0
2820274,Bacillota,Carnobacteriaceae,Marinilactibacillus kalidii,Gram positive,14.0
1658618,Verrucomicrobiota,Rubritaleaceae,Rubritalea profundi,Gram negative,14.0
2911683,Bacteroidota,Flavobacteriaceae,Flavobacterium proteolyticum,Gram negative,28.0
1297121,Bacteroidota,Cyclobacteriaceae,Cyclobacterium xiamenense,Gram negative,28.0
1274357,Bacillota,Bacillaceae,Ornithinibacillus halotolerans,Gram positive,14.0
1254,Bacillota,Lactobacillaceae,Pediococcus acidilactici,Gram positive,14.0
1938374,Bacillota,Bacillaceae,Spe_in_Bacillus amyloliquefaciens group,Gram positive,13.0
164393,Bacillota,Lactobacillaceae,Latilactobacillus fuchuensis,Gram positive,13.0
762947,Bacillota,Bacillaceae,Cytobacillus eiseniae,Gram positive,14.0
2713500,Bacillota,Listeriaceae,Listeria farberi,Gram positive,14.0
2011011,Bacillota,Bacillaceae,Alteribacter populi,Gram positive,14.0
459472,Bacillota,Planococcaceae,Planococcus glaciei,Gram positive,14.0
163877,Bacillota,Bacillaceae,Virgibacillus necropolis,Gram positive,14.0
104,Bacteroidota,Cyclobacteriaceae,Cyclobacterium marinum,Gram negative,28.0
381742,Bacillota,Lactobacillaceae,Lacticaseibacillus camelliae,Gram positive,14.0
51616,Bacillota,Desulfitobacteriaceae,Desulfitobacterium chlororespirans,Gram positive,14.0
1279,Bacillota,Staphylococcaceae,Spe_in_Staphylococcus,Gram positive,14.0
1386,Bacillota,Bacillaceae,Spe_in_Bacillus,Gram positive,14.0
1243664,Bacillota,Bacillaceae,Bacillus massiliigorillae,Gram positive,14.0
408580,Bacillota,Bacillaceae,Bacillus coahuilensis,Gram positive,14.0
142842,Bacillota,Halobacteroidaceae,Selenihalanaerobacter shriftii,Gram positive,14.0
1402860,Bacillota,Bacillaceae,Bacillus enclensis,Gram positive,14.0
1478,Bacillota,Bacillaceae,Peribacillus simplex,Gram positive,14.0
44249,Bacillota,Paenibacillaceae,Spe_in_Paenibacillus,Gram positive,14.0
2283160,Bacillota,Bacillaceae,Psychrobacillus glaciei,Gram positive,14.0
1674310,Bacillota,Bacillaceae,Peribacillus cavernae,Gram positive,14.0
36853,Bacillota,Desulfitobacteriaceae,Spe_in_Desulfitobacterium,Gram positive,15.0
1622072,Bacillota,Bacillaceae,Bacillus testis,Gram positive,14.0
1479511,Bacillota,Bacillaceae,Virgibacillus oceani,Gram positive,14.0
293386,Bacillota,Bacillaceae,Bacillus stratosphericus,Gram positive,13.0
2529389,Pseudomonadota,Sphingomonadaceae,Sphingomonas solaris,Gram negative,33.0
1123352,Bacillota,Tepidimicrobiaceae,Tepidimicrobium xylanilyticum,Gram positive,15.0
2755051,Bacillota,Lachnospiraceae,Variimorphobacter saccharofermentans,Gram positive,15.0
2676787,Pseudomonadota,Sphingomonadaceae,Aquisediminimonas sediminicola,Gram negative,33.0
686796,Bacteroidota,Cyclobacteriaceae,Algoriphagus faecimaris,Gram negative,28.0
1467,Bacillota,Bacillaceae,Lederbergia lenta,Gram positive,14.0
1274357,Bacillota,Bacillaceae,Ornithinibacillus halotolerans,Gram positive,14.0
1532552,Bacillota,Bacillaceae,Anaerobacillus isosaccharinicus,Gram positive,14.0
86668,Bacillota,Bacillaceae,Neobacillus niacini,Gram positive,14.0
205327,Bacillota,Clostridiaceae,Clostridium frigoris,Gram positive,14.0
2004408,Bacillota,Bacillaceae,Virgibacillus ndiopensis,Gram positive,14.0
2498145,Bacillota,Bacillaceae,Lysinibacillus antri,Gram positive,14.0
351095,Bacillota,Bacillaceae,Paucisalibacillus globulus,Gram positive,14.0
238540,Bacteroidota,Cyclobacteriaceae,Algoriphagus antarcticus,Gram negative,28.0
339862,Bacillota,Desulfitobacteriaceae,Desulfosporosinus youngiae,Gram positive,15.0
1294,Bacillota,Staphylococcaceae,Staphylococcus muscae,Gram positive,14.0
1202712,Bacillota,Planococcaceae,Ureibacillus chungkukjangi,Gram positive,14.0
1841856,Bacteroidota,Bacteroidaceae,Bacteroides mediterraneensis,Gram negative,27.0
69966,Bacillota,Staphylococcaceae,Macrococcoides caseolyticum,Gram positive,14.0
889306,Bacillota,Planococcaceae,Jeotgalibacillus soli,Gram positive,14.0
1637975,Bacillota,Bacillaceae,Cytobacillus solani,Gram positive,14.0
161536,Bacillota,Bacillaceae,Ornithinibacillus californiensis,Gram positive,14.0
520764,Bacillota,Thermosediminibacteraceae,Fervidicola ferrireducens,Gram positive,14.0
1371,Bacillota,Bacillaceae,Marinococcus halophilus,Gram positive,13.0
416016,Bacteroidota,Flavobacteriaceae,Flavobacterium cucumis,Gram negative,28.0
29350,Bacillota,Thermoanaerobacteraceae,Thermoanaerobacter thermocopriae,Gram positive,14.0
2697503,Bacillota,Bacillaceae,Virgibacillus doumboii,Gram positive,14.0
1386,Bacillota,Bacillaceae,Spe_in_Bacillus,Gram positive,14.0
88132,Bacillota,Aerococcaceae,Eremococcus coleocola,Gram positive,13.0
1744976,Cyanobacteriota,Romeriaceae,Romeria gracilis,Gram negative,14.0
1122204,Bacillota,Bacillaceae,Marinococcus luteus,Gram positive,14.0
1422,Bacillota,Bacillaceae,Geobacillus stearothermophilus,Gram positive,13.0
1186,Cyanobacteriota,Calotrichaceae,Spe_in_Calothrix,Gram negative,14.0
186817,Bacillota,Bacillaceae,Spe_in_Bacillaceae,Gram positive,14.0
2596891,Bacteroidota,Flavobacteriaceae,Flavobacterium microcysteis,Gram negative,28.0
1621700,Bacillota,Listeriaceae,Listeria kieliensis,Gram positive,14.0
1983719,Bacillota,Bacillaceae,Bacillus shivajii,Gram positive,14.0
1485,Bacillota,Clostridiaceae,Spe_in_Clostridium,Gram positive,14.0
748008,Bacillota,Bacillaceae,Thalassobacillus pellis,Gram positive,13.0
1323375,Bacillota,Fam_Halanaerobiales incertae sedis,Anoxybacter fermentans,Gram positive,14.0
29384,Bacillota,Staphylococcaceae,Staphylococcus kloosii,Gram positive,14.0
2487722,Bacillota,Lactobacillaceae,Levilactobacillus suantsaiihabitans,Gram positive,13.0
2731255,Bacillota,Peptoniphilaceae,Peptoniphilus faecalis,Gram positive,14.0
186817,Bacillota,Bacillaceae,Spe_in_Bacillaceae,Gram positive,14.0
688867,Bacteroidota,Fulvivirgaceae,Ohtaekwangia koreensis,Gram negative,28.0
447595,Bacillota,Thermosediminibacteraceae,Caldanaerovirga acetigignens,Gram positive,14.0
166485,Bacillota,Caminicellaceae,Caminicella sporogenes,Gram positive,14.0
1926278,Bacillota,Bacillaceae,Bacillus dakarensis,Gram positive,13.0
320787,Bacteroidota,Cyclobacteriaceae,Cyclobacterium amurskyense,Gram negative,28.0
165813,Bacillota,Sporanaerobacteraceae,Sporanaerobacter acetigenes,Gram positive,14.0
945780,Cyanobacteriota,Merismopediaceae,Synechocystis salina,Gram negative,14.0
1926285,Bacillota,Bacillaceae,Oceanobacillus timonensis,Gram positive,14.0
519424,Bacillota,Bacillaceae,Alkalihalobacillus trypoxylicola,Gram positive,14.0
582850,Bacillota,Planococcaceae,Sporosarcina luteola,Gram positive,14.0
1399,Bacillota,Bacillaceae,Cytobacillus firmus,Gram positive,14.0
36844,Bacillota,Clostridiaceae,Clostridium homopropionicum,Gram positive,14.0
1649580,Bacillota,Bacillaceae,Shouchella shacheensis,Gram positive,13.0
614648,Bacillota,Planococcaceae,Ureibacillus xyleni,Gram positive,14.0
698769,Bacillota,Bacillaceae,Virgibacillus alimentarius,Gram positive,14.0
2678357,Bacillota,Lactobacillaceae,Secundilactobacillus folii,Gram positive,13.0
1292,Bacillota,Staphylococcaceae,Staphylococcus warneri,Gram positive,14.0
2713501,Bacillota,Listeriaceae,Listeria swaminathanii,Gram positive,14.0
233055,Bacillota,Desulfitobacteriaceae,Desulfitobacterium dichloroeliminans,Gram positive,15.0
1494606,Bacillota,Halobacteroidaceae,Sporohalobacter salinus,Gram positive,13.0
308354,Bacillota,Staphylococcaceae,Staphylococcus simiae,Gram positive,14.0
237018,Bacteroidota,Cyclobacteriaceae,Algoriphagus aquimarinus,Gram negative,28.0
2591634,Bacteroidota,Cyclobacteriaceae,Echinicola soli,Gram negative,28.0
170573,Bacillota,Staphylococcaceae,Staphylococcus pettenkoferi,Gram positive,14.0
1636719,Bacillota,Bacillaceae,Psychrobacillus lasiicapitis,Gram positive,14.0
1350429,Bacteroidota,Cyclobacteriaceae,Cyclobacterium qasimii,Gram negative,28.0
2666329,Bacteroidota,Cyclobacteriaceae,Cyclobacterium salsum,Gram negative,28.0
1555112,Bacillota,Limnochordaceae,Limnochorda pilosa,Gram positive,14.0
426756,Bacillota,Planococcaceae,Bhargavaea beijingensis,Gram positive,14.0
2064768,Bacillota,Bacillaceae,Pradoshia eiseniae,Gram positive,14.0
1807691,Bacteroidota,Cyclobacteriaceae,Echinicola rosea,Gram negative,28.0
261685,Bacillota,Sporomusaceae,Thermosinus carboxydivorans,Gram positive,14.0
626933,Bacteroidota,Odoribacteraceae,Odoribacter laneus,Gram negative,28.0
2754044,Bacillota,Selenomonadaceae,Selenomonas timonae,Gram positive,14.0
2598861,Bacillota,Bacillaceae,Shouchella miscanthi,Gram positive,13.0
1456,Bacillota,Bacillaceae,Bacillus benzoevorans,Gram positive,14.0
1714840,Bacillota,Bacillaceae,Lysinibacillus telephonicus,Gram positive,14.0
226504,Bacteroidota,Cyclobacteriaceae,Algoriphagus mannitolivorans,Gram negative,28.0
225345,Bacillota,Clostridiaceae,Clostridium chromiireducens,Gram positive,14.0
394098,Bacillota,Planococcaceae,Bhargavaea cecembensis,Gram positive,14.0
1386,Bacillota,Bacillaceae,Spe_in_Bacillus,Gram positive,13.0
1469162,Bacillota,Sporolactobacillaceae,Scopulibacillus daqui,Gram positive,17.0
2052660,Bacillota,Bacillaceae,Oceanobacillus zhaokaii,Gram positive,14.0
1482731,Bacillota,Natronincolaceae,Alkaliphilus serpentinus,Gram positive,14.0
118246,Bacillota,Planococcaceae,Ureibacillus terrenus,Gram positive,13.0
1279,Bacillota,Staphylococcaceae,Spe_in_Staphylococcus,Gram positive,14.0
1805474,Bacillota,Bacillaceae,Bacillus mediterraneensis,Gram positive,14.0
192421,Bacillota,Planococcaceae,Planococcus maritimus,Gram positive,14.0
1871011,Bacillota,Bacillaceae,Cytobacillus massiliigabonensis,Gram positive,14.0
1795355,Bacteroidota,Cyclobacteriaceae,Echinicola strongylocentroti,Gram negative,28.0
273032,Bacillota,Bacillaceae,Bacillus taeanensis,Gram positive,14.0
2606906,Bacillota,Thermoanaerobacteraceae,Calorimonas adulescens,Gram positive,14.0
937928,Bacillota,Bacillaceae,Oceanobacillus damuensis,Gram positive,14.0
78120,Bacillota,Acidaminococcaceae,Succinispira mobilis,Gram positive,14.0
57028,Bacteroidota,Cyclobacteriaceae,Algoriphagus ratkowskyi,Gram negative,28.0
195088,Bacillota,Bacillaceae,Halobacillus karajensis,Gram positive,14.0
1543965,Bacillota,Bacillaceae,Psychrobacillus soli,Gram positive,14.0
158847,Bacillota,Selenomonadaceae,Megamonas hypermegale,Gram positive,14.0
49338,Bacillota,Desulfitobacteriaceae,Desulfitobacterium hafniense,Gram positive,14.0
425254,Bacillota,Cellulosilyticaceae,Cellulosilyticum ruminicola,Gram positive,14.0
1643,Bacillota,Listeriaceae,Listeria welshimeri,Gram positive,17.0
1071718,Bacillota,Bacillaceae,Bacillus mesophilum,Gram positive,14.0
217031,Bacillota,Bacillaceae,Lederbergia galactosidilytica,Gram positive,14.0
2833580,Bacillota,Bacillaceae,Lederbergia citri,Gram positive,14.0
2748318,Verrucomicrobiota,Verrucomicrobiaceae,Oceaniferula marina,Gram negative,14.0
648800,Bacillota,Planococcaceae,Spe_in_Solibacillus,Gram positive,14.0
1640,Bacillota,Listeriaceae,Listeria seeligeri,Gram positive,14.0
378543,Bacillota,Alicyclobacillaceae,Tumebacillus permanentifrigoris,Gram positive,14.0
1607,Bacillota,Lactobacillaceae,Loigolactobacillus bifermentans,Gram positive,13.0
1852016,Bacteroidota,Cyclobacteriaceae,Algoriphagus aestuariicola,Gram negative,28.0
2762222,Bacillota,Planococcaceae,Ureibacillus galli,Gram positive,14.0
1462,Bacillota,Bacillaceae,Geobacillus kaustophilus,Gram positive,13.0
1054041,Bacillota,Lactobacillaceae,Levilactobacillus yonginensis,Gram positive,13.0
2763055,Bacillota,Bacillaceae,Ornithinibacillus hominis,Gram positive,14.0
889306,Bacillota,Planococcaceae,Jeotgalibacillus soli,Gram positive,14.0
647910,Bacillota,Listeriaceae,Listeria rocourtiae,Gram positive,14.0
186817,Bacillota,Bacillaceae,Spe_in_Bacillaceae,Gram positive,14.0
2799570,Bacillota,Lactobacillaceae,Levilactobacillus andaensis,Gram positive,13.0
1229153,Bacillota,Bacillaceae,Oceanobacillus arenosus,Gram positive,14.0
1774590,Bacteroidota,Cyclobacteriaceae,Lunatimonas salinarum,Gram negative,28.0
1279,Bacillota,Staphylococcaceae,Spe_in_Staphylococcus,Gram positive,14.0
329936,Bacillota,Desulfitobacteriaceae,Desulfosporosinus lacus,Gram positive,14.0
3054208,Bacillota,Selenomonadaceae,Selenobaculum gbiensis,Gram positive,14.0
1503,Bacillota,Gottschalkiaceae,Gottschalkia purinilytica,Gram positive,14.0
2772559,Bacillota,Bacillaceae,Peribacillus faecalis,Gram positive,14.0
2486023,Bacillota,Lactobacillaceae,Levilactobacillus tongjiangensis,Gram positive,13.0
1293415,Bacillota,Lactobacillaceae,Secundilactobacillus silagei,Gram positive,13.0
2950184,Cyanobacteriota,Fam_of_Adonisia,Adonisia turfae,Gram negative,14.0
1371,Bacillota,Bacillaceae,Marinococcus halophilus,Gram positive,14.0
456330,Bacillota,Thermoanaerobacteraceae,Caldanaerobius fijiensis,Gram positive,14.0
1652,Bacillota,Carnobacteriaceae,Alloiococcus otitis,Gram positive,14.0
2953880,Bacillota,Lactobacillaceae,Levilactobacillus yiduensis,Gram positive,13.0
2082395,Bacillota,Planococcaceae,Jeotgalibacillus proteolyticus,Gram positive,13.0
228576,Bacillota,Bacillaceae,Shouchella patagoniensis,Gram positive,14.0
2762213,Bacteroidota,Bacteroidaceae,Phocaeicola faecium,Gram negative,27.0
1903056,Bacillota,Staphylococcaceae,Macrococcoides bohemicum,Gram positive,14.0
2486013,Bacillota,Lactobacillaceae,Lacticaseibacillus baoqingensis,Gram positive,14.0
2696063,Bacillota,Lachnospiraceae,Anaerocolumna sedimenticola,Gram positive,15.0
649507,Bacteroidota,Cesiribacteraceae,Cesiribacter andamanensis,Gram negative,28.0
1981510,Bacillota,Monoglobaceae,Monoglobus pectinilyticus,Gram positive,13.0
49338,Bacillota,Desulfitobacteriaceae,Desulfitobacterium hafniense,Gram positive,15.0
2487040,Bacteroidota,Hymenobacteraceae,Rufibacter latericius,Gram negative,28.0
1521625,Cyanobacteriota,Aphanothecaceae,Aphanothece hegewaldii,Gram negative,14.0
574375,Bacillota,Bacillaceae,Bacillus gaemokensis,Gram positive,14.0
279215,Bacillota,Bacillaceae,Bacillus alveayuensis,Gram positive,15.0
46469,Bacillota,Halobacteroidaceae,Orenia marismortui,Gram positive,14.0
272917,Bacillota,Planococcaceae,Planococcus chinensis,Gram positive,14.0
149015,Bacillota,Streptococcaceae,Streptococcus hyovaginalis,Gram positive,14.0
126569,Bacillota,Paenibacillaceae,Paenibacillus glycanilyticus,Gram positive,14.0
2666135,Bacillota,Bacillaceae,Lysinibacillus cavernae,Gram positive,14.0
1401441,Bacillota,Bacillaceae,Gracilibacillus alcaliphilus,Gram positive,14.0
209389,Bacillota,Bacillaceae,Heyndrickxia acidicola,Gram positive,14.0
474957,Bacillota,Paenibacillaceae,Paenibacillus castaneae,Gram positive,14.0
233055,Bacillota,Desulfitobacteriaceae,Desulfitobacterium dichloroeliminans,Gram positive,14.0
1925762,Bacteroidota,Cyclobacteriaceae,Algoriphagus marinus,Gram negative,28.0
351095,Bacillota,Bacillaceae,Paucisalibacillus globulus,Gram positive,14.0
2779355,Bacillota,Oscillospiraceae,Ructibacterium gallinarum,Gram positive,13.0
1176239,Bacillota,Bacillaceae,Halobacillus andaensis,Gram positive,14.0
57666,Campylobacterota,Sulfurospirillaceae,Sulfurospirillum arcachonense,Gram negative,33.0
480071,Bacillota,Bacillaceae,Virgibacillus siamensis,Gram positive,14.0
51173,Bacillota,Planococcaceae,Ureibacillus thermosphaericus,Gram positive,13.0
2017483,Bacillota,Bacillaceae,Virgibacillus phasianinus,Gram positive,14.0
2651727,Cyanobacteriota,Cymatolegaceae,Leptothoe kymatousa,Gram negative,14.0
132925,Bacillota,Clostridiaceae,Clostridium bowmanii,Gram positive,13.0
746691,Bacillota,Bacillaceae,Oceanobacillus kimchii,Gram positive,14.0
246875,Bacteroidota,Cyclobacteriaceae,Spe_in_Algoriphagus,Gram negative,28.0
608505,Bacillota,Sporomusaceae,Sporolituus thermophilus,Gram positive,14.0
2981771,Bacillota,Lachnospiraceae,Laedolimicola ammoniilytica,Gram positive,13.0
390884,Bacteroidota,Cyclobacteriaceae,Echinicola vietnamensis,Gram negative,28.0
2697500,Bacillota,Planococcaceae,Bhargavaea massiliensis,Gram positive,14.0
637971,Bacillota,Lactobacillaceae,Levilactobacillus koreensis,Gram positive,13.0
