Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
N-acetylmuramoyl-L-alanine amidase [Planococcus antarcticus],Planococcus antarcticus,113,113,99%,2e-26,33.91,523,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_065537013.1?report=genbank&log$=prottop&blast_rank=2345&RID=96JFA6P2016"",""WP_065537013.1"")"
N-acetylmuramoyl-L-alanine amidase family protein [Cohnella panacarvi],Cohnella panacarvi,113,113,98%,2e-26,32.95,540,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_027084881.1?report=genbank&log$=prottop&blast_rank=2346&RID=96JFA6P2016"",""WP_027084881.1"")"
N-acetylmuramoyl-L-alanine amidase [Bacillus gobiensis],Bacillus gobiensis,107,107,98%,2e-26,37.29,197,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_053604222.1?report=genbank&log$=prottop&blast_rank=2347&RID=96JFA6P2016"",""WP_053604222.1"")"
N-acetylmuramoyl-L-alanine amidase [Halobacillus salinus],Halobacillus salinus,112,112,100%,2e-26,35.43,425,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_158290416.1?report=genbank&log$=prottop&blast_rank=2348&RID=96JFA6P2016"",""WP_158290416.1"")"
N-acetylmuramoyl-L-alanine amidase [Lentibacillus amyloliquefaciens],Lentibacillus amyloliquefaciens,109,109,98%,2e-26,38.07,265,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_068444326.1?report=genbank&log$=prottop&blast_rank=2349&RID=96JFA6P2016"",""WP_068444326.1"")"
N-acetylmuramoyl-L-alanine amidase family protein [Thermosediminibacter oceani],Thermosediminibacter oceani,113,113,99%,2e-26,37.14,534,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_013276542.1?report=genbank&log$=prottop&blast_rank=2350&RID=96JFA6P2016"",""WP_013276542.1"")"
N-acetylmuramoyl-L-alanine amidase [Bacillus inaquosorum],Bacillus inaquosorum,112,112,99%,2e-26,36.00,495,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_060399610.1?report=genbank&log$=prottop&blast_rank=2351&RID=96JFA6P2016"",""WP_060399610.1"")"
N-acetylmuramoyl-L-alanine amidase [Sutcliffiella halmapala],Sutcliffiella halmapala,112,112,98%,2e-26,35.96,475,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_078381402.1?report=genbank&log$=prottop&blast_rank=2352&RID=96JFA6P2016"",""WP_078381402.1"")"
N-acetylmuramoyl-L-alanine amidase [Jeotgalibacillus alimentarius],Jeotgalibacillus alimentarius,108,108,99%,2e-26,36.72,217,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_041123193.1?report=genbank&log$=prottop&blast_rank=2353&RID=96JFA6P2016"",""WP_041123193.1"")"
N-acetylmuramoyl-L-alanine amidase family protein [Paenibacillus mellifer],Paenibacillus mellifer,113,113,98%,2e-26,35.84,504,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_248554044.1?report=genbank&log$=prottop&blast_rank=2354&RID=96JFA6P2016"",""WP_248554044.1"")"
SH3 domain-containing protein [Metabacillus crassostreae],Metabacillus crassostreae,113,113,98%,2e-26,36.42,600,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_204955495.1?report=genbank&log$=prottop&blast_rank=2355&RID=96JFA6P2016"",""WP_204955495.1"")"
N-acetylmuramoyl-L-alanine amidase [Cohnella rhizosphaerae],Cohnella rhizosphaerae,112,112,93%,2e-26,35.37,416,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_277536778.1?report=genbank&log$=prottop&blast_rank=2356&RID=96JFA6P2016"",""WP_277536778.1"")"
N-acetylmuramoyl-L-alanine amidase [Dulcicalothrix desertica],Dulcicalothrix desertica,113,113,99%,2e-26,36.00,642,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_127085444.1?report=genbank&log$=prottop&blast_rank=2357&RID=96JFA6P2016"",""WP_127085444.1"")"
SH3 domain-containing protein [Cytobacillus horneckiae],Cytobacillus horneckiae,113,113,98%,2e-26,36.42,595,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_066191810.1?report=genbank&log$=prottop&blast_rank=2358&RID=96JFA6P2016"",""WP_066191810.1"")"
N-acetylmuramoyl-L-alanine amidase [Priestia taiwanensis],Priestia taiwanensis,109,109,99%,2e-26,33.91,286,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_188388953.1?report=genbank&log$=prottop&blast_rank=2359&RID=96JFA6P2016"",""WP_188388953.1"")"
N-acetylmuramoyl-L-alanine amidase [Bacillus pakistanensis],Bacillus pakistanensis,108,108,100%,2e-26,34.66,220,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_205172948.1?report=genbank&log$=prottop&blast_rank=2360&RID=96JFA6P2016"",""WP_205172948.1"")"
N-acetylmuramoyl-L-alanine amidase family protein [Heliobacterium mobile],Heliobacterium mobile,112,112,98%,2e-26,35.84,456,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_155475490.1?report=genbank&log$=prottop&blast_rank=2361&RID=96JFA6P2016"",""WP_155475490.1"")"
N-acetylmuramoyl-L-alanine amidase [Paenibacillus silvestris],Paenibacillus silvestris,112,112,98%,2e-26,35.29,412,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_161410228.1?report=genbank&log$=prottop&blast_rank=2362&RID=96JFA6P2016"",""WP_161410228.1"")"
N-acetylmuramoyl-L-alanine amidase [Corallococcus sicarius],Corallococcus sicarius,113,113,98%,2e-26,35.21,599,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_120629114.1?report=genbank&log$=prottop&blast_rank=2363&RID=96JFA6P2016"",""WP_120629114.1"")"
N-acetylmuramoyl-L-alanine amidase [Orenia marismortui],Orenia marismortui,111,111,100%,2e-26,35.91,381,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_018250171.1?report=genbank&log$=prottop&blast_rank=2364&RID=96JFA6P2016"",""WP_018250171.1"")"
N-acetylmuramoyl-L-alanine amidase [Staphylococcus devriesei],Staphylococcus devriesei,109,109,98%,2e-26,33.91,291,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_103166581.1?report=genbank&log$=prottop&blast_rank=2365&RID=96JFA6P2016"",""WP_103166581.1"")"
N-acetylmuramoyl-L-alanine amidase [Petrachloros mirabilis],Petrachloros mirabilis,113,113,99%,2e-26,37.14,616,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_161826035.1?report=genbank&log$=prottop&blast_rank=2366&RID=96JFA6P2016"",""WP_161826035.1"")"
N-acetylmuramoyl-L-alanine amidase family protein [Paenibacillus phocaensis],Paenibacillus phocaensis,113,113,98%,2e-26,35.26,504,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_068785324.1?report=genbank&log$=prottop&blast_rank=2367&RID=96JFA6P2016"",""WP_068785324.1"")"
N-acetylmuramoyl-L-alanine amidase [Pradoshia eiseniae],Pradoshia eiseniae,108,108,99%,2e-26,34.09,227,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_104848714.1?report=genbank&log$=prottop&blast_rank=2368&RID=96JFA6P2016"",""WP_104848714.1"")"
N-acetylmuramoyl-L-alanine amidase [Bacillus aerolatus],Bacillus aerolatus,112,112,98%,2e-26,34.10,444,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_191991716.1?report=genbank&log$=prottop&blast_rank=2369&RID=96JFA6P2016"",""WP_191991716.1"")"
N-acetylmuramoyl-L-alanine amidase [Gloeothece verrucosa],Gloeothece verrucosa,113,113,99%,2e-26,34.86,648,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_013321211.1?report=genbank&log$=prottop&blast_rank=2370&RID=96JFA6P2016"",""WP_013321211.1"")"
N-acetylmuramoyl-L-alanine amidase [Cytobacillus praedii],Cytobacillus praedii,109,109,99%,2e-26,36.21,274,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_057767897.1?report=genbank&log$=prottop&blast_rank=2371&RID=96JFA6P2016"",""WP_057767897.1"")"
N-acetylmuramoyl-L-alanine amidase family protein [Bacilliculturomica massiliensis],Bacilliculturomica massiliensis,112,112,99%,2e-26,35.87,494,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_165445350.1?report=genbank&log$=prottop&blast_rank=2372&RID=96JFA6P2016"",""WP_165445350.1"")"
N-acetylmuramoyl-L-alanine amidase [Nostoc piscinale],Nostoc piscinale,113,113,99%,2e-26,36.00,617,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_062298581.1?report=genbank&log$=prottop&blast_rank=2373&RID=96JFA6P2016"",""WP_062298581.1"")"
SH3 domain-containing protein [Cytobacillus stercorigallinarum],Cytobacillus stercorigallinarum,113,113,98%,2e-26,35.26,591,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_191810288.1?report=genbank&log$=prottop&blast_rank=2374&RID=96JFA6P2016"",""WP_191810288.1"")"
N-acetylmuramoyl-L-alanine amidase [Paenibacillus rhizophilus],Paenibacillus rhizophilus,113,113,99%,2e-26,35.96,518,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_124693647.1?report=genbank&log$=prottop&blast_rank=2375&RID=96JFA6P2016"",""WP_124693647.1"")"
N-acetylmuramoyl-L-alanine amidase [Weizmannia acidilactici],Weizmannia acidilactici,108,108,98%,2e-26,36.57,229,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_151680788.1?report=genbank&log$=prottop&blast_rank=2376&RID=96JFA6P2016"",""WP_151680788.1"")"
N-acetylmuramoyl-L-alanine amidase [Pseudoclostridium thermosuccinogenes],Pseudoclostridium thermosuccinogenes,109,109,99%,2e-26,35.56,284,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_103081229.1?report=genbank&log$=prottop&blast_rank=2377&RID=96JFA6P2016"",""WP_103081229.1"")"
N-acetylmuramoyl-L-alanine amidase [Anabaena catenula],Anabaena catenula,113,113,99%,2e-26,36.57,612,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_199332612.1?report=genbank&log$=prottop&blast_rank=2378&RID=96JFA6P2016"",""WP_199332612.1"")"
N-acetylmuramoyl-L-alanine amidase [Clostridium thailandense],Clostridium thailandense,108,108,99%,2e-26,38.76,249,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_218319171.1?report=genbank&log$=prottop&blast_rank=2379&RID=96JFA6P2016"",""WP_218319171.1"")"
SH3 domain-containing protein [Sporosarcina luteola],Sporosarcina luteola,112,112,99%,2e-26,39.43,511,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_147059753.1?report=genbank&log$=prottop&blast_rank=2380&RID=96JFA6P2016"",""WP_147059753.1"")"
N-acetylmuramoyl-L-alanine amidase family protein [Halanaerobium salsuginis],Halanaerobium salsuginis,113,113,99%,2e-26,37.36,751,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_089861700.1?report=genbank&log$=prottop&blast_rank=2381&RID=96JFA6P2016"",""WP_089861700.1"")"
N-acetylmuramoyl-L-alanine amidase [Geobacillus subterraneus],Geobacillus subterraneus,112,112,99%,2e-26,35.75,470,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_168367854.1?report=genbank&log$=prottop&blast_rank=2382&RID=96JFA6P2016"",""WP_168367854.1"")"
N-acetylmuramoyl-L-alanine amidase [Flammeovirga aprica],Flammeovirga aprica,110,110,100%,2e-26,36.26,305,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_169660162.1?report=genbank&log$=prottop&blast_rank=2383&RID=96JFA6P2016"",""WP_169660162.1"")"
N-acetylmuramoyl-L-alanine amidase [Pedosphaera parvula],Pedosphaera parvula,110,110,100%,2e-26,32.83,334,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_160164588.1?report=genbank&log$=prottop&blast_rank=2384&RID=96JFA6P2016"",""WP_160164588.1"")"
N-acetylmuramoyl-L-alanine amidase [Bacteroides xylanisolvens],Bacteroides xylanisolvens,112,112,99%,2e-26,31.98,419,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_015531382.1?report=genbank&log$=prottop&blast_rank=2385&RID=96JFA6P2016"",""WP_015531382.1"")"
N-acetylmuramoyl-L-alanine amidase [Heyndrickxia oleronia],Heyndrickxia oleronia,112,112,98%,2e-26,37.08,475,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_212945440.1?report=genbank&log$=prottop&blast_rank=2386&RID=96JFA6P2016"",""WP_212945440.1"")"
N-acetylmuramoyl-L-alanine amidase [Oceanobacillus manasiensis],Oceanobacillus manasiensis,110,110,98%,2e-26,36.78,347,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_052360669.1?report=genbank&log$=prottop&blast_rank=2387&RID=96JFA6P2016"",""WP_052360669.1"")"
N-acetylmuramoyl-L-alanine amidase [Pseudalkalibacillus decolorationis],Pseudalkalibacillus decolorationis,108,108,98%,2e-26,36.72,229,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_257349642.1?report=genbank&log$=prottop&blast_rank=2388&RID=96JFA6P2016"",""WP_257349642.1"")"
N-acetylmuramoyl-L-alanine amidase [Desulfatiglans anilini],Desulfatiglans anilini,113,113,100%,2e-26,33.95,608,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_028320960.1?report=genbank&log$=prottop&blast_rank=2389&RID=96JFA6P2016"",""WP_028320960.1"")"
N-acetylmuramoyl-L-alanine amidase [Candidatus Campylobacter infans],Candidatus Campylobacter infans,112,112,98%,2e-26,36.11,484,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_179975933.1?report=genbank&log$=prottop&blast_rank=2390&RID=96JFA6P2016"",""WP_179975933.1"")"
N-acetylmuramoyl-L-alanine amidase [Lactiplantibacillus plajomi],Lactiplantibacillus plajomi,109,109,98%,2e-26,33.53,282,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_137644366.1?report=genbank&log$=prottop&blast_rank=2391&RID=96JFA6P2016"",""WP_137644366.1"")"
SH3 domain-containing protein [Peribacillus tepidiphilus],Peribacillus tepidiphilus,113,113,98%,2e-26,34.68,586,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_153123154.1?report=genbank&log$=prottop&blast_rank=2392&RID=96JFA6P2016"",""WP_153123154.1"")"
N-acetylmuramoyl-L-alanine amidase [Lacticaseibacillus hulanensis],Lacticaseibacillus hulanensis,112,112,98%,2e-26,35.26,437,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_127848134.1?report=genbank&log$=prottop&blast_rank=2393&RID=96JFA6P2016"",""WP_127848134.1"")"
N-acetylmuramoyl-L-alanine amidase [Pseudoneobacillus rhizosphaerae],Pseudoneobacillus rhizosphaerae,108,108,99%,2e-26,36.00,243,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_230496671.1?report=genbank&log$=prottop&blast_rank=2394&RID=96JFA6P2016"",""WP_230496671.1"")"
N-acetylmuramoyl-L-alanine amidase [Pediococcus],Pediococcus,109,109,99%,2e-26,32.76,289,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_011673501.1?report=genbank&log$=prottop&blast_rank=2395&RID=96JFA6P2016"",""WP_011673501.1"")"
N-acetylmuramoyl-L-alanine amidase family protein [Halonatronum saccharophilum],Halonatronum saccharophilum,112,112,98%,2e-26,34.68,445,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_027340130.1?report=genbank&log$=prottop&blast_rank=2396&RID=96JFA6P2016"",""WP_027340130.1"")"
N-acetylmuramoyl-L-alanine amidase [Desulfitobacterium dichloroeliminans],Desulfitobacterium dichloroeliminans,108,108,98%,2e-26,34.22,238,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_015260619.1?report=genbank&log$=prottop&blast_rank=2397&RID=96JFA6P2016"",""WP_015260619.1"")"
N-acetylmuramoyl-L-alanine amidase [Campylobacter volucris],Campylobacter volucris,113,113,100%,2e-26,35.32,652,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_039665392.1?report=genbank&log$=prottop&blast_rank=2398&RID=96JFA6P2016"",""WP_039665392.1"")"
N-acetylmuramoyl-L-alanine amidase [Desulfofundulus australicus],Desulfofundulus australicus,113,113,98%,2e-26,35.56,589,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_073163627.1?report=genbank&log$=prottop&blast_rank=2399&RID=96JFA6P2016"",""WP_073163627.1"")"
N-acetylmuramoyl-L-alanine amidase LytC [Bacillus],Bacillus,112,112,100%,2e-26,36.36,496,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_003242758.1?report=genbank&log$=prottop&blast_rank=2400&RID=96JFA6P2016"",""WP_003242758.1"")"
N-acetylmuramoyl-L-alanine amidase [Domibacillus robiginosus],Domibacillus robiginosus,112,112,99%,3e-26,37.08,471,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_050182640.1?report=genbank&log$=prottop&blast_rank=2401&RID=96JFA6P2016"",""WP_050182640.1"")"
N-acetylmuramoyl-L-alanine amidase [Niallia circulans],Niallia circulans,112,112,98%,3e-26,34.10,514,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_061800800.1?report=genbank&log$=prottop&blast_rank=2402&RID=96JFA6P2016"",""WP_061800800.1"")"
N-acetylmuramoyl-L-alanine amidase [Ureibacillus xyleni],Ureibacillus xyleni,113,113,99%,3e-26,35.03,584,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_097071804.1?report=genbank&log$=prottop&blast_rank=2403&RID=96JFA6P2016"",""WP_097071804.1"")"
N-acetylmuramoyl-L-alanine amidase family protein [Aneurinibacillus migulanus],Aneurinibacillus migulanus,112,112,98%,3e-26,33.52,490,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_043064312.1?report=genbank&log$=prottop&blast_rank=2404&RID=96JFA6P2016"",""WP_043064312.1"")"
N-acetylmuramoyl-L-alanine amidase [Natranaerobius thermophilus],Natranaerobius thermophilus,113,113,100%,3e-26,33.71,657,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_012447537.1?report=genbank&log$=prottop&blast_rank=2405&RID=96JFA6P2016"",""WP_012447537.1"")"
N-acetylmuramoyl-L-alanine amidase [Solidesulfovibrio carbinolicus],Solidesulfovibrio carbinolicus,113,113,100%,3e-26,35.05,636,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_129348815.1?report=genbank&log$=prottop&blast_rank=2406&RID=96JFA6P2016"",""WP_129348815.1"")"
N-acetylmuramoyl-L-alanine amidase [Sinobaca qinghaiensis],Sinobaca qinghaiensis,113,113,98%,3e-26,36.99,591,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_170146824.1?report=genbank&log$=prottop&blast_rank=2407&RID=96JFA6P2016"",""WP_170146824.1"")"
N-acetylmuramoyl-L-alanine amidase [Oxobacter pfennigii],Oxobacter pfennigii,107,107,99%,3e-26,33.91,218,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_054876718.1?report=genbank&log$=prottop&blast_rank=2408&RID=96JFA6P2016"",""WP_054876718.1"")"
N-acetylmuramoyl-L-alanine amidase [Anoxybacillus rupiensis],Anoxybacillus rupiensis,108,108,98%,3e-26,33.71,244,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_183186829.1?report=genbank&log$=prottop&blast_rank=2409&RID=96JFA6P2016"",""WP_183186829.1"")"
N-acetylmuramoyl-L-alanine amidase [Mammaliicoccus],Mammaliicoccus,109,109,98%,3e-26,34.48,290,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_078356462.1?report=genbank&log$=prottop&blast_rank=2410&RID=96JFA6P2016"",""WP_078356462.1"")"
N-acetylmuramoyl-L-alanine amidase [Veillonella magna],Veillonella magna,111,111,98%,3e-26,39.34,375,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_028255865.1?report=genbank&log$=prottop&blast_rank=2411&RID=96JFA6P2016"",""WP_028255865.1"")"
N-acetylmuramoyl-L-alanine amidase [Desulfitobacterium hafniense],Desulfitobacterium hafniense,108,108,98%,3e-26,33.69,238,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_011458906.1?report=genbank&log$=prottop&blast_rank=2412&RID=96JFA6P2016"",""WP_011458906.1"")"
N-acetylmuramoyl-L-alanine amidase [Pelotomaculum isophthalicicum],Pelotomaculum isophthalicicum,112,112,98%,3e-26,37.29,505,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_277445304.1?report=genbank&log$=prottop&blast_rank=2413&RID=96JFA6P2016"",""WP_277445304.1"")"
cell wall-binding repeat-containing protein [Clostridium algifaecis],Clostridium algifaecis,112,112,99%,3e-26,35.91,518,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_209701071.1?report=genbank&log$=prottop&blast_rank=2414&RID=96JFA6P2016"",""WP_209701071.1"")"
N-acetylmuramoyl-L-alanine amidase [Caminibacter mediatlanticus],Caminibacter mediatlanticus,112,112,98%,3e-26,37.38,422,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_138323743.1?report=genbank&log$=prottop&blast_rank=2415&RID=96JFA6P2016"",""WP_138323743.1"")"
N-acetylmuramoyl-L-alanine amidase [Bacillus cihuensis],Bacillus cihuensis,112,112,99%,3e-26,36.87,474,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_028393475.1?report=genbank&log$=prottop&blast_rank=2416&RID=96JFA6P2016"",""WP_028393475.1"")"
N-acetylmuramoyl-L-alanine amidase [Domibacillus robiginosus],Domibacillus robiginosus,112,112,99%,3e-26,35.96,471,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_050182541.1?report=genbank&log$=prottop&blast_rank=2417&RID=96JFA6P2016"",""WP_050182541.1"")"
N-acetylmuramoyl-L-alanine amidase [Paenibacillus],Paenibacillus,111,111,98%,3e-26,38.15,377,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_048746758.1?report=genbank&log$=prottop&blast_rank=2418&RID=96JFA6P2016"",""WP_048746758.1"")"
N-acetylmuramoyl-L-alanine amidase family protein [Paenibacillus sanguinis],Paenibacillus sanguinis,112,112,98%,3e-26,37.57,500,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_018751331.1?report=genbank&log$=prottop&blast_rank=2419&RID=96JFA6P2016"",""WP_018751331.1"")"
N-acetylmuramoyl-L-alanine amidase [Bacillus tuaregi],Bacillus tuaregi,112,112,98%,3e-26,35.80,486,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_071393459.1?report=genbank&log$=prottop&blast_rank=2420&RID=96JFA6P2016"",""WP_071393459.1"")"
N-acetylmuramoyl-L-alanine amidase [Jeotgalibacillus alimentarius],Jeotgalibacillus alimentarius,113,113,99%,3e-26,36.72,646,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_041123273.1?report=genbank&log$=prottop&blast_rank=2421&RID=96JFA6P2016"",""WP_041123273.1"")"
N-acetylmuramoyl-L-alanine amidase [Halobacillus salinus],Halobacillus salinus,112,112,98%,3e-26,36.16,462,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_135328390.1?report=genbank&log$=prottop&blast_rank=2422&RID=96JFA6P2016"",""WP_135328390.1"")"
N-acetylmuramoyl-L-alanine amidase [Planococcus wigleyi],Planococcus wigleyi,112,112,99%,3e-26,34.48,523,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_191715939.1?report=genbank&log$=prottop&blast_rank=2423&RID=96JFA6P2016"",""WP_191715939.1"")"
N-acetylmuramoyl-L-alanine amidase [Virgibacillus dakarensis],Virgibacillus dakarensis,108,108,99%,3e-26,36.93,265,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_088051530.1?report=genbank&log$=prottop&blast_rank=2424&RID=96JFA6P2016"",""WP_088051530.1"")"
N-acetylmuramoyl-L-alanine amidase family protein [Lutispora saccharofermentans],Lutispora saccharofermentans,113,113,99%,3e-26,37.78,815,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_255226277.1?report=genbank&log$=prottop&blast_rank=2425&RID=96JFA6P2016"",""WP_255226277.1"")"
N-acetylmuramoyl-L-alanine amidase [Peribacillus kribbensis],Peribacillus kribbensis,110,110,100%,3e-26,33.51,350,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_081415751.1?report=genbank&log$=prottop&blast_rank=2426&RID=96JFA6P2016"",""WP_081415751.1"")"
N-acetylmuramoyl-L-alanine amidase [Companilactobacillus crustorum],Companilactobacillus crustorum,112,112,98%,3e-26,35.84,434,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_057866844.1?report=genbank&log$=prottop&blast_rank=2427&RID=96JFA6P2016"",""WP_057866844.1"")"
N-acetylmuramoyl-L-alanine amidase family protein [Geosporobacter subterraneus],Geosporobacter subterraneus,113,113,98%,3e-26,38.86,697,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_190014164.1?report=genbank&log$=prottop&blast_rank=2428&RID=96JFA6P2016"",""WP_190014164.1"")"
N-acetylmuramoyl-L-alanine amidase [Aerococcus suis],Aerococcus suis,112,112,99%,3e-26,35.63,453,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_084098316.1?report=genbank&log$=prottop&blast_rank=2429&RID=96JFA6P2016"",""WP_084098316.1"")"
N-acetylmuramoyl-L-alanine amidase family protein [Tissierella carlieri],Tissierella carlieri,113,113,98%,3e-26,37.43,693,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_216555164.1?report=genbank&log$=prottop&blast_rank=2430&RID=96JFA6P2016"",""WP_216555164.1"")"
N-acetylmuramoyl-L-alanine amidase [Bacteroides],Bacteroides,111,111,99%,3e-26,31.98,419,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_004299350.1?report=genbank&log$=prottop&blast_rank=2431&RID=96JFA6P2016"",""WP_004299350.1"")"
N-acetylmuramoyl-L-alanine amidase [Alkalihalophilus marmarensis],Alkalihalophilus marmarensis,108,108,98%,3e-26,36.21,257,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_022627911.1?report=genbank&log$=prottop&blast_rank=2432&RID=96JFA6P2016"",""WP_022627911.1"")"
N-acetylmuramoyl-L-alanine amidase [Corallococcus exercitus],Corallococcus exercitus,113,113,98%,3e-26,35.21,594,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_120524198.1?report=genbank&log$=prottop&blast_rank=2433&RID=96JFA6P2016"",""WP_120524198.1"")"
N-acetylmuramoyl-L-alanine amidase [Oceanobacillus profundus],Oceanobacillus profundus,111,111,99%,3e-26,34.48,373,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_118888467.1?report=genbank&log$=prottop&blast_rank=2434&RID=96JFA6P2016"",""WP_118888467.1"")"
