Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
N-acetylmuramoyl-L-alanine amidase [Streptomyces phaeofaciens],Streptomyces phaeofaciens,151,151,100%,1e-41,42.33,322,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_189714480.1?report=genbank&log$=prottop&blast_rank=1022&RID=96KRKV8D016"",""WP_189714480.1"")"
N-acetylmuramoyl-L-alanine amidase [Streptomyces smyrnaeus],Streptomyces smyrnaeus,150,150,100%,1e-41,41.47,303,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_209210692.1?report=genbank&log$=prottop&blast_rank=1023&RID=96KRKV8D016"",""WP_209210692.1"")"
N-acetylmuramoyl-L-alanine amidase [Nonomuraea jabiensis],Nonomuraea jabiensis,149,149,99%,2e-41,42.31,262,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_185073789.1?report=genbank&log$=prottop&blast_rank=1024&RID=96KRKV8D016"",""WP_185073789.1"")"
N-acetylmuramoyl-L-alanine amidase [Streptosporangium subroseum],Streptosporangium subroseum,150,150,99%,2e-41,39.42,297,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_089211146.1?report=genbank&log$=prottop&blast_rank=1025&RID=96KRKV8D016"",""WP_089211146.1"")"
N-acetylmuramoyl-L-alanine amidase [Actinomadura hibisca],Actinomadura hibisca,150,150,99%,2e-41,41.83,297,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_245679473.1?report=genbank&log$=prottop&blast_rank=1026&RID=96KRKV8D016"",""WP_245679473.1"")"
N-acetylmuramoyl-L-alanine amidase [Brevibacterium zhoupengii],Brevibacterium zhoupengii,149,149,99%,2e-41,39.61,284,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_231441316.1?report=genbank&log$=prottop&blast_rank=1027&RID=96KRKV8D016"",""WP_231441316.1"")"
N-acetylmuramoyl-L-alanine amidase [Sphaerisporangium siamense],Sphaerisporangium siamense,149,149,99%,2e-41,39.90,282,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_184878487.1?report=genbank&log$=prottop&blast_rank=1028&RID=96KRKV8D016"",""WP_184878487.1"")"
N-acetylmuramoyl-L-alanine amidase [Streptomyces],Streptomyces,150,150,99%,2e-41,42.13,307,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_124282534.1?report=genbank&log$=prottop&blast_rank=1029&RID=96KRKV8D016"",""WP_124282534.1"")"
N-acetylmuramoyl-L-alanine amidase [Streptomyces physcomitrii],Streptomyces physcomitrii,150,150,99%,2e-41,43.26,315,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_210430460.1?report=genbank&log$=prottop&blast_rank=1030&RID=96KRKV8D016"",""WP_210430460.1"")"
N-acetylmuramoyl-L-alanine amidase [Williamsia maris],Williamsia maris,152,152,99%,2e-41,39.44,390,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_253662309.1?report=genbank&log$=prottop&blast_rank=1031&RID=96KRKV8D016"",""WP_253662309.1"")"
N-acetylmuramoyl-L-alanine amidase [Streptomyces reniochalinae],Streptomyces reniochalinae,150,150,100%,2e-41,41.94,300,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_245982036.1?report=genbank&log$=prottop&blast_rank=1032&RID=96KRKV8D016"",""WP_245982036.1"")"
N-acetylmuramoyl-L-alanine amidase [Streptosporangium carneum],Streptosporangium carneum,150,150,99%,2e-41,42.58,288,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_271219870.1?report=genbank&log$=prottop&blast_rank=1033&RID=96KRKV8D016"",""WP_271219870.1"")"
N-acetylmuramoyl-L-alanine amidase [Streptomyces cinnabarinus],Streptomyces cinnabarinus,150,150,100%,2e-41,42.79,315,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_269659025.1?report=genbank&log$=prottop&blast_rank=1034&RID=96KRKV8D016"",""WP_269659025.1"")"
N-acetylmuramoyl-L-alanine amidase [Nonomuraea harbinensis],Nonomuraea harbinensis,149,149,99%,2e-41,41.63,284,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_219546703.1?report=genbank&log$=prottop&blast_rank=1035&RID=96KRKV8D016"",""WP_219546703.1"")"
N-acetylmuramoyl-L-alanine amidase [Actinomadura luteofluorescens],Actinomadura luteofluorescens,149,149,99%,2e-41,37.62,265,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_218906592.1?report=genbank&log$=prottop&blast_rank=1036&RID=96KRKV8D016"",""WP_218906592.1"")"
N-acetylmuramoyl-L-alanine amidase [Gordonia araii],Gordonia araii,151,151,99%,2e-41,39.25,348,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_083834821.1?report=genbank&log$=prottop&blast_rank=1037&RID=96KRKV8D016"",""WP_083834821.1"")"
N-acetylmuramoyl-L-alanine amidase [Nonomuraea turkmeniaca],Nonomuraea turkmeniaca,149,149,99%,2e-41,40.67,271,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_138666157.1?report=genbank&log$=prottop&blast_rank=1038&RID=96KRKV8D016"",""WP_138666157.1"")"
N-acetylmuramoyl-L-alanine amidase [Streptomyces boncukensis],Streptomyces boncukensis,150,150,99%,2e-41,42.92,314,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_241266173.1?report=genbank&log$=prottop&blast_rank=1039&RID=96KRKV8D016"",""WP_241266173.1"")"
N-acetylmuramoyl-L-alanine amidase [Kitasatospora aureofaciens],Kitasatospora aureofaciens,150,150,100%,2e-41,41.67,332,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_030282344.1?report=genbank&log$=prottop&blast_rank=1040&RID=96KRKV8D016"",""WP_030282344.1"")"
N-acetylmuramoyl-L-alanine amidase [Nocardioides seonyuensis],Nocardioides seonyuensis,149,149,99%,2e-41,45.50,263,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_135267888.1?report=genbank&log$=prottop&blast_rank=1041&RID=96KRKV8D016"",""WP_135267888.1"")"
N-acetylmuramoyl-L-alanine amidase [Streptomyces botrytidirepellens],Streptomyces botrytidirepellens,150,150,99%,2e-41,42.79,311,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_123105799.1?report=genbank&log$=prottop&blast_rank=1042&RID=96KRKV8D016"",""WP_123105799.1"")"
N-acetylmuramoyl-L-alanine amidase [Nonomuraea polychroma],Nonomuraea polychroma,149,149,99%,2e-41,40.87,277,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_127937031.1?report=genbank&log$=prottop&blast_rank=1043&RID=96KRKV8D016"",""WP_127937031.1"")"
N-acetylmuramoyl-L-alanine amidase [Actinomadura glauciflava],Actinomadura glauciflava,149,149,99%,2e-41,37.62,277,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_258944359.1?report=genbank&log$=prottop&blast_rank=1044&RID=96KRKV8D016"",""WP_258944359.1"")"
N-acetylmuramoyl-L-alanine amidase [Nocardioides humilatus],Nocardioides humilatus,149,149,93%,2e-41,45.32,292,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_223163567.1?report=genbank&log$=prottop&blast_rank=1045&RID=96KRKV8D016"",""WP_223163567.1"")"
N-acetylmuramoyl-L-alanine amidase [Nocardioides donggukensis],Nocardioides donggukensis,149,149,99%,2e-41,43.72,267,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_192139915.1?report=genbank&log$=prottop&blast_rank=1046&RID=96KRKV8D016"",""WP_192139915.1"")"
N-acetylmuramoyl-L-alanine amidase [Streptomyces tateyamensis],Streptomyces tateyamensis,150,150,100%,2e-41,42.13,312,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_245984542.1?report=genbank&log$=prottop&blast_rank=1047&RID=96KRKV8D016"",""WP_245984542.1"")"
N-acetylmuramoyl-L-alanine amidase [Rhodococcus oryzae],Rhodococcus oryzae,151,151,99%,3e-41,40.65,375,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_136906546.1?report=genbank&log$=prottop&blast_rank=1048&RID=96KRKV8D016"",""WP_136906546.1"")"
N-acetylmuramoyl-L-alanine amidase [Embleya scabrispora],Embleya scabrispora,151,151,100%,3e-41,42.66,370,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_020554695.1?report=genbank&log$=prottop&blast_rank=1049&RID=96KRKV8D016"",""WP_020554695.1"")"
N-acetylmuramoyl-L-alanine amidase [Haloactinospora alba],Haloactinospora alba,149,149,94%,3e-41,42.16,286,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_141925958.1?report=genbank&log$=prottop&blast_rank=1050&RID=96KRKV8D016"",""WP_141925958.1"")"
N-acetylmuramoyl-L-alanine amidase [Rhodococcus rhodnii],Rhodococcus rhodnii,151,151,99%,3e-41,42.99,367,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_010839511.1?report=genbank&log$=prottop&blast_rank=1051&RID=96KRKV8D016"",""WP_010839511.1"")"
N-acetylmuramoyl-L-alanine amidase [Actinomadura syzygii],Actinomadura syzygii,149,149,100%,3e-41,40.57,279,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_246198685.1?report=genbank&log$=prottop&blast_rank=1052&RID=96KRKV8D016"",""WP_246198685.1"")"
N-acetylmuramoyl-L-alanine amidase [Mumia flava],Mumia flava,148,148,99%,3e-41,42.06,261,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_039340904.1?report=genbank&log$=prottop&blast_rank=1053&RID=96KRKV8D016"",""WP_039340904.1"")"
N-acetylmuramoyl-L-alanine amidase [Planotetraspora thailandica],Planotetraspora thailandica,148,148,99%,3e-41,41.15,249,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_239119605.1?report=genbank&log$=prottop&blast_rank=1054&RID=96KRKV8D016"",""WP_239119605.1"")"
N-acetylmuramoyl-L-alanine amidase [Streptomyces seoulensis],Streptomyces seoulensis,149,149,100%,3e-41,41.47,294,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_031179767.1?report=genbank&log$=prottop&blast_rank=1055&RID=96KRKV8D016"",""WP_031179767.1"")"
N-acetylmuramoyl-L-alanine amidase [Sinosporangium siamense],Sinosporangium siamense,149,149,99%,3e-41,41.63,281,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_204031272.1?report=genbank&log$=prottop&blast_rank=1056&RID=96KRKV8D016"",""WP_204031272.1"")"
N-acetylmuramoyl-L-alanine amidase [Streptomyces pratensis],Streptomyces pratensis,150,150,99%,3e-41,41.86,311,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_203185887.1?report=genbank&log$=prottop&blast_rank=1057&RID=96KRKV8D016"",""WP_203185887.1"")"
N-acetylmuramoyl-L-alanine amidase [Microbispora catharanthi],Microbispora catharanthi,149,149,99%,4e-41,39.42,291,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_139579733.1?report=genbank&log$=prottop&blast_rank=1058&RID=96KRKV8D016"",""WP_139579733.1"")"
N-acetylmuramoyl-L-alanine amidase [Agilicoccus flavus],Agilicoccus flavus,151,151,91%,4e-41,42.93,374,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_226344193.1?report=genbank&log$=prottop&blast_rank=1059&RID=96KRKV8D016"",""WP_226344193.1"")"
N-acetylmuramoyl-L-alanine amidase [Nonomuraea africana],Nonomuraea africana,149,149,99%,4e-41,40.67,278,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_192778351.1?report=genbank&log$=prottop&blast_rank=1060&RID=96KRKV8D016"",""WP_192778351.1"")"
N-acetylmuramoyl-L-alanine amidase [Streptomyces oceani],Streptomyces oceani,149,149,99%,4e-41,41.78,313,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_079166641.1?report=genbank&log$=prottop&blast_rank=1061&RID=96KRKV8D016"",""WP_079166641.1"")"
N-acetylmuramoyl-L-alanine amidase [Streptomyces glaucescens],Streptomyces glaucescens,149,149,100%,4e-41,41.59,318,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_086741839.1?report=genbank&log$=prottop&blast_rank=1062&RID=96KRKV8D016"",""WP_086741839.1"")"
N-acetylmuramoyl-L-alanine amidase [Streptomyces alkaliterrae],Streptomyces alkaliterrae,149,149,100%,4e-41,40.45,315,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_143648105.1?report=genbank&log$=prottop&blast_rank=1063&RID=96KRKV8D016"",""WP_143648105.1"")"
N-acetylmuramoyl-L-alanine amidase [Nonomuraea jiangxiensis],Nonomuraea jiangxiensis,149,149,99%,5e-41,40.67,291,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_090934858.1?report=genbank&log$=prottop&blast_rank=1064&RID=96KRKV8D016"",""WP_090934858.1"")"
N-acetylmuramoyl-L-alanine amidase [Actinomadura citrea],Actinomadura citrea,148,148,100%,5e-41,37.74,264,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_218935526.1?report=genbank&log$=prottop&blast_rank=1065&RID=96KRKV8D016"",""WP_218935526.1"")"
N-acetylmuramoyl-L-alanine amidase [Nocardioides nematodiphilus],Nocardioides nematodiphilus,147,147,98%,5e-41,43.66,247,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_263642241.1?report=genbank&log$=prottop&blast_rank=1066&RID=96KRKV8D016"",""WP_263642241.1"")"
N-acetylmuramoyl-L-alanine amidase [Microbispora oryzae],Microbispora oryzae,148,148,99%,5e-41,41.15,288,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_230985600.1?report=genbank&log$=prottop&blast_rank=1067&RID=96KRKV8D016"",""WP_230985600.1"")"
N-acetylmuramoyl-L-alanine amidase [Gordonia crocea],Gordonia crocea,150,150,99%,6e-41,40.65,351,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_228460922.1?report=genbank&log$=prottop&blast_rank=1068&RID=96KRKV8D016"",""WP_228460922.1"")"
N-acetylmuramoyl-L-alanine amidase [Actinocatenispora thailandica],Actinocatenispora thailandica,149,149,97%,6e-41,45.37,296,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_203960472.1?report=genbank&log$=prottop&blast_rank=1069&RID=96KRKV8D016"",""WP_203960472.1"")"
N-acetylmuramoyl-L-alanine amidase [Nonomuraea sediminis],Nonomuraea sediminis,148,148,99%,6e-41,42.58,275,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_214327741.1?report=genbank&log$=prottop&blast_rank=1070&RID=96KRKV8D016"",""WP_214327741.1"")"
N-acetylmuramoyl-L-alanine amidase [Streptomyces fumanus],Streptomyces fumanus,149,149,100%,6e-41,42.52,301,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_190202072.1?report=genbank&log$=prottop&blast_rank=1071&RID=96KRKV8D016"",""WP_190202072.1"")"
N-acetylmuramoyl-L-alanine amidase [Nocardioides islandensis],Nocardioides islandensis,147,147,97%,6e-41,43.96,249,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_194708675.1?report=genbank&log$=prottop&blast_rank=1072&RID=96KRKV8D016"",""WP_194708675.1"")"
N-acetylmuramoyl-L-alanine amidase [Herbidospora galbida],Herbidospora galbida,148,148,97%,6e-41,41.95,272,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_137246533.1?report=genbank&log$=prottop&blast_rank=1073&RID=96KRKV8D016"",""WP_137246533.1"")"
N-acetylmuramoyl-L-alanine amidase [Kineococcus aurantiacus],Kineococcus aurantiacus,146,146,99%,6e-41,43.87,218,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_246314841.1?report=genbank&log$=prottop&blast_rank=1074&RID=96KRKV8D016"",""WP_246314841.1"")"
N-acetylmuramoyl-L-alanine amidase [Nonomuraea dietziae],Nonomuraea dietziae,148,148,99%,7e-41,40.19,280,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_183654352.1?report=genbank&log$=prottop&blast_rank=1075&RID=96KRKV8D016"",""WP_183654352.1"")"
N-acetylmuramoyl-L-alanine amidase [Actinacidiphila epipremni],Actinacidiphila epipremni,148,148,100%,7e-41,40.57,299,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_167981254.1?report=genbank&log$=prottop&blast_rank=1076&RID=96KRKV8D016"",""WP_167981254.1"")"
N-acetylmuramoyl-L-alanine amidase [Herbidospora cretacea],Herbidospora cretacea,148,148,97%,7e-41,41.95,275,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_061300031.1?report=genbank&log$=prottop&blast_rank=1077&RID=96KRKV8D016"",""WP_061300031.1"")"
N-acetylmuramoyl-L-alanine amidase [Streptomyces violens],Streptomyces violens,149,149,99%,7e-41,42.79,326,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_030248928.1?report=genbank&log$=prottop&blast_rank=1078&RID=96KRKV8D016"",""WP_030248928.1"")"
N-acetylmuramoyl-L-alanine amidase [Streptomyces aquilus],Streptomyces aquilus,149,149,100%,7e-41,41.47,318,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_126271607.1?report=genbank&log$=prottop&blast_rank=1079&RID=96KRKV8D016"",""WP_126271607.1"")"
N-acetylmuramoyl-L-alanine amidase [Streptomyces coriariae],Streptomyces coriariae,149,149,100%,8e-41,42.33,335,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_230195987.1?report=genbank&log$=prottop&blast_rank=1080&RID=96KRKV8D016"",""WP_230195987.1"")"
N-acetylmuramoyl-L-alanine amidase [Gordonia amarae],Gordonia amarae,149,149,99%,8e-41,41.78,346,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_244427438.1?report=genbank&log$=prottop&blast_rank=1081&RID=96KRKV8D016"",""WP_244427438.1"")"
N-acetylmuramoyl-L-alanine amidase [Nocardioides currus],Nocardioides currus,146,146,99%,8e-41,42.18,235,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_108343399.1?report=genbank&log$=prottop&blast_rank=1082&RID=96KRKV8D016"",""WP_108343399.1"")"
N-acetylmuramoyl-L-alanine amidase [Streptomyces davaonensis],Streptomyces davaonensis,149,149,100%,8e-41,41.47,315,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_015660796.1?report=genbank&log$=prottop&blast_rank=1083&RID=96KRKV8D016"",""WP_015660796.1"")"
N-acetylmuramoyl-L-alanine amidase [Actinomadura mexicana],Actinomadura mexicana,147,147,99%,9e-41,37.62,275,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_089315239.1?report=genbank&log$=prottop&blast_rank=1084&RID=96KRKV8D016"",""WP_089315239.1"")"
N-acetylmuramoyl-L-alanine amidase [Gordonia rhizosphera],Gordonia rhizosphera,150,150,99%,9e-41,40.19,360,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_006335458.1?report=genbank&log$=prottop&blast_rank=1085&RID=96KRKV8D016"",""WP_006335458.1"")"
N-acetylmuramoyl-L-alanine amidase [Streptomyces],Streptomyces,149,149,100%,9e-41,42.06,322,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_037639239.1?report=genbank&log$=prottop&blast_rank=1086&RID=96KRKV8D016"",""WP_037639239.1"")"
N-acetylmuramoyl-L-alanine amidase [Streptomyces vinaceus],Streptomyces vinaceus,148,148,99%,9e-41,41.67,310,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_229907216.1?report=genbank&log$=prottop&blast_rank=1087&RID=96KRKV8D016"",""WP_229907216.1"")"
N-acetylmuramoyl-L-alanine amidase [Actinacidiphila glaucinigra],Actinacidiphila glaucinigra,148,148,100%,9e-41,42.52,293,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_089221678.1?report=genbank&log$=prottop&blast_rank=1088&RID=96KRKV8D016"",""WP_089221678.1"")"
N-acetylmuramoyl-L-alanine amidase [Actinomadura soli],Actinomadura soli,147,147,99%,9e-41,41.43,273,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_230421496.1?report=genbank&log$=prottop&blast_rank=1089&RID=96KRKV8D016"",""WP_230421496.1"")"
N-acetylmuramoyl-L-alanine amidase [Nonomuraea angiospora],Nonomuraea angiospora,147,147,99%,1e-40,40.95,262,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_192792837.1?report=genbank&log$=prottop&blast_rank=1090&RID=96KRKV8D016"",""WP_192792837.1"")"
N-acetylmuramoyl-L-alanine amidase [Streptomyces sabulosicollis],Streptomyces sabulosicollis,147,147,99%,1e-40,42.59,262,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_198273605.1?report=genbank&log$=prottop&blast_rank=1091&RID=96KRKV8D016"",""WP_198273605.1"")"
N-acetylmuramoyl-L-alanine amidase [Streptomyces nojiriensis],Streptomyces nojiriensis,149,149,99%,1e-40,41.67,329,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_189747790.1?report=genbank&log$=prottop&blast_rank=1092&RID=96KRKV8D016"",""WP_189747790.1"")"
N-acetylmuramoyl-L-alanine amidase [Streptacidiphilus anmyonensis],Streptacidiphilus anmyonensis,148,148,99%,1e-40,42.06,312,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_052440874.1?report=genbank&log$=prottop&blast_rank=1093&RID=96KRKV8D016"",""WP_052440874.1"")"
N-acetylmuramoyl-L-alanine amidase [Brevibacterium],Brevibacterium,147,147,99%,1e-40,38.65,279,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_069600300.1?report=genbank&log$=prottop&blast_rank=1094&RID=96KRKV8D016"",""WP_069600300.1"")"
N-acetylmuramoyl-L-alanine amidase [Streptomyces kanamyceticus],Streptomyces kanamyceticus,149,149,99%,1e-40,42.33,347,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_055544702.1?report=genbank&log$=prottop&blast_rank=1095&RID=96KRKV8D016"",""WP_055544702.1"")"
N-acetylmuramoyl-L-alanine amidase [Ruania zhangjianzhongii],Ruania zhangjianzhongii,147,147,100%,1e-40,37.50,268,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_147917044.1?report=genbank&log$=prottop&blast_rank=1096&RID=96KRKV8D016"",""WP_147917044.1"")"
N-acetylmuramoyl-L-alanine amidase [Nonomuraea aurantiaca],Nonomuraea aurantiaca,147,147,99%,1e-40,39.71,283,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_225301665.1?report=genbank&log$=prottop&blast_rank=1097&RID=96KRKV8D016"",""WP_225301665.1"")"
N-acetylmuramoyl-L-alanine amidase [Kitasatospora purpeofusca],Kitasatospora purpeofusca,149,149,100%,1e-40,40.74,349,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_244215403.1?report=genbank&log$=prottop&blast_rank=1098&RID=96KRKV8D016"",""WP_244215403.1"")"
N-acetylmuramoyl-L-alanine amidase [Streptomyces antioxidans],Streptomyces antioxidans,148,148,99%,1e-40,42.33,308,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_046090890.1?report=genbank&log$=prottop&blast_rank=1099&RID=96KRKV8D016"",""WP_046090890.1"")"
N-acetylmuramoyl-L-alanine amidase [Nocardioides daeguensis],Nocardioides daeguensis,147,147,99%,1e-40,44.34,285,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_218232941.1?report=genbank&log$=prottop&blast_rank=1100&RID=96KRKV8D016"",""WP_218232941.1"")"
N-acetylmuramoyl-L-alanine amidase [Spiractinospora alimapuensis],Spiractinospora alimapuensis,147,147,100%,1e-40,41.78,275,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_236538768.1?report=genbank&log$=prottop&blast_rank=1101&RID=96KRKV8D016"",""WP_236538768.1"")"
N-acetylmuramoyl-L-alanine amidase [Streptomyces nigra],Streptomyces nigra,148,148,100%,1e-40,42.06,307,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_108706642.1?report=genbank&log$=prottop&blast_rank=1102&RID=96KRKV8D016"",""WP_108706642.1"")"
N-acetylmuramoyl-L-alanine amidase [Nocardioides aromaticivorans],Nocardioides aromaticivorans,147,147,100%,1e-40,41.74,283,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_242530347.1?report=genbank&log$=prottop&blast_rank=1103&RID=96KRKV8D016"",""WP_242530347.1"")"
N-acetylmuramoyl-L-alanine amidase [Nocardioides kongjuensis],Nocardioides kongjuensis,147,147,99%,1e-40,43.98,264,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_281367352.1?report=genbank&log$=prottop&blast_rank=1104&RID=96KRKV8D016"",""WP_281367352.1"")"
N-acetylmuramoyl-L-alanine amidase [Streptomyces cupreus],Streptomyces cupreus,148,148,100%,1e-40,41.86,301,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_222109828.1?report=genbank&log$=prottop&blast_rank=1105&RID=96KRKV8D016"",""WP_222109828.1"")"
N-acetylmuramoyl-L-alanine amidase [Herbidospora solisilvae],Herbidospora solisilvae,147,147,97%,1e-40,42.44,272,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_161481140.1?report=genbank&log$=prottop&blast_rank=1106&RID=96KRKV8D016"",""WP_161481140.1"")"
N-acetylmuramoyl-L-alanine amidase [Sinosporangium album],Sinosporangium album,147,147,99%,1e-40,43.54,291,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_093173718.1?report=genbank&log$=prottop&blast_rank=1107&RID=96KRKV8D016"",""WP_093173718.1"")"
N-acetylmuramoyl-L-alanine amidase [Nocardioides anomalus],Nocardioides anomalus,146,146,99%,1e-40,41.78,247,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_230486766.1?report=genbank&log$=prottop&blast_rank=1108&RID=96KRKV8D016"",""WP_230486766.1"")"
N-acetylmuramoyl-L-alanine amidase [Streptomyces cocklensis],Streptomyces cocklensis,148,148,100%,1e-40,39.62,314,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_251487521.1?report=genbank&log$=prottop&blast_rank=1109&RID=96KRKV8D016"",""WP_251487521.1"")"
N-acetylmuramoyl-L-alanine amidase [Streptomyces tendae],Streptomyces tendae,148,148,100%,1e-40,40.65,327,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_189750043.1?report=genbank&log$=prottop&blast_rank=1110&RID=96KRKV8D016"",""WP_189750043.1"")"
N-acetylmuramoyl-L-alanine amidase [Streptomyces xantholiticus],Streptomyces xantholiticus,148,148,99%,1e-40,42.79,317,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_189883765.1?report=genbank&log$=prottop&blast_rank=1111&RID=96KRKV8D016"",""WP_189883765.1"")"
N-acetylmuramoyl-L-alanine amidase [Streptomyces indicus],Streptomyces indicus,148,148,99%,2e-40,41.23,322,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_093609197.1?report=genbank&log$=prottop&blast_rank=1112&RID=96KRKV8D016"",""WP_093609197.1"")"
