Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
N-acetylmuramoyl-L-alanine amidase [Streptomyces cupreus],Streptomyces cupreus,147,147,99%,4e-40,40.09,301,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_222109828.1?report=genbank&log$=prottop&blast_rank=1280&RID=96KS83JX016"",""WP_222109828.1"")"
N-acetylmuramoyl-L-alanine amidase [Microtetraspora malaysiensis],Microtetraspora malaysiensis,146,146,99%,4e-40,38.39,290,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_067137892.1?report=genbank&log$=prottop&blast_rank=1281&RID=96KS83JX016"",""WP_067137892.1"")"
N-acetylmuramoyl-L-alanine amidase [Streptomyces eurythermus],Streptomyces eurythermus,147,147,99%,4e-40,43.19,311,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_189757587.1?report=genbank&log$=prottop&blast_rank=1282&RID=96KS83JX016"",""WP_189757587.1"")"
N-acetylmuramoyl-L-alanine amidase [Streptomyces],Streptomyces,147,147,99%,4e-40,41.31,322,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_006129935.1?report=genbank&log$=prottop&blast_rank=1283&RID=96KS83JX016"",""WP_006129935.1"")"
N-acetylmuramoyl-L-alanine amidase [Streptomyces montanisoli],Streptomyces montanisoli,146,146,99%,4e-40,41.40,280,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_209345190.1?report=genbank&log$=prottop&blast_rank=1284&RID=96KS83JX016"",""WP_209345190.1"")"
N-acetylmuramoyl-L-alanine amidase [Nocardia macrotermitis],Nocardia macrotermitis,149,149,99%,4e-40,41.35,409,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_153415085.1?report=genbank&log$=prottop&blast_rank=1285&RID=96KS83JX016"",""WP_153415085.1"")"
N-acetylmuramoyl-L-alanine amidase [Mobiluncus porci],Mobiluncus porci,153,153,99%,4e-40,40.38,674,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_277027885.1?report=genbank&log$=prottop&blast_rank=1286&RID=96KS83JX016"",""WP_277027885.1"")"
N-acetylmuramoyl-L-alanine amidase [Streptomyces spinoverrucosus],Streptomyces spinoverrucosus,147,147,99%,4e-40,41.51,317,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_141313697.1?report=genbank&log$=prottop&blast_rank=1287&RID=96KS83JX016"",""WP_141313697.1"")"
N-acetylmuramoyl-L-alanine amidase [Streptomyces chartreusis],Streptomyces chartreusis,147,147,99%,4e-40,41.51,317,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_150503140.1?report=genbank&log$=prottop&blast_rank=1288&RID=96KS83JX016"",""WP_150503140.1"")"
N-acetylmuramoyl-L-alanine amidase [Streptomyces tuirus],Streptomyces tuirus,147,147,99%,4e-40,41.04,317,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_190898303.1?report=genbank&log$=prottop&blast_rank=1289&RID=96KS83JX016"",""WP_190898303.1"")"
N-acetylmuramoyl-L-alanine amidase [Nonomuraea jabiensis],Nonomuraea jabiensis,146,146,99%,5e-40,37.98,280,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_185069047.1?report=genbank&log$=prottop&blast_rank=1290&RID=96KS83JX016"",""WP_185069047.1"")"
N-acetylmuramoyl-L-alanine amidase [Streptomyces glebosus],Streptomyces glebosus,146,146,99%,5e-40,41.51,304,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_190145388.1?report=genbank&log$=prottop&blast_rank=1291&RID=96KS83JX016"",""WP_190145388.1"")"
N-acetylmuramoyl-L-alanine amidase [Actinomadura macrotermitis],Actinomadura macrotermitis,145,145,91%,5e-40,41.03,263,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_235959457.1?report=genbank&log$=prottop&blast_rank=1292&RID=96KS83JX016"",""WP_235959457.1"")"
N-acetylmuramoyl-L-alanine amidase [Nonomuraea angiospora],Nonomuraea angiospora,146,146,99%,5e-40,38.28,285,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_192788426.1?report=genbank&log$=prottop&blast_rank=1293&RID=96KS83JX016"",""WP_192788426.1"")"
N-acetylmuramoyl-L-alanine amidase [Streptomyces violascens],Streptomyces violascens,147,147,99%,5e-40,40.09,326,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_226598793.1?report=genbank&log$=prottop&blast_rank=1294&RID=96KS83JX016"",""WP_226598793.1"")"
N-acetylmuramoyl-L-alanine amidase [Streptomyces luteocolor],Streptomyces luteocolor,147,147,100%,5e-40,41.59,334,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_069885521.1?report=genbank&log$=prottop&blast_rank=1295&RID=96KS83JX016"",""WP_069885521.1"")"
N-acetylmuramoyl-L-alanine amidase [Streptomyces omiyaensis],Streptomyces omiyaensis,146,146,99%,5e-40,41.47,302,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_189851838.1?report=genbank&log$=prottop&blast_rank=1296&RID=96KS83JX016"",""WP_189851838.1"")"
N-acetylmuramoyl-L-alanine amidase [Streptomyces endocoffeicus],Streptomyces endocoffeicus,146,146,99%,5e-40,41.04,294,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_230993055.1?report=genbank&log$=prottop&blast_rank=1297&RID=96KS83JX016"",""WP_230993055.1"")"
N-acetylmuramoyl-L-alanine amidase [Gordonia jinghuaiqii],Gordonia jinghuaiqii,147,147,99%,5e-40,41.31,341,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_188327446.1?report=genbank&log$=prottop&blast_rank=1298&RID=96KS83JX016"",""WP_188327446.1"")"
N-acetylmuramoyl-L-alanine amidase [Gordonia insulae],Gordonia insulae,148,148,99%,5e-40,39.91,373,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_124710821.1?report=genbank&log$=prottop&blast_rank=1299&RID=96KS83JX016"",""WP_124710821.1"")"
N-acetylmuramoyl-L-alanine amidase [Streptomyces triticiradicis],Streptomyces triticiradicis,147,147,100%,5e-40,40.19,325,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_151468252.1?report=genbank&log$=prottop&blast_rank=1300&RID=96KS83JX016"",""WP_151468252.1"")"
N-acetylmuramoyl-L-alanine amidase [Planomonospora venezuelensis],Planomonospora venezuelensis,146,146,99%,6e-40,40.28,307,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_275955192.1?report=genbank&log$=prottop&blast_rank=1301&RID=96KS83JX016"",""WP_275955192.1"")"
N-acetylmuramoyl-L-alanine amidase [Streptomyces cyaneochromogenes],Streptomyces cyaneochromogenes,147,147,99%,6e-40,41.51,317,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_126391865.1?report=genbank&log$=prottop&blast_rank=1302&RID=96KS83JX016"",""WP_126391865.1"")"
N-acetylmuramoyl-L-alanine amidase [Streptomyces hyderabadensis],Streptomyces hyderabadensis,146,146,99%,6e-40,40.57,310,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_264086817.1?report=genbank&log$=prottop&blast_rank=1303&RID=96KS83JX016"",""WP_264086817.1"")"
N-acetylmuramoyl-L-alanine amidase [Streptomyces griseoluteus],Streptomyces griseoluteus,146,146,99%,6e-40,41.51,294,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_135790302.1?report=genbank&log$=prottop&blast_rank=1304&RID=96KS83JX016"",""WP_135790302.1"")"
N-acetylmuramoyl-L-alanine amidase [Streptomyces capillispiralis],Streptomyces capillispiralis,147,147,99%,6e-40,41.98,328,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_145869496.1?report=genbank&log$=prottop&blast_rank=1305&RID=96KS83JX016"",""WP_145869496.1"")"
N-acetylmuramoyl-L-alanine amidase [Nonomuraea africana],Nonomuraea africana,145,145,99%,7e-40,37.62,278,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_192778351.1?report=genbank&log$=prottop&blast_rank=1306&RID=96KS83JX016"",""WP_192778351.1"")"
N-acetylmuramoyl-L-alanine amidase [Streptomyces silaceus],Streptomyces silaceus,147,147,100%,7e-40,41.59,334,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_055700188.1?report=genbank&log$=prottop&blast_rank=1307&RID=96KS83JX016"",""WP_055700188.1"")"
N-acetylmuramoyl-L-alanine amidase [Streptomyces rhizoryzae],Streptomyces rhizoryzae,145,145,99%,7e-40,42.92,283,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_282503915.1?report=genbank&log$=prottop&blast_rank=1308&RID=96KS83JX016"",""WP_282503915.1"")"
N-acetylmuramoyl-L-alanine amidase [Streptomyces],Streptomyces,147,147,99%,7e-40,40.57,331,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_153180107.1?report=genbank&log$=prottop&blast_rank=1309&RID=96KS83JX016"",""WP_153180107.1"")"
N-acetylmuramoyl-L-alanine amidase [Streptomyces iconiensis],Streptomyces iconiensis,145,145,99%,7e-40,41.51,292,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_274039974.1?report=genbank&log$=prottop&blast_rank=1310&RID=96KS83JX016"",""WP_274039974.1"")"
N-acetylmuramoyl-L-alanine amidase [Nonomuraea cypriaca],Nonomuraea cypriaca,145,145,99%,7e-40,40.19,277,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_195893846.1?report=genbank&log$=prottop&blast_rank=1311&RID=96KS83JX016"",""WP_195893846.1"")"
N-acetylmuramoyl-L-alanine amidase [Gordonia otitidis],Gordonia otitidis,147,147,99%,7e-40,40.85,358,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_227919771.1?report=genbank&log$=prottop&blast_rank=1312&RID=96KS83JX016"",""WP_227919771.1"")"
N-acetylmuramoyl-L-alanine amidase [Streptomyces],Streptomyces,146,146,99%,7e-40,41.51,316,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_104786716.1?report=genbank&log$=prottop&blast_rank=1313&RID=96KS83JX016"",""WP_104786716.1"")"
N-acetylmuramoyl-L-alanine amidase [Streptomyces zhihengii],Streptomyces zhihengii,146,146,100%,7e-40,39.25,308,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_205375675.1?report=genbank&log$=prottop&blast_rank=1314&RID=96KS83JX016"",""WP_205375675.1"")"
N-acetylmuramoyl-L-alanine amidase [Nakamurella lactea],Nakamurella lactea,147,147,95%,8e-40,42.71,370,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_051266240.1?report=genbank&log$=prottop&blast_rank=1315&RID=96KS83JX016"",""WP_051266240.1"")"
N-acetylmuramoyl-L-alanine amidase [Streptomyces lincolnensis],Streptomyces lincolnensis,146,146,99%,8e-40,42.45,323,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_067431626.1?report=genbank&log$=prottop&blast_rank=1316&RID=96KS83JX016"",""WP_067431626.1"")"
N-acetylmuramoyl-L-alanine amidase [Streptomyces montanus],Streptomyces montanus,146,146,99%,8e-40,41.51,324,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_138043735.1?report=genbank&log$=prottop&blast_rank=1317&RID=96KS83JX016"",""WP_138043735.1"")"
N-acetylmuramoyl-L-alanine amidase [Streptomyces fagopyri],Streptomyces fagopyri,147,147,100%,8e-40,41.59,332,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_153290871.1?report=genbank&log$=prottop&blast_rank=1318&RID=96KS83JX016"",""WP_153290871.1"")"
N-acetylmuramoyl-L-alanine amidase [Nocardioides silvaticus],Nocardioides silvaticus,145,145,99%,8e-40,42.06,281,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_109692385.1?report=genbank&log$=prottop&blast_rank=1319&RID=96KS83JX016"",""WP_109692385.1"")"
N-acetylmuramoyl-L-alanine amidase [Streptomyces triculaminicus],Streptomyces triculaminicus,146,146,99%,8e-40,39.62,308,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_207248692.1?report=genbank&log$=prottop&blast_rank=1320&RID=96KS83JX016"",""WP_207248692.1"")"
N-acetylmuramoyl-L-alanine amidase [Streptomyces blattellae],Streptomyces blattellae,146,146,99%,9e-40,40.57,319,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_155055558.1?report=genbank&log$=prottop&blast_rank=1321&RID=96KS83JX016"",""WP_155055558.1"")"
N-acetylmuramoyl-L-alanine amidase [Streptomyces leeuwenhoekii],Streptomyces leeuwenhoekii,146,146,100%,9e-40,42.06,314,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_029382222.1?report=genbank&log$=prottop&blast_rank=1322&RID=96KS83JX016"",""WP_029382222.1"")"
N-acetylmuramoyl-L-alanine amidase [Streptomyces],Streptomyces,146,146,99%,9e-40,39.62,308,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_086569101.1?report=genbank&log$=prottop&blast_rank=1323&RID=96KS83JX016"",""WP_086569101.1"")"
N-acetylmuramoyl-L-alanine amidase [Streptomyces viridosporus],Streptomyces viridosporus,146,146,99%,9e-40,41.98,326,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_026085231.1?report=genbank&log$=prottop&blast_rank=1324&RID=96KS83JX016"",""WP_026085231.1"")"
N-acetylmuramoyl-L-alanine amidase [Nonomuraea pusilla],Nonomuraea pusilla,145,145,99%,1e-39,36.84,278,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_055509610.1?report=genbank&log$=prottop&blast_rank=1325&RID=96KS83JX016"",""WP_055509610.1"")"
N-acetylmuramoyl-L-alanine amidase [Streptomyces alkaliterrae],Streptomyces alkaliterrae,146,146,99%,1e-39,39.53,315,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_143648105.1?report=genbank&log$=prottop&blast_rank=1326&RID=96KS83JX016"",""WP_143648105.1"")"
N-acetylmuramoyl-L-alanine amidase [Streptomyces atratus],Streptomyces atratus,146,146,99%,1e-39,40.47,312,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_114244282.1?report=genbank&log$=prottop&blast_rank=1327&RID=96KS83JX016"",""WP_114244282.1"")"
N-acetylmuramoyl-L-alanine amidase [Streptomyces heilongjiangensis],Streptomyces heilongjiangensis,146,146,99%,1e-39,40.57,333,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_272172913.1?report=genbank&log$=prottop&blast_rank=1328&RID=96KS83JX016"",""WP_272172913.1"")"
N-acetylmuramoyl-L-alanine amidase [Haloactinospora alba],Haloactinospora alba,145,145,94%,1e-39,41.67,286,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_141925958.1?report=genbank&log$=prottop&blast_rank=1329&RID=96KS83JX016"",""WP_141925958.1"")"
N-acetylmuramoyl-L-alanine amidase [Gordonia],Gordonia,146,146,99%,1e-39,41.31,341,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_096274336.1?report=genbank&log$=prottop&blast_rank=1330&RID=96KS83JX016"",""WP_096274336.1"")"
N-acetylmuramoyl-L-alanine amidase [Streptomyces iranensis],Streptomyces iranensis,145,145,99%,1e-39,41.04,294,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_245387567.1?report=genbank&log$=prottop&blast_rank=1331&RID=96KS83JX016"",""WP_245387567.1"")"
N-acetylmuramoyl-L-alanine amidase [Streptomyces hawaiiensis],Streptomyces hawaiiensis,146,146,99%,1e-39,41.51,316,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_175432260.1?report=genbank&log$=prottop&blast_rank=1332&RID=96KS83JX016"",""WP_175432260.1"")"
N-acetylmuramoyl-L-alanine amidase [Phytomonospora endophytica],Phytomonospora endophytica,145,145,99%,1e-39,41.23,310,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_184791345.1?report=genbank&log$=prottop&blast_rank=1333&RID=96KS83JX016"",""WP_184791345.1"")"
N-acetylmuramoyl-L-alanine amidase [Streptomyces tateyamensis],Streptomyces tateyamensis,145,145,97%,1e-39,39.61,312,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_245984542.1?report=genbank&log$=prottop&blast_rank=1334&RID=96KS83JX016"",""WP_245984542.1"")"
N-acetylmuramoyl-L-alanine amidase [Streptomyces ossamyceticus],Streptomyces ossamyceticus,146,146,99%,1e-39,41.04,334,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_055519799.1?report=genbank&log$=prottop&blast_rank=1335&RID=96KS83JX016"",""WP_055519799.1"")"
N-acetylmuramoyl-L-alanine amidase [Pseudofrankia inefficax],Pseudofrankia inefficax,145,145,99%,1e-39,43.81,299,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_013423474.1?report=genbank&log$=prottop&blast_rank=1336&RID=96KS83JX016"",""WP_013423474.1"")"
N-acetylmuramoyl-L-alanine amidase [Streptomyces dysideae],Streptomyces dysideae,145,145,99%,1e-39,40.09,306,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_067016148.1?report=genbank&log$=prottop&blast_rank=1337&RID=96KS83JX016"",""WP_067016148.1"")"
N-acetylmuramoyl-L-alanine amidase [Microbispora],Microbispora,145,145,99%,1e-39,37.32,303,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_138461722.1?report=genbank&log$=prottop&blast_rank=1338&RID=96KS83JX016"",""WP_138461722.1"")"
N-acetylmuramoyl-L-alanine amidase [Streptomyces morookaense],Streptomyces morookaense,145,145,99%,1e-39,41.04,303,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_229922705.1?report=genbank&log$=prottop&blast_rank=1339&RID=96KS83JX016"",""WP_229922705.1"")"
N-acetylmuramoyl-L-alanine amidase [Streptomyces qinglanensis],Streptomyces qinglanensis,146,146,99%,1e-39,40.57,317,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_074998518.1?report=genbank&log$=prottop&blast_rank=1340&RID=96KS83JX016"",""WP_074998518.1"")"
N-acetylmuramoyl-L-alanine amidase [Streptomyces],Streptomyces,145,145,99%,1e-39,41.78,300,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_003947809.1?report=genbank&log$=prottop&blast_rank=1341&RID=96KS83JX016"",""WP_003947809.1"")"
N-acetylmuramoyl-L-alanine amidase [Nocardioides stalactiti],Nocardioides stalactiti,145,145,99%,1e-39,41.12,275,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_246383280.1?report=genbank&log$=prottop&blast_rank=1342&RID=96KS83JX016"",""WP_246383280.1"")"
N-acetylmuramoyl-L-alanine amidase [Streptomyces filipinensis],Streptomyces filipinensis,145,145,99%,1e-39,41.78,310,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_191871140.1?report=genbank&log$=prottop&blast_rank=1343&RID=96KS83JX016"",""WP_191871140.1"")"
N-acetylmuramoyl-L-alanine amidase [Streptomyces ambofaciens],Streptomyces ambofaciens,146,146,99%,1e-39,41.04,331,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_053129995.1?report=genbank&log$=prottop&blast_rank=1344&RID=96KS83JX016"",""WP_053129995.1"")"
N-acetylmuramoyl-L-alanine amidase [Herbidospora galbida],Herbidospora galbida,144,144,97%,1e-39,37.68,272,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_137246533.1?report=genbank&log$=prottop&blast_rank=1345&RID=96KS83JX016"",""WP_137246533.1"")"
N-acetylmuramoyl-L-alanine amidase [Planomonospora sphaerica],Planomonospora sphaerica,145,145,99%,1e-39,36.62,312,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_068902797.1?report=genbank&log$=prottop&blast_rank=1346&RID=96KS83JX016"",""WP_068902797.1"")"
N-acetylmuramoyl-L-alanine amidase [Streptomyces poonensis],Streptomyces poonensis,146,146,99%,1e-39,41.04,330,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_189859689.1?report=genbank&log$=prottop&blast_rank=1347&RID=96KS83JX016"",""WP_189859689.1"")"
N-acetylmuramoyl-L-alanine amidase [Nocardiopsis alkaliphila],Nocardiopsis alkaliphila,144,144,87%,1e-39,42.93,266,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_017603102.1?report=genbank&log$=prottop&blast_rank=1348&RID=96KS83JX016"",""WP_017603102.1"")"
N-acetylmuramoyl-L-alanine amidase [Streptomyces fulvoviolaceus],Streptomyces fulvoviolaceus,145,145,99%,1e-39,41.04,307,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_030598762.1?report=genbank&log$=prottop&blast_rank=1349&RID=96KS83JX016"",""WP_030598762.1"")"
N-acetylmuramoyl-L-alanine amidase [Nonomuraea typhae],Nonomuraea typhae,144,144,99%,1e-39,37.32,271,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_157254362.1?report=genbank&log$=prottop&blast_rank=1350&RID=96KS83JX016"",""WP_157254362.1"")"
N-acetylmuramoyl-L-alanine amidase [Streptomyces tauricus],Streptomyces tauricus,146,146,99%,1e-39,41.04,325,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_189778327.1?report=genbank&log$=prottop&blast_rank=1351&RID=96KS83JX016"",""WP_189778327.1"")"
N-acetylmuramoyl-L-alanine amidase [Streptomyces melanosporofaciens],Streptomyces melanosporofaciens,145,145,99%,1e-39,40.57,312,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_244320699.1?report=genbank&log$=prottop&blast_rank=1352&RID=96KS83JX016"",""WP_244320699.1"")"
N-acetylmuramoyl-L-alanine amidase [Streptomyces prasinopilosus],Streptomyces prasinopilosus,146,146,99%,1e-39,41.98,331,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_074993474.1?report=genbank&log$=prottop&blast_rank=1353&RID=96KS83JX016"",""WP_074993474.1"")"
N-acetylmuramoyl-L-alanine amidase [Blastococcus saxobsidens],Blastococcus saxobsidens,145,145,99%,1e-39,43.00,287,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_104527001.1?report=genbank&log$=prottop&blast_rank=1354&RID=96KS83JX016"",""WP_104527001.1"")"
N-acetylmuramoyl-L-alanine amidase [Streptomyces marokkonensis],Streptomyces marokkonensis,146,146,99%,1e-39,41.04,329,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_149549685.1?report=genbank&log$=prottop&blast_rank=1355&RID=96KS83JX016"",""WP_149549685.1"")"
N-acetylmuramoyl-L-alanine amidase [Streptomyces calvus],Streptomyces calvus,145,145,99%,1e-39,42.45,325,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_142195635.1?report=genbank&log$=prottop&blast_rank=1356&RID=96KS83JX016"",""WP_142195635.1"")"
N-acetylmuramoyl-L-alanine amidase [Streptomyces koyangensis],Streptomyces koyangensis,145,145,99%,2e-39,41.31,301,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_203216531.1?report=genbank&log$=prottop&blast_rank=1357&RID=96KS83JX016"",""WP_203216531.1"")"
N-acetylmuramoyl-L-alanine amidase [Streptomyces anandii],Streptomyces anandii,145,145,99%,2e-39,41.78,329,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_189702862.1?report=genbank&log$=prottop&blast_rank=1358&RID=96KS83JX016"",""WP_189702862.1"")"
N-acetylmuramoyl-L-alanine amidase [Streptomyces murinus],Streptomyces murinus,145,145,99%,2e-39,42.01,297,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_199573509.1?report=genbank&log$=prottop&blast_rank=1359&RID=96KS83JX016"",""WP_199573509.1"")"
N-acetylmuramoyl-L-alanine amidase [Streptomyces djakartensis],Streptomyces djakartensis,145,145,99%,2e-39,40.57,312,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_190201130.1?report=genbank&log$=prottop&blast_rank=1360&RID=96KS83JX016"",""WP_190201130.1"")"
N-acetylmuramoyl-L-alanine amidase [Streptomyces atriruber],Streptomyces atriruber,146,146,100%,2e-39,40.65,343,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_055566188.1?report=genbank&log$=prottop&blast_rank=1361&RID=96KS83JX016"",""WP_055566188.1"")"
N-acetylmuramoyl-L-alanine amidase [Williamsia serinedens],Williamsia serinedens,147,147,99%,2e-39,40.64,366,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_253654787.1?report=genbank&log$=prottop&blast_rank=1362&RID=96KS83JX016"",""WP_253654787.1"")"
N-acetylmuramoyl-L-alanine amidase [Actinacidiphila alni],Actinacidiphila alni,145,145,99%,2e-39,41.04,318,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_093713870.1?report=genbank&log$=prottop&blast_rank=1363&RID=96KS83JX016"",""WP_093713870.1"")"
N-acetylmuramoyl-L-alanine amidase [Streptomyces fructofermentans],Streptomyces fructofermentans,145,145,99%,2e-39,41.51,332,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_190036760.1?report=genbank&log$=prottop&blast_rank=1364&RID=96KS83JX016"",""WP_190036760.1"")"
N-acetylmuramoyl-L-alanine amidase [Streptomyces spectabilis],Streptomyces spectabilis,146,146,99%,2e-39,41.04,342,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_150510755.1?report=genbank&log$=prottop&blast_rank=1365&RID=96KS83JX016"",""WP_150510755.1"")"
N-acetylmuramoyl-L-alanine amidase [Streptomyces iakyrus],Streptomyces iakyrus,145,145,99%,2e-39,42.45,316,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_033306047.1?report=genbank&log$=prottop&blast_rank=1366&RID=96KS83JX016"",""WP_033306047.1"")"
N-acetylmuramoyl-L-alanine amidase [Streptomyces thermolilacinus],Streptomyces thermolilacinus,145,145,99%,2e-39,40.64,317,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_023588936.1?report=genbank&log$=prottop&blast_rank=1367&RID=96KS83JX016"",""WP_023588936.1"")"
N-acetylmuramoyl-L-alanine amidase [Streptomyces anulatus],Streptomyces anulatus,145,145,100%,2e-39,40.18,307,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_228182922.1?report=genbank&log$=prottop&blast_rank=1368&RID=96KS83JX016"",""WP_228182922.1"")"
N-acetylmuramoyl-L-alanine amidase [Streptomyces inusitatus],Streptomyces inusitatus,145,145,99%,2e-39,40.38,324,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_190121968.1?report=genbank&log$=prottop&blast_rank=1369&RID=96KS83JX016"",""WP_190121968.1"")"
N-acetylmuramoyl-L-alanine amidase [Streptomyces albofaciens],Streptomyces albofaciens,145,145,100%,2e-39,42.52,325,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_150239323.1?report=genbank&log$=prottop&blast_rank=1370&RID=96KS83JX016"",""WP_150239323.1"")"
N-acetylmuramoyl-L-alanine amidase [Streptomyces coriariae],Streptomyces coriariae,145,145,99%,2e-39,41.51,335,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_230195987.1?report=genbank&log$=prottop&blast_rank=1371&RID=96KS83JX016"",""WP_230195987.1"")"
