Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
peptidoglycan-binding protein [Oceanobacillus jeddahense],Oceanobacillus jeddahense,89.0,89.0,85%,1e-17,37.89,1053,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_052400616.1?report=genbank&log$=prottop&blast_rank=3003&RID=96M6DB4W016"",""WP_052400616.1"")"
N-acetylmuramoyl-L-alanine amidase [Paenibacillus ginsengarvi],Paenibacillus ginsengarvi,88.6,88.6,89%,1e-17,34.30,419,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_120748403.1?report=genbank&log$=prottop&blast_rank=3004&RID=96M6DB4W016"",""WP_120748403.1"")"
N-acetylmuramoyl-L-alanine amidase [Mariniflexile fucanivorans],Mariniflexile fucanivorans,85.5,85.5,90%,1e-17,40.59,216,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_243652182.1?report=genbank&log$=prottop&blast_rank=3005&RID=96M6DB4W016"",""WP_243652182.1"")"
N-acetylmuramoyl-L-alanine amidase [Trichococcus paludicola],Trichococcus paludicola,88.6,88.6,90%,1e-17,35.12,438,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_234402564.1?report=genbank&log$=prottop&blast_rank=3006&RID=96M6DB4W016"",""WP_234402564.1"")"
N-acetylmuramoyl-L-alanine amidase [Aneurinibacillus tyrosinisolvens],Aneurinibacillus tyrosinisolvens,89.0,89.0,100%,1e-17,32.24,559,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_052947429.1?report=genbank&log$=prottop&blast_rank=3007&RID=96M6DB4W016"",""WP_052947429.1"")"
N-acetylmuramoyl-L-alanine amidase [Desulforamulus ruminis],Desulforamulus ruminis,86.3,86.3,100%,1e-17,35.45,242,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_013841152.1?report=genbank&log$=prottop&blast_rank=3008&RID=96M6DB4W016"",""WP_013841152.1"")"
N-acetylmuramoyl-L-alanine amidase [Paenibacillus methanolicus],Paenibacillus methanolicus,87.8,87.8,100%,1e-17,34.62,362,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_148933417.1?report=genbank&log$=prottop&blast_rank=3009&RID=96M6DB4W016"",""WP_148933417.1"")"
N-acetylmuramoyl-L-alanine amidase [Deinococcus maricopensis],Deinococcus maricopensis,86.3,86.3,100%,1e-17,28.07,251,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_052303297.1?report=genbank&log$=prottop&blast_rank=3010&RID=96M6DB4W016"",""WP_052303297.1"")"
SH3 domain-containing protein [Planococcus faecalis],Planococcus faecalis,89.0,89.0,85%,1e-17,38.22,523,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_071154358.1?report=genbank&log$=prottop&blast_rank=3011&RID=96M6DB4W016"",""WP_071154358.1"")"
N-acetylmuramoyl-L-alanine amidase [Desulfohalovibrio reitneri],Desulfohalovibrio reitneri,89.0,89.0,90%,1e-17,32.82,581,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_029897255.1?report=genbank&log$=prottop&blast_rank=3012&RID=96M6DB4W016"",""WP_029897255.1"")"
SH3 domain-containing protein [Metabacillus halosaccharovorans],Metabacillus halosaccharovorans,89.0,89.0,87%,1e-17,35.80,597,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_078432435.1?report=genbank&log$=prottop&blast_rank=3013&RID=96M6DB4W016"",""WP_078432435.1"")"
N-acetylmuramoyl-L-alanine amidase [Alkalihalobacillus nanhaiisediminis],Alkalihalobacillus nanhaiisediminis,88.6,88.6,89%,1e-17,33.13,468,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_144448645.1?report=genbank&log$=prottop&blast_rank=3014&RID=96M6DB4W016"",""WP_144448645.1"")"
N-acetylmuramoyl-L-alanine amidase family protein [Paenibacillus gorillae],Paenibacillus gorillae,88.6,88.6,100%,1e-17,34.78,482,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_042162323.1?report=genbank&log$=prottop&blast_rank=3015&RID=96M6DB4W016"",""WP_042162323.1"")"
N-acetylmuramoyl-L-alanine amidase [Nostoc spongiaeforme],Nostoc spongiaeforme,89.0,89.0,98%,1e-17,35.52,619,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_199340877.1?report=genbank&log$=prottop&blast_rank=3016&RID=96M6DB4W016"",""WP_199340877.1"")"
N-acetylmuramoyl-L-alanine amidase [Caldicellulosiruptor owensensis],Caldicellulosiruptor owensensis,85.1,85.1,98%,1e-17,34.90,190,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_013411840.1?report=genbank&log$=prottop&blast_rank=3017&RID=96M6DB4W016"",""WP_013411840.1"")"
N-acetylmuramoyl-L-alanine amidase [Macrococcus carouselicus],Macrococcus carouselicus,86.7,86.7,99%,1e-17,30.77,277,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_133417292.1?report=genbank&log$=prottop&blast_rank=3018&RID=96M6DB4W016"",""WP_133417292.1"")"
SH3 domain-containing protein [Planococcus glaciei],Planococcus glaciei,89.0,89.0,93%,1e-17,33.91,515,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_176294836.1?report=genbank&log$=prottop&blast_rank=3019&RID=96M6DB4W016"",""WP_176294836.1"")"
N-acetylmuramoyl-L-alanine amidase [Anoxybacillus vitaminiphilus],Anoxybacillus vitaminiphilus,88.6,88.6,87%,1e-17,35.62,479,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_111645850.1?report=genbank&log$=prottop&blast_rank=3020&RID=96M6DB4W016"",""WP_111645850.1"")"
N-acetylmuramoyl-L-alanine amidase [Ornithinibacillus scapharcae],Ornithinibacillus scapharcae,88.6,88.6,100%,1e-17,31.69,455,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_157998034.1?report=genbank&log$=prottop&blast_rank=3021&RID=96M6DB4W016"",""WP_157998034.1"")"
N-acetylmuramoyl-L-alanine amidase [Allofustis seminis],Allofustis seminis,86.7,86.7,87%,1e-17,34.16,278,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_018659020.1?report=genbank&log$=prottop&blast_rank=3022&RID=96M6DB4W016"",""WP_018659020.1"")"
N-acetylmuramoyl-L-alanine amidase [Pseudalkalibacillus decolorationis],Pseudalkalibacillus decolorationis,85.9,85.9,99%,1e-17,36.41,229,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_257349642.1?report=genbank&log$=prottop&blast_rank=3023&RID=96M6DB4W016"",""WP_257349642.1"")"
N-acetylmuramoyl-L-alanine amidase [Niallia endozanthoxylica],Niallia endozanthoxylica,86.3,86.3,99%,1e-17,34.24,261,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_150442960.1?report=genbank&log$=prottop&blast_rank=3024&RID=96M6DB4W016"",""WP_150442960.1"")"
N-acetylmuramoyl-L-alanine amidase [Oceanobacillus alkalisoli],Oceanobacillus alkalisoli,86.7,86.7,92%,1e-17,34.10,263,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_238471420.1?report=genbank&log$=prottop&blast_rank=3025&RID=96M6DB4W016"",""WP_238471420.1"")"
N-acetylmuramoyl-L-alanine amidase [Marinithermus hydrothermalis],Marinithermus hydrothermalis,88.2,88.2,98%,1e-17,28.21,378,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_013703275.1?report=genbank&log$=prottop&blast_rank=3026&RID=96M6DB4W016"",""WP_013703275.1"")"
N-acetylmuramoyl-L-alanine amidase [Pullulanibacillus camelliae],Pullulanibacillus camelliae,88.6,88.6,85%,1e-17,36.31,468,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_188694011.1?report=genbank&log$=prottop&blast_rank=3027&RID=96M6DB4W016"",""WP_188694011.1"")"
stage II sporulation protein D [Thermohalobacter berrensis],Thermohalobacter berrensis,88.6,88.6,100%,1e-17,30.60,479,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_120169523.1?report=genbank&log$=prottop&blast_rank=3028&RID=96M6DB4W016"",""WP_120169523.1"")"
N-acetylmuramoyl-L-alanine amidase [Methylacidimicrobium cyclopophantes],Methylacidimicrobium cyclopophantes,87.0,87.0,98%,1e-17,34.24,293,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_246189615.1?report=genbank&log$=prottop&blast_rank=3029&RID=96M6DB4W016"",""WP_246189615.1"")"
N-acetylmuramoyl-L-alanine amidase family protein [Paenibacillus algorifonticola],Paenibacillus algorifonticola,88.6,88.6,100%,1e-17,33.70,481,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_046234752.1?report=genbank&log$=prottop&blast_rank=3030&RID=96M6DB4W016"",""WP_046234752.1"")"
N-acetylmuramoyl-L-alanine amidase [Macrococcus canis],Macrococcus canis,86.7,86.7,90%,1e-17,34.55,281,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_236365661.1?report=genbank&log$=prottop&blast_rank=3031&RID=96M6DB4W016"",""WP_236365661.1"")"
N-acetylmuramoyl-L-alanine amidase [Weissella soli],Weissella soli,87.0,87.0,100%,1e-17,30.81,298,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_181777837.1?report=genbank&log$=prottop&blast_rank=3032&RID=96M6DB4W016"",""WP_181777837.1"")"
N-acetylmuramoyl-L-alanine amidase [Deinococcus piscis],Deinococcus piscis,89.0,89.0,100%,1e-17,34.90,629,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_189643592.1?report=genbank&log$=prottop&blast_rank=3033&RID=96M6DB4W016"",""WP_189643592.1"")"
N-acetylmuramoyl-L-alanine amidase [Jejuia pallidilutea],Jejuia pallidilutea,85.1,85.1,98%,1e-17,30.85,200,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_244906405.1?report=genbank&log$=prottop&blast_rank=3034&RID=96M6DB4W016"",""WP_244906405.1"")"
N-acetylmuramoyl-L-alanine amidase [Dorea phocaeensis],Dorea phocaeensis,89.0,89.0,98%,1e-17,35.61,1108,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_101695486.1?report=genbank&log$=prottop&blast_rank=3035&RID=96M6DB4W016"",""WP_101695486.1"")"
N-acetylmuramoyl-L-alanine amidase [Lederbergia panacisoli],Lederbergia panacisoli,88.2,88.2,90%,1e-17,33.73,423,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_257579922.1?report=genbank&log$=prottop&blast_rank=3036&RID=96M6DB4W016"",""WP_257579922.1"")"
N-acetylmuramoyl-L-alanine amidase [Gracilibacillus saliphilus],Gracilibacillus saliphilus,87.0,87.0,89%,1e-17,36.31,307,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_163579997.1?report=genbank&log$=prottop&blast_rank=3037&RID=96M6DB4W016"",""WP_163579997.1"")"
N-acetylmuramoyl-L-alanine amidase [Weissella thailandensis],Weissella thailandensis,87.0,87.0,100%,1e-17,33.15,294,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_115471298.1?report=genbank&log$=prottop&blast_rank=3038&RID=96M6DB4W016"",""WP_115471298.1"")"
N-acetylmuramoyl-L-alanine amidase [Paenibacillus albicereus],Paenibacillus albicereus,88.6,88.6,98%,1e-17,30.94,426,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_168907686.1?report=genbank&log$=prottop&blast_rank=3039&RID=96M6DB4W016"",""WP_168907686.1"")"
N-acetylmuramoyl-L-alanine amidase [Weizmannia acidiproducens],Weizmannia acidiproducens,85.9,85.9,89%,1e-17,36.97,229,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_026314556.1?report=genbank&log$=prottop&blast_rank=3040&RID=96M6DB4W016"",""WP_026314556.1"")"
N-acetylmuramoyl-L-alanine amidase [Thermosinus carboxydivorans],Thermosinus carboxydivorans,88.2,88.2,98%,1e-17,35.26,383,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_232199126.1?report=genbank&log$=prottop&blast_rank=3041&RID=96M6DB4W016"",""WP_232199126.1"")"
N-acetylmuramoyl-L-alanine amidase [Cohnella xylanilytica],Cohnella xylanilytica,88.6,88.6,90%,1e-17,36.69,533,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_185135947.1?report=genbank&log$=prottop&blast_rank=3042&RID=96M6DB4W016"",""WP_185135947.1"")"
N-acetylmuramoyl-L-alanine amidase [Peptoniphilus obesi],Peptoniphilus obesi,88.2,88.2,98%,1e-17,32.43,424,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_019132538.1?report=genbank&log$=prottop&blast_rank=3043&RID=96M6DB4W016"",""WP_019132538.1"")"
N-acetylmuramoyl-L-alanine amidase [Paenibacillus methanolicus],Paenibacillus methanolicus,88.6,88.6,100%,1e-17,34.78,504,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_148931242.1?report=genbank&log$=prottop&blast_rank=3044&RID=96M6DB4W016"",""WP_148931242.1"")"
N-acetylmuramoyl-L-alanine amidase [Aneurinibacillus tyrosinisolvens],Aneurinibacillus tyrosinisolvens,84.7,84.7,91%,1e-17,31.40,191,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_047150383.1?report=genbank&log$=prottop&blast_rank=3045&RID=96M6DB4W016"",""WP_047150383.1"")"
N-acetylmuramoyl-L-alanine amidase [Schleiferilactobacillus shenzhenensis],Schleiferilactobacillus shenzhenensis,88.6,88.6,98%,1e-17,31.32,443,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_022528369.1?report=genbank&log$=prottop&blast_rank=3046&RID=96M6DB4W016"",""WP_022528369.1"")"
N-acetylmuramoyl-L-alanine amidase [Terrilactibacillus tamarindi],Terrilactibacillus tamarindi,86.3,86.3,95%,1e-17,36.00,265,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_155216559.1?report=genbank&log$=prottop&blast_rank=3047&RID=96M6DB4W016"",""WP_155216559.1"")"
N-acetylmuramoyl-L-alanine amidase [Bhargavaea ginsengi],Bhargavaea ginsengi,89.0,89.0,100%,1e-17,32.61,624,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_177168367.1?report=genbank&log$=prottop&blast_rank=3048&RID=96M6DB4W016"",""WP_177168367.1"")"
N-acetylmuramoyl-L-alanine amidase [Staphylococcus cohnii],Staphylococcus cohnii,87.0,87.0,87%,1e-17,35.62,291,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_019469428.1?report=genbank&log$=prottop&blast_rank=3049&RID=96M6DB4W016"",""WP_019469428.1"")"
N-acetylmuramoyl-L-alanine amidase [Anaerosalibacter bizertensis],Anaerosalibacter bizertensis,88.6,88.6,98%,1e-17,29.83,473,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_216385189.1?report=genbank&log$=prottop&blast_rank=3050&RID=96M6DB4W016"",""WP_216385189.1"")"
N-acetylmuramoyl-L-alanine amidase [Natranaerofaba carboxydovora],Natranaerofaba carboxydovora,89.0,89.0,89%,1e-17,35.37,671,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_241078669.1?report=genbank&log$=prottop&blast_rank=3051&RID=96M6DB4W016"",""WP_241078669.1"")"
N-acetylmuramoyl-L-alanine amidase [Limisphaera ngatamarikiensis],Limisphaera ngatamarikiensis,87.8,87.8,89%,1e-17,29.03,352,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_165107194.1?report=genbank&log$=prottop&blast_rank=3052&RID=96M6DB4W016"",""WP_165107194.1"")"
N-acetylmuramoyl-L-alanine amidase [Desulfurispora thermophila],Desulfurispora thermophila,87.4,87.4,96%,1e-17,32.20,321,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_018086723.1?report=genbank&log$=prottop&blast_rank=3053&RID=96M6DB4W016"",""WP_018086723.1"")"
N-acetylmuramoyl-L-alanine amidase family protein [Aneurinibacillus],Aneurinibacillus,89.0,89.0,89%,1e-17,36.97,594,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_057899982.1?report=genbank&log$=prottop&blast_rank=3054&RID=96M6DB4W016"",""WP_057899982.1"")"
N-acetylmuramoyl-L-alanine amidase [Bacillus gaemokensis],Bacillus gaemokensis,86.3,86.3,91%,1e-17,34.32,258,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_235190058.1?report=genbank&log$=prottop&blast_rank=3055&RID=96M6DB4W016"",""WP_235190058.1"")"
N-acetylmuramoyl-L-alanine amidase [Desulfonatronum thiosulfatophilum],Desulfonatronum thiosulfatophilum,89.0,89.0,98%,1e-17,32.55,607,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_161946229.1?report=genbank&log$=prottop&blast_rank=3056&RID=96M6DB4W016"",""WP_161946229.1"")"
N-acetylmuramoyl-L-alanine amidase family protein [Paenibacillus faecalis],Paenibacillus faecalis,88.6,88.6,89%,1e-17,35.37,460,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_106767902.1?report=genbank&log$=prottop&blast_rank=3057&RID=96M6DB4W016"",""WP_106767902.1"")"
N-acetylmuramoyl-L-alanine amidase [Winogradskyella],Winogradskyella,88.6,88.6,100%,1e-17,34.97,470,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_179316938.1?report=genbank&log$=prottop&blast_rank=3058&RID=96M6DB4W016"",""WP_179316938.1"")"
N-acetylmuramoyl-L-alanine amidase [Winogradskyella psychrotolerans],Winogradskyella psychrotolerans,88.6,88.6,100%,1e-17,34.97,470,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_020896820.1?report=genbank&log$=prottop&blast_rank=3059&RID=96M6DB4W016"",""WP_020896820.1"")"
N-acetylmuramoyl-L-alanine amidase [Fusobacterium nucleatum],Fusobacterium nucleatum,87.4,87.4,100%,1e-17,31.53,342,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_023041543.1?report=genbank&log$=prottop&blast_rank=3060&RID=96M6DB4W016"",""WP_023041543.1"")"
N-acetylmuramoyl-L-alanine amidase [Lapidilactobacillus luobeiensis],Lapidilactobacillus luobeiensis,88.6,88.6,98%,1e-17,32.45,443,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_261805552.1?report=genbank&log$=prottop&blast_rank=3061&RID=96M6DB4W016"",""WP_261805552.1"")"
N-acetylmuramoyl-L-alanine amidase [Oceanobacillus rekensis],Oceanobacillus rekensis,87.8,87.8,98%,1e-17,34.25,370,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_087973734.1?report=genbank&log$=prottop&blast_rank=3062&RID=96M6DB4W016"",""WP_087973734.1"")"
N-acetylmuramoyl-L-alanine amidase family protein [Paenibacillus phocaensis],Paenibacillus phocaensis,88.6,88.6,91%,1e-17,30.95,486,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_068785326.1?report=genbank&log$=prottop&blast_rank=3063&RID=96M6DB4W016"",""WP_068785326.1"")"
N-acetylmuramoyl-L-alanine amidase [Virgibacillus salexigens],Virgibacillus salexigens,87.0,87.0,90%,1e-17,37.87,309,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_234447165.1?report=genbank&log$=prottop&blast_rank=3064&RID=96M6DB4W016"",""WP_234447165.1"")"
N-acetylmuramoyl-L-alanine amidase [Niameybacter massiliensis],Niameybacter massiliensis,89.0,89.0,98%,1e-17,32.60,731,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_053984751.1?report=genbank&log$=prottop&blast_rank=3065&RID=96M6DB4W016"",""WP_053984751.1"")"
N-acetylmuramoyl-L-alanine amidase [Microcoleus asticus],Microcoleus asticus,88.6,88.6,98%,1e-17,32.79,620,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_246276993.1?report=genbank&log$=prottop&blast_rank=3066&RID=96M6DB4W016"",""WP_246276993.1"")"
N-acetylmuramoyl-L-alanine amidase [Weissella confusa],Weissella confusa,87.0,87.0,99%,1e-17,32.79,296,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_082619135.1?report=genbank&log$=prottop&blast_rank=3067&RID=96M6DB4W016"",""WP_082619135.1"")"
N-acetylmuramoyl-L-alanine amidase [Ruminiclostridium herbifermentans],Ruminiclostridium herbifermentans,89.0,89.0,100%,1e-17,33.69,1005,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_137698850.1?report=genbank&log$=prottop&blast_rank=3068&RID=96M6DB4W016"",""WP_137698850.1"")"
N-acetylmuramoyl-L-alanine amidase [Priestia aryabhattai],Priestia aryabhattai,87.0,87.0,98%,1e-17,32.04,294,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_239993407.1?report=genbank&log$=prottop&blast_rank=3069&RID=96M6DB4W016"",""WP_239993407.1"")"
N-acetylmuramoyl-L-alanine amidase [Lysinibacillus xylanilyticus],Lysinibacillus xylanilyticus,88.6,88.6,98%,1e-17,33.51,635,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_053093236.1?report=genbank&log$=prottop&blast_rank=3070&RID=96M6DB4W016"",""WP_053093236.1"")"
N-acetylmuramoyl-L-alanine amidase [Lachnospiraceae],Lachnospiraceae,86.3,86.3,87%,1e-17,37.89,252,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_158347784.1?report=genbank&log$=prottop&blast_rank=3071&RID=96M6DB4W016"",""WP_158347784.1"")"
N-acetylmuramoyl-L-alanine amidase [Diplocloster agilis],Diplocloster agilis,86.3,86.3,87%,1e-17,36.48,252,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_238722948.1?report=genbank&log$=prottop&blast_rank=3072&RID=96M6DB4W016"",""WP_238722948.1"")"
N-acetylmuramoyl-L-alanine amidase [Gracilibacillus alcaliphilus],Gracilibacillus alcaliphilus,85.9,85.9,100%,1e-17,32.80,235,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_204671974.1?report=genbank&log$=prottop&blast_rank=3073&RID=96M6DB4W016"",""WP_204671974.1"")"
N-acetylmuramoyl-L-alanine amidase [Paenibacillus doosanensis],Paenibacillus doosanensis,87.8,87.8,100%,1e-17,33.88,372,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_259618860.1?report=genbank&log$=prottop&blast_rank=3074&RID=96M6DB4W016"",""WP_259618860.1"")"
N-acetylmuramoyl-L-alanine amidase [Anaerobacillus alkalidiazotrophicus],Anaerobacillus alkalidiazotrophicus,88.6,88.6,91%,1e-17,31.55,587,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_071388347.1?report=genbank&log$=prottop&blast_rank=3075&RID=96M6DB4W016"",""WP_071388347.1"")"
N-acetylmuramoyl-L-alanine amidase [Caloramator fervidus],Caloramator fervidus,88.2,88.2,90%,1e-17,34.55,437,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_103895085.1?report=genbank&log$=prottop&blast_rank=3076&RID=96M6DB4W016"",""WP_103895085.1"")"
SH3 domain-containing protein [Psychrobacillus glaciei],Psychrobacillus glaciei,89.0,89.0,100%,1e-17,32.79,843,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_151699114.1?report=genbank&log$=prottop&blast_rank=3077&RID=96M6DB4W016"",""WP_151699114.1"")"
N-acetylmuramoyl-L-alanine amidase [Niallia circulans],Niallia circulans,89.0,89.0,100%,1e-17,35.15,909,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_061799539.1?report=genbank&log$=prottop&blast_rank=3078&RID=96M6DB4W016"",""WP_061799539.1"")"
N-acetylmuramoyl-L-alanine amidase [Clostridium lacusfryxellense],Clostridium lacusfryxellense,87.8,87.8,98%,1e-17,35.29,360,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_216308246.1?report=genbank&log$=prottop&blast_rank=3079&RID=96M6DB4W016"",""WP_216308246.1"")"
N-acetylmuramoyl-L-alanine amidase [Clostridium cylindrosporum],Clostridium cylindrosporum,88.6,88.6,91%,1e-17,36.57,697,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_048569922.1?report=genbank&log$=prottop&blast_rank=3080&RID=96M6DB4W016"",""WP_048569922.1"")"
N-acetylmuramoyl-L-alanine amidase [Veillonella infantium],Veillonella infantium,87.8,87.8,98%,1e-17,34.21,365,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_105093862.1?report=genbank&log$=prottop&blast_rank=3081&RID=96M6DB4W016"",""WP_105093862.1"")"
N-acetylmuramoyl-L-alanine amidase [Fournierella massiliensis],Fournierella massiliensis,88.6,88.6,100%,1e-17,33.68,714,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_058963400.1?report=genbank&log$=prottop&blast_rank=3082&RID=96M6DB4W016"",""WP_058963400.1"")"
N-acetylmuramoyl-L-alanine amidase [Secundilactobacillus pentosiphilus],Secundilactobacillus pentosiphilus,86.7,86.7,87%,1e-17,33.33,282,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_089121153.1?report=genbank&log$=prottop&blast_rank=3083&RID=96M6DB4W016"",""WP_089121153.1"")"
N-acetylmuramoyl-L-alanine amidase [Bacillus],Bacillus,88.6,88.6,100%,1e-17,34.34,530,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_000877274.1?report=genbank&log$=prottop&blast_rank=3084&RID=96M6DB4W016"",""WP_000877274.1"")"
N-acetylmuramoyl-L-alanine amidase [Weissella],Weissella,86.7,86.7,100%,1e-17,30.65,294,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_170999658.1?report=genbank&log$=prottop&blast_rank=3085&RID=96M6DB4W016"",""WP_170999658.1"")"
N-acetylmuramoyl-L-alanine amidase [Anaerobutyricum soehngenii],Anaerobutyricum soehngenii,87.8,87.8,92%,1e-17,34.29,378,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_167513831.1?report=genbank&log$=prottop&blast_rank=3086&RID=96M6DB4W016"",""WP_167513831.1"")"
M56/M15 family metallopeptidase [Winogradskyella ludwigii],Winogradskyella ludwigii,88.6,88.6,87%,1e-17,37.65,480,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_179339632.1?report=genbank&log$=prottop&blast_rank=3087&RID=96M6DB4W016"",""WP_179339632.1"")"
N-acetylmuramoyl-L-alanine amidase [Catellatospora coxensis],Catellatospora coxensis,87.8,87.8,91%,1e-17,35.47,353,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_203696205.1?report=genbank&log$=prottop&blast_rank=3088&RID=96M6DB4W016"",""WP_203696205.1"")"
N-acetylmuramoyl-L-alanine amidase family protein [Tissierella pigra],Tissierella pigra,88.6,88.6,91%,1e-17,38.01,688,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_216585503.1?report=genbank&log$=prottop&blast_rank=3089&RID=96M6DB4W016"",""WP_216585503.1"")"
N-acetylmuramoyl-L-alanine amidase [Bariatricus massiliensis],Bariatricus massiliensis,85.5,85.5,98%,1e-17,32.29,232,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_066735045.1?report=genbank&log$=prottop&blast_rank=3090&RID=96M6DB4W016"",""WP_066735045.1"")"
