Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
N-acetylmuramoyl-L-alanine amidase [Paenibacillus lycopersici],Paenibacillus lycopersici,105,105,96%,8e-24,35.06,481,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_162358237.1?report=genbank&log$=prottop&blast_rank=2025&RID=96KTNVR7013"",""WP_162358237.1"")"
N-acetylmuramoyl-L-alanine amidase [Niallia circulans],Niallia circulans,106,106,98%,8e-24,35.18,909,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_061799539.1?report=genbank&log$=prottop&blast_rank=2026&RID=96KTNVR7013"",""WP_061799539.1"")"
N-acetylmuramoyl-L-alanine amidase [Globicatella sanguinis],Globicatella sanguinis,105,105,98%,8e-24,37.64,459,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_066127045.1?report=genbank&log$=prottop&blast_rank=2027&RID=96KTNVR7013"",""WP_066127045.1"")"
N-acetylmuramoyl-L-alanine amidase [Dactylococcopsis salina],Dactylococcopsis salina,106,106,97%,9e-24,36.16,621,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_198007670.1?report=genbank&log$=prottop&blast_rank=2028&RID=96KTNVR7013"",""WP_198007670.1"")"
N-acetylmuramoyl-L-alanine amidase [Anaerotruncus colihominis],Anaerotruncus colihominis,106,106,96%,9e-24,36.46,591,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_024729921.1?report=genbank&log$=prottop&blast_rank=2029&RID=96KTNVR7013"",""WP_024729921.1"")"
N-acetylmuramoyl-L-alanine amidase [Paenibacillus],Paenibacillus,105,105,96%,9e-24,34.48,475,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_201452261.1?report=genbank&log$=prottop&blast_rank=2030&RID=96KTNVR7013"",""WP_201452261.1"")"
N-acetylmuramoyl-L-alanine amidase family protein [Paenibacillus bovis],Paenibacillus bovis,105,105,96%,9e-24,36.93,502,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_060534892.1?report=genbank&log$=prottop&blast_rank=2031&RID=96KTNVR7013"",""WP_060534892.1"")"
N-acetylmuramoyl-L-alanine amidase [Hydrococcus rivularis],Hydrococcus rivularis,106,106,97%,9e-24,33.71,631,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_073600579.1?report=genbank&log$=prottop&blast_rank=2032&RID=96KTNVR7013"",""WP_073600579.1"")"
N-acetylmuramoyl-L-alanine amidase [Bacillus],Bacillus,105,105,97%,9e-24,35.16,496,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_008348299.1?report=genbank&log$=prottop&blast_rank=2033&RID=96KTNVR7013"",""WP_008348299.1"")"
N-acetylmuramoyl-L-alanine amidase family protein [Paenibacillus daejeonensis],Paenibacillus daejeonensis,105,105,97%,9e-24,35.59,474,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_020617060.1?report=genbank&log$=prottop&blast_rank=2034&RID=96KTNVR7013"",""WP_020617060.1"")"
N-acetylmuramoyl-L-alanine amidase [Peribacillus cavernae],Peribacillus cavernae,105,105,98%,9e-24,37.08,502,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_185861780.1?report=genbank&log$=prottop&blast_rank=2035&RID=96KTNVR7013"",""WP_185861780.1"")"
N-acetylmuramoyl-L-alanine amidase [Paenibacillus artemisiicola],Paenibacillus artemisiicola,105,105,96%,9e-24,36.00,499,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_240546575.1?report=genbank&log$=prottop&blast_rank=2036&RID=96KTNVR7013"",""WP_240546575.1"")"
Ig-like domain-containing protein [Neobacillus niacini],Neobacillus niacini,106,106,96%,9e-24,36.92,766,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_063253596.1?report=genbank&log$=prottop&blast_rank=2037&RID=96KTNVR7013"",""WP_063253596.1"")"
N-acetylmuramoyl-L-alanine amidase [Paenibacillus pini],Paenibacillus pini,105,105,97%,1e-23,35.03,476,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_158442417.1?report=genbank&log$=prottop&blast_rank=2038&RID=96KTNVR7013"",""WP_158442417.1"")"
N-acetylmuramoyl-L-alanine amidase [Sedimentisphaera salicampi],Sedimentisphaera salicampi,101,101,97%,1e-23,32.58,243,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_085755696.1?report=genbank&log$=prottop&blast_rank=2039&RID=96KTNVR7013"",""WP_085755696.1"")"
N-acetylmuramoyl-L-alanine amidase [Terribacillus aidingensis],Terribacillus aidingensis,102,102,98%,1e-23,35.71,270,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_179637068.1?report=genbank&log$=prottop&blast_rank=2040&RID=96KTNVR7013"",""WP_179637068.1"")"
SH3 domain-containing protein [Peribacillus kribbensis],Peribacillus kribbensis,105,105,98%,1e-23,36.41,515,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_026693113.1?report=genbank&log$=prottop&blast_rank=2041&RID=96KTNVR7013"",""WP_026693113.1"")"
N-acetylmuramoyl-L-alanine amidase family protein [Fontibacillus solani],Fontibacillus solani,105,105,97%,1e-23,36.93,478,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_182535182.1?report=genbank&log$=prottop&blast_rank=2042&RID=96KTNVR7013"",""WP_182535182.1"")"
N-acetylmuramoyl-L-alanine amidase family protein [Paenibacillus faecalis],Paenibacillus faecalis,105,105,97%,1e-23,36.72,483,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_106767904.1?report=genbank&log$=prottop&blast_rank=2043&RID=96KTNVR7013"",""WP_106767904.1"")"
N-acetylmuramoyl-L-alanine amidase [Lentilactobacillus rapi],Lentilactobacillus rapi,102,102,98%,1e-23,37.78,281,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_054746604.1?report=genbank&log$=prottop&blast_rank=2044&RID=96KTNVR7013"",""WP_054746604.1"")"
N-acetylmuramoyl-L-alanine amidase [Oenococcus oeni],Oenococcus oeni,102,102,97%,1e-23,35.23,286,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_002818179.1?report=genbank&log$=prottop&blast_rank=2045&RID=96KTNVR7013"",""WP_002818179.1"")"
N-acetylmuramoyl-L-alanine amidase [Gloeothece verrucosa],Gloeothece verrucosa,105,105,98%,1e-23,33.89,648,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_013321211.1?report=genbank&log$=prottop&blast_rank=2046&RID=96KTNVR7013"",""WP_013321211.1"")"
N-acetylmuramoyl-L-alanine amidase [Acididesulfobacillus acetoxydans],Acididesulfobacillus acetoxydans,106,106,98%,1e-23,35.94,744,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_240985545.1?report=genbank&log$=prottop&blast_rank=2047&RID=96KTNVR7013"",""WP_240985545.1"")"
N-acetylmuramoyl-L-alanine amidase [Spirulina major],Spirulina major,105,105,96%,1e-23,32.57,471,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_072622619.1?report=genbank&log$=prottop&blast_rank=2048&RID=96KTNVR7013"",""WP_072622619.1"")"
N-acetylmuramoyl-L-alanine amidase [Paraclostridium dentum],Paraclostridium dentum,102,102,97%,1e-23,34.09,259,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_170074636.1?report=genbank&log$=prottop&blast_rank=2049&RID=96KTNVR7013"",""WP_170074636.1"")"
N-acetylmuramoyl-L-alanine amidase [Lysinibacillus],Lysinibacillus,105,105,98%,1e-23,32.61,640,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_202341974.1?report=genbank&log$=prottop&blast_rank=2050&RID=96KTNVR7013"",""WP_202341974.1"")"
N-acetylmuramoyl-L-alanine amidase [Cytobacillus citreus],Cytobacillus citreus,105,105,98%,1e-23,36.56,758,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_249365404.1?report=genbank&log$=prottop&blast_rank=2051&RID=96KTNVR7013"",""WP_249365404.1"")"
N-acetylmuramoyl-L-alanine amidase [Paucilactobacillus vaccinostercus],Paucilactobacillus vaccinostercus,102,102,99%,1e-23,36.96,285,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_057777178.1?report=genbank&log$=prottop&blast_rank=2052&RID=96KTNVR7013"",""WP_057777178.1"")"
N-acetylmuramoyl-L-alanine amidase [Luteolibacter marinus],Luteolibacter marinus,100,100,96%,1e-23,32.18,201,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_193213459.1?report=genbank&log$=prottop&blast_rank=2053&RID=96KTNVR7013"",""WP_193213459.1"")"
N-acetylmuramoyl-L-alanine amidase [Dialister pneumosintes],Dialister pneumosintes,104,104,100%,1e-23,35.94,374,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_119056736.1?report=genbank&log$=prottop&blast_rank=2054&RID=96KTNVR7013"",""WP_119056736.1"")"
peptidoglycan-binding protein [Alteribacter natronophilus],Alteribacter natronophilus,105,105,98%,1e-23,35.71,1140,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_138810511.1?report=genbank&log$=prottop&blast_rank=2055&RID=96KTNVR7013"",""WP_138810511.1"")"
SH3 domain-containing protein [Brevibacillus borstelensis],Brevibacillus borstelensis,105,105,100%,1e-23,34.81,632,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_003387563.1?report=genbank&log$=prottop&blast_rank=2056&RID=96KTNVR7013"",""WP_003387563.1"")"
N-acetylmuramoyl-L-alanine amidase family protein [Paenibacillus lentus],Paenibacillus lentus,105,105,97%,1e-23,34.46,575,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_164515090.1?report=genbank&log$=prottop&blast_rank=2057&RID=96KTNVR7013"",""WP_164515090.1"")"
N-acetylmuramoyl-L-alanine amidase [Paenibacillus odorifer],Paenibacillus odorifer,105,105,97%,1e-23,37.29,479,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_038572397.1?report=genbank&log$=prottop&blast_rank=2058&RID=96KTNVR7013"",""WP_038572397.1"")"
N-acetylmuramoyl-L-alanine amidase family protein [Heliomicrobium gestii],Heliomicrobium gestii,105,105,96%,1e-23,34.68,498,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_235920243.1?report=genbank&log$=prottop&blast_rank=2059&RID=96KTNVR7013"",""WP_235920243.1"")"
N-acetylmuramoyl-L-alanine amidase family protein [Paenibacillus xylanilyticus],Paenibacillus xylanilyticus,105,105,97%,1e-23,36.16,468,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_175397904.1?report=genbank&log$=prottop&blast_rank=2060&RID=96KTNVR7013"",""WP_175397904.1"")"
N-acetylmuramoyl-L-alanine amidase family protein [Paenibacillus rubinfantis],Paenibacillus rubinfantis,105,105,97%,1e-23,36.93,490,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_059043259.1?report=genbank&log$=prottop&blast_rank=2061&RID=96KTNVR7013"",""WP_059043259.1"")"
N-acetylmuramoyl-L-alanine amidase [Pelosinus propionicus],Pelosinus propionicus,101,101,98%,1e-23,34.76,235,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_090934243.1?report=genbank&log$=prottop&blast_rank=2062&RID=96KTNVR7013"",""WP_090934243.1"")"
N-acetylmuramoyl-L-alanine amidase [Neobacillus endophyticus],Neobacillus endophyticus,105,105,96%,1e-23,35.91,626,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_173060515.1?report=genbank&log$=prottop&blast_rank=2063&RID=96KTNVR7013"",""WP_173060515.1"")"
GBS Bsp-like repeat-containing protein [Streptococcus salivarius],Streptococcus salivarius,105,105,97%,1e-23,36.22,976,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_175057143.1?report=genbank&log$=prottop&blast_rank=2064&RID=96KTNVR7013"",""WP_175057143.1"")"
N-acetylmuramoyl-L-alanine amidase [Exiguobacterium qingdaonense],Exiguobacterium qingdaonense,105,105,97%,1e-23,35.71,637,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_215142322.1?report=genbank&log$=prottop&blast_rank=2065&RID=96KTNVR7013"",""WP_215142322.1"")"
SH3 domain-containing protein [Psychrobacillus faecigallinarum],Psychrobacillus faecigallinarum,105,105,98%,1e-23,35.87,838,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_191696522.1?report=genbank&log$=prottop&blast_rank=2066&RID=96KTNVR7013"",""WP_191696522.1"")"
N-acetylmuramoyl-L-alanine amidase [Thermoclostridium caenicola],Thermoclostridium caenicola,105,105,96%,1e-23,35.96,745,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_149679305.1?report=genbank&log$=prottop&blast_rank=2067&RID=96KTNVR7013"",""WP_149679305.1"")"
SH3 domain-containing protein [Brevibacillus panacihumi],Brevibacillus panacihumi,105,105,99%,1e-23,35.00,624,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_122911751.1?report=genbank&log$=prottop&blast_rank=2068&RID=96KTNVR7013"",""WP_122911751.1"")"
N-acetylmuramoyl-L-alanine amidase [Paenibacillus pini],Paenibacillus pini,105,105,97%,1e-23,38.07,524,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_242403849.1?report=genbank&log$=prottop&blast_rank=2069&RID=96KTNVR7013"",""WP_242403849.1"")"
N-acetylmuramoyl-L-alanine amidase [Solibacillus isronensis],Solibacillus isronensis,105,105,98%,1e-23,34.24,630,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_008403807.1?report=genbank&log$=prottop&blast_rank=2070&RID=96KTNVR7013"",""WP_008403807.1"")"
N-acetylmuramoyl-L-alanine amidase [Paenibacillus psychroresistens],Paenibacillus psychroresistens,105,105,96%,1e-23,33.71,523,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_155701886.1?report=genbank&log$=prottop&blast_rank=2071&RID=96KTNVR7013"",""WP_155701886.1"")"
N-acetylmuramoyl-L-alanine amidase [Lysinibacillus boronitolerans],Lysinibacillus boronitolerans,105,105,98%,1e-23,32.61,641,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_036076136.1?report=genbank&log$=prottop&blast_rank=2072&RID=96KTNVR7013"",""WP_036076136.1"")"
N-acetylmuramoyl-L-alanine amidase [Paenibacillus sabuli],Paenibacillus sabuli,105,105,96%,1e-23,37.14,510,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_190916385.1?report=genbank&log$=prottop&blast_rank=2073&RID=96KTNVR7013"",""WP_190916385.1"")"
N-acetylmuramoyl-L-alanine amidase family protein [Paenibacillus physcomitrellae],Paenibacillus physcomitrellae,105,105,97%,1e-23,36.87,512,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_174704665.1?report=genbank&log$=prottop&blast_rank=2074&RID=96KTNVR7013"",""WP_174704665.1"")"
N-acetylmuramoyl-L-alanine amidase [Caldicellulosiruptor morganii],Caldicellulosiruptor morganii,100,100,95%,1e-23,35.14,190,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_045169826.1?report=genbank&log$=prottop&blast_rank=2075&RID=96KTNVR7013"",""WP_045169826.1"")"
N-acetylmuramoyl-L-alanine amidase [Paenibacillus silvestris],Paenibacillus silvestris,101,101,96%,1e-23,33.14,241,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_161405488.1?report=genbank&log$=prottop&blast_rank=2076&RID=96KTNVR7013"",""WP_161405488.1"")"
N-acetylmuramoyl-L-alanine amidase [Coleofasciculus chthonoplastes],Coleofasciculus chthonoplastes,105,105,96%,1e-23,34.09,641,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_198016575.1?report=genbank&log$=prottop&blast_rank=2077&RID=96KTNVR7013"",""WP_198016575.1"")"
N-acetylmuramoyl-L-alanine amidase [Alkalihalobacillus nanhaiisediminis],Alkalihalobacillus nanhaiisediminis,104,104,98%,1e-23,34.62,468,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_144448645.1?report=genbank&log$=prottop&blast_rank=2078&RID=96KTNVR7013"",""WP_144448645.1"")"
N-acetylmuramoyl-L-alanine amidase [Paenibacillus radicibacter],Paenibacillus radicibacter,100,100,94%,1e-23,30.86,230,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_258206698.1?report=genbank&log$=prottop&blast_rank=2079&RID=96KTNVR7013"",""WP_258206698.1"")"
N-acetylmuramoyl-L-alanine amidase [Crassaminicella thermophila],Crassaminicella thermophila,105,105,97%,1e-23,36.11,697,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_148810095.1?report=genbank&log$=prottop&blast_rank=2080&RID=96KTNVR7013"",""WP_148810095.1"")"
N-acetylmuramoyl-L-alanine amidase [Anoxybacillus caldiproteolyticus],Anoxybacillus caldiproteolyticus,105,105,99%,1e-23,35.14,504,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_194519284.1?report=genbank&log$=prottop&blast_rank=2081&RID=96KTNVR7013"",""WP_194519284.1"")"
N-acetylmuramoyl-L-alanine amidase [Bhargavaea massiliensis],Bhargavaea massiliensis,105,105,98%,1e-23,35.39,517,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_213422878.1?report=genbank&log$=prottop&blast_rank=2082&RID=96KTNVR7013"",""WP_213422878.1"")"
N-acetylmuramoyl-L-alanine amidase [Pseudanabaena],Pseudanabaena,104,104,97%,1e-23,32.40,427,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_009627581.1?report=genbank&log$=prottop&blast_rank=2083&RID=96KTNVR7013"",""WP_009627581.1"")"
cell wall-binding repeat-containing protein [Clostridium gallinarum],Clostridium gallinarum,105,105,93%,1e-23,35.88,629,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_207729485.1?report=genbank&log$=prottop&blast_rank=2084&RID=96KTNVR7013"",""WP_207729485.1"")"
N-acetylmuramoyl-L-alanine amidase [Rubritalea squalenifaciens],Rubritalea squalenifaciens,100,100,97%,1e-23,34.46,211,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_143158040.1?report=genbank&log$=prottop&blast_rank=2085&RID=96KTNVR7013"",""WP_143158040.1"")"
N-acetylmuramoyl-L-alanine amidase [Desulfosporosinus hippei],Desulfosporosinus hippei,105,105,94%,1e-23,34.24,534,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_242876173.1?report=genbank&log$=prottop&blast_rank=2086&RID=96KTNVR7013"",""WP_242876173.1"")"
N-acetylmuramoyl-L-alanine amidase [Paraclostridium],Paraclostridium,102,102,93%,1e-23,32.54,273,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_052951945.1?report=genbank&log$=prottop&blast_rank=2087&RID=96KTNVR7013"",""WP_052951945.1"")"
N-acetylmuramoyl-L-alanine amidase [Solibacillus kalamii],Solibacillus kalamii,105,105,98%,2e-23,34.24,630,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_087616903.1?report=genbank&log$=prottop&blast_rank=2088&RID=96KTNVR7013"",""WP_087616903.1"")"
N-acetylmuramoyl-L-alanine amidase [Ureibacillus thermophilus],Ureibacillus thermophilus,104,104,98%,2e-23,35.87,481,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_245989523.1?report=genbank&log$=prottop&blast_rank=2089&RID=96KTNVR7013"",""WP_245989523.1"")"
N-acetylmuramoyl-L-alanine amidase family protein [Paenibacillus timonensis],Paenibacillus timonensis,105,105,97%,2e-23,35.80,483,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_240267500.1?report=genbank&log$=prottop&blast_rank=2090&RID=96KTNVR7013"",""WP_240267500.1"")"
SH3 domain-containing protein [Microaerobacter geothermalis],Microaerobacter geothermalis,105,105,98%,2e-23,35.75,576,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_236403913.1?report=genbank&log$=prottop&blast_rank=2091&RID=96KTNVR7013"",""WP_236403913.1"")"
N-acetylmuramoyl-L-alanine amidase family protein [Paenibacillus crassostreae],Paenibacillus crassostreae,105,105,97%,2e-23,36.31,509,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_068657994.1?report=genbank&log$=prottop&blast_rank=2092&RID=96KTNVR7013"",""WP_068657994.1"")"
N-acetylmuramoyl-L-alanine amidase [Bacillus safensis],Bacillus safensis,105,105,98%,2e-23,34.07,498,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_149126224.1?report=genbank&log$=prottop&blast_rank=2093&RID=96KTNVR7013"",""WP_149126224.1"")"
N-acetylmuramoyl-L-alanine amidase family protein [Paenibacillus oenotherae],Paenibacillus oenotherae,105,105,97%,2e-23,34.27,508,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_219873321.1?report=genbank&log$=prottop&blast_rank=2094&RID=96KTNVR7013"",""WP_219873321.1"")"
N-acetylmuramoyl-L-alanine amidase family protein [Paenibacillus oralis],Paenibacillus oralis,104,104,97%,2e-23,35.39,482,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_128633083.1?report=genbank&log$=prottop&blast_rank=2095&RID=96KTNVR7013"",""WP_128633083.1"")"
N-acetylmuramoyl-L-alanine amidase [Alkalihalobacillus miscanthi],Alkalihalobacillus miscanthi,103,103,93%,2e-23,36.69,354,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_144557822.1?report=genbank&log$=prottop&blast_rank=2096&RID=96KTNVR7013"",""WP_144557822.1"")"
N-acetylmuramoyl-L-alanine amidase [Pectinatus haikarae],Pectinatus haikarae,102,102,100%,2e-23,33.33,301,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_231038589.1?report=genbank&log$=prottop&blast_rank=2097&RID=96KTNVR7013"",""WP_231038589.1"")"
N-acetylmuramoyl-L-alanine amidase [Lysinibacillus telephonicus],Lysinibacillus telephonicus,105,105,98%,2e-23,33.15,641,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_126294244.1?report=genbank&log$=prottop&blast_rank=2098&RID=96KTNVR7013"",""WP_126294244.1"")"
N-acetylmuramoyl-L-alanine amidase [Candidatus Neptunochlamydia vexilliferae],Candidatus Neptunochlamydia vexilliferae,100,100,97%,2e-23,32.24,202,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_194848106.1?report=genbank&log$=prottop&blast_rank=2099&RID=96KTNVR7013"",""WP_194848106.1"")"
N-acetylmuramoyl-L-alanine amidase [Gottschalkia acidurici],Gottschalkia acidurici,102,102,93%,2e-23,36.78,324,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_014967654.1?report=genbank&log$=prottop&blast_rank=2100&RID=96KTNVR7013"",""WP_014967654.1"")"
N-acetylmuramoyl-L-alanine amidase [Alkalihalobacillus algicola],Alkalihalobacillus algicola,105,105,98%,2e-23,34.07,582,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_224883824.1?report=genbank&log$=prottop&blast_rank=2101&RID=96KTNVR7013"",""WP_224883824.1"")"
N-acetylmuramoyl-L-alanine amidase [Richelia sinica],Richelia sinica,105,105,98%,2e-23,37.91,590,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_190603184.1?report=genbank&log$=prottop&blast_rank=2102&RID=96KTNVR7013"",""WP_190603184.1"")"
N-acetylmuramoyl-L-alanine amidase [Neobacillus vireti],Neobacillus vireti,105,105,98%,2e-23,34.76,642,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_024028548.1?report=genbank&log$=prottop&blast_rank=2103&RID=96KTNVR7013"",""WP_024028548.1"")"
N-acetylmuramoyl-L-alanine amidase [Weissella minor],Weissella minor,102,102,99%,2e-23,36.41,298,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_236698271.1?report=genbank&log$=prottop&blast_rank=2104&RID=96KTNVR7013"",""WP_236698271.1"")"
N-acetylmuramoyl-L-alanine amidase [Jeotgalibacillus alimentarius],Jeotgalibacillus alimentarius,105,105,99%,2e-23,32.97,646,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_041123273.1?report=genbank&log$=prottop&blast_rank=2105&RID=96KTNVR7013"",""WP_041123273.1"")"
N-acetylmuramoyl-L-alanine amidase family protein [Paenibacillus],Paenibacillus,104,104,96%,2e-23,36.36,503,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_017813222.1?report=genbank&log$=prottop&blast_rank=2106&RID=96KTNVR7013"",""WP_017813222.1"")"
N-acetylmuramoyl-L-alanine amidase [Tissierella creatinophila],Tissierella creatinophila,100,100,97%,2e-23,35.36,229,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_075727329.1?report=genbank&log$=prottop&blast_rank=2107&RID=96KTNVR7013"",""WP_075727329.1"")"
N-acetylmuramoyl-L-alanine amidase [Domibacillus robiginosus],Domibacillus robiginosus,104,104,100%,2e-23,34.95,477,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_050182233.1?report=genbank&log$=prottop&blast_rank=2108&RID=96KTNVR7013"",""WP_050182233.1"")"
N-acetylmuramoyl-L-alanine amidase family protein [Paenibacillus alginolyticus],Paenibacillus alginolyticus,104,104,97%,2e-23,34.09,479,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_084159954.1?report=genbank&log$=prottop&blast_rank=2109&RID=96KTNVR7013"",""WP_084159954.1"")"
N-acetylmuramoyl-L-alanine amidase [Cytobacillus kochii],Cytobacillus kochii,105,105,99%,2e-23,36.61,805,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_251162154.1?report=genbank&log$=prottop&blast_rank=2110&RID=96KTNVR7013"",""WP_251162154.1"")"
N-acetylmuramoyl-L-alanine amidase [Lusitaniella coriacea],Lusitaniella coriacea,105,105,98%,2e-23,36.26,592,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_229425815.1?report=genbank&log$=prottop&blast_rank=2111&RID=96KTNVR7013"",""WP_229425815.1"")"
N-acetylmuramoyl-L-alanine amidase [Lysinibacillus cavernae],Lysinibacillus cavernae,105,105,98%,2e-23,32.61,639,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_155593670.1?report=genbank&log$=prottop&blast_rank=2112&RID=96KTNVR7013"",""WP_155593670.1"")"
N-acetylmuramoyl-L-alanine amidase [Thermostichus vulcanus],Thermostichus vulcanus,103,103,97%,2e-23,35.59,423,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_279611386.1?report=genbank&log$=prottop&blast_rank=2113&RID=96KTNVR7013"",""WP_279611386.1"")"
N-acetylmuramoyl-L-alanine amidase [Paenibacillus silagei],Paenibacillus silagei,104,104,97%,2e-23,35.59,480,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_209870905.1?report=genbank&log$=prottop&blast_rank=2114&RID=96KTNVR7013"",""WP_209870905.1"")"
N-acetylmuramoyl-L-alanine amidase [Luteolibacter luteus],Luteolibacter luteus,100,100,94%,2e-23,32.16,201,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_169455427.1?report=genbank&log$=prottop&blast_rank=2115&RID=96KTNVR7013"",""WP_169455427.1"")"
