Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
N-acetylmuramoyl-L-alanine amidase [Hominisplanchenecus murintestinalis],Hominisplanchenecus murintestinalis,98.2,98.2,98%,7e-22,35.94,282,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_120484519.1?report=genbank&log$=prottop&blast_rank=2715&RID=96KSZWM4016"",""WP_120484519.1"")"
N-acetylmuramoyl-L-alanine amidase [Desulforamulus putei],Desulforamulus putei,97.1,97.1,98%,7e-22,34.39,221,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_238456928.1?report=genbank&log$=prottop&blast_rank=2716&RID=96KSZWM4016"",""WP_238456928.1"")"
N-acetylmuramoyl-L-alanine amidase family protein [Paenibacillus selenitireducens],Paenibacillus selenitireducens,100,100,99%,7e-22,30.77,509,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_078503177.1?report=genbank&log$=prottop&blast_rank=2717&RID=96KSZWM4016"",""WP_078503177.1"")"
N-acetylmuramoyl-L-alanine amidase [Paenibacillus chibensis],Paenibacillus chibensis,97.4,97.4,98%,7e-22,35.83,234,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_127599819.1?report=genbank&log$=prottop&blast_rank=2718&RID=96KSZWM4016"",""WP_127599819.1"")"
N-acetylmuramoyl-L-alanine amidase [Paenibacillus pectinilyticus],Paenibacillus pectinilyticus,97.1,97.1,96%,7e-22,35.52,226,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_167357027.1?report=genbank&log$=prottop&blast_rank=2719&RID=96KSZWM4016"",""WP_167357027.1"")"
N-acetylmuramoyl-L-alanine amidase [Peribacillus kribbensis],Peribacillus kribbensis,99.8,99.8,99%,7e-22,33.33,367,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_162144686.1?report=genbank&log$=prottop&blast_rank=2720&RID=96KSZWM4016"",""WP_162144686.1"")"
N-acetylmuramoyl-L-alanine amidase [Anaerocolumna xylanovorans],Anaerocolumna xylanovorans,100,100,100%,7e-22,33.68,401,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_073591175.1?report=genbank&log$=prottop&blast_rank=2721&RID=96KSZWM4016"",""WP_073591175.1"")"
N-acetylmuramoyl-L-alanine amidase family protein [Paenibacillus abyssi],Paenibacillus abyssi,100,100,99%,7e-22,34.92,507,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_188528362.1?report=genbank&log$=prottop&blast_rank=2722&RID=96KSZWM4016"",""WP_188528362.1"")"
N-acetylmuramoyl-L-alanine amidase [Priestia flexa],Priestia flexa,99.0,99.0,100%,7e-22,34.39,317,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_206833183.1?report=genbank&log$=prottop&blast_rank=2723&RID=96KSZWM4016"",""WP_206833183.1"")"
N-acetylmuramoyl-L-alanine amidase [Thalassobacillus pellis],Thalassobacillus pellis,100,100,98%,7e-22,33.51,487,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_205093846.1?report=genbank&log$=prottop&blast_rank=2724&RID=96KSZWM4016"",""WP_205093846.1"")"
N-acetylmuramoyl-L-alanine amidase [Calidifontibacillus erzurumensis],Calidifontibacillus erzurumensis,101,101,97%,7e-22,33.33,676,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_173730972.1?report=genbank&log$=prottop&blast_rank=2725&RID=96KSZWM4016"",""WP_173730972.1"")"
N-acetylmuramoyl-L-alanine amidase [Clostridium cuniculi],Clostridium cuniculi,97.8,97.8,98%,7e-22,38.02,264,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_243124876.1?report=genbank&log$=prottop&blast_rank=2726&RID=96KSZWM4016"",""WP_243124876.1"")"
N-acetylmuramoyl-L-alanine amidase [Veillonella parvula],Veillonella parvula,99.8,99.8,98%,7e-22,30.48,365,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_012864460.1?report=genbank&log$=prottop&blast_rank=2727&RID=96KSZWM4016"",""WP_012864460.1"")"
N-acetylmuramoyl-L-alanine amidase [Fusibacter tunisiensis],Fusibacter tunisiensis,101,101,98%,7e-22,34.04,702,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_204664629.1?report=genbank&log$=prottop&blast_rank=2728&RID=96KSZWM4016"",""WP_204664629.1"")"
N-acetylmuramoyl-L-alanine amidase [Anaerobranca californiensis],Anaerobranca californiensis,100,100,99%,8e-22,35.08,394,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_072906904.1?report=genbank&log$=prottop&blast_rank=2729&RID=96KSZWM4016"",""WP_072906904.1"")"
N-acetylmuramoyl-L-alanine amidase [Heliobacterium chlorum],Heliobacterium chlorum,98.6,98.6,98%,8e-22,31.75,305,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_188040669.1?report=genbank&log$=prottop&blast_rank=2730&RID=96KSZWM4016"",""WP_188040669.1"")"
N-acetylmuramoyl-L-alanine amidase [Paenibacillus phytorum],Paenibacillus phytorum,97.4,97.4,98%,8e-22,33.68,240,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_246358624.1?report=genbank&log$=prottop&blast_rank=2731&RID=96KSZWM4016"",""WP_246358624.1"")"
N-acetylmuramoyl-L-alanine amidase [Schwartzia succinivorans],Schwartzia succinivorans,100,100,98%,8e-22,34.57,403,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_234988277.1?report=genbank&log$=prottop&blast_rank=2732&RID=96KSZWM4016"",""WP_234988277.1"")"
N-acetylmuramoyl-L-alanine amidase family protein [Paenibacillus tuaregi],Paenibacillus tuaregi,100,100,99%,8e-22,33.33,462,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_068617239.1?report=genbank&log$=prottop&blast_rank=2733&RID=96KSZWM4016"",""WP_068617239.1"")"
N-acetylmuramoyl-L-alanine amidase [Vulcanococcus limneticus],Vulcanococcus limneticus,99.4,99.4,98%,8e-22,28.04,362,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_094590549.1?report=genbank&log$=prottop&blast_rank=2734&RID=96KSZWM4016"",""WP_094590549.1"")"
N-acetylmuramoyl-L-alanine amidase [Carboxydothermus islandicus],Carboxydothermus islandicus,98.2,98.2,96%,8e-22,32.09,279,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_075864387.1?report=genbank&log$=prottop&blast_rank=2735&RID=96KSZWM4016"",""WP_075864387.1"")"
N-acetylmuramoyl-L-alanine amidase [Candidatus Cloacimonas acidaminovorans],Candidatus Cloacimonas acidaminovorans,99.8,99.8,100%,8e-22,29.66,373,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_015425224.1?report=genbank&log$=prottop&blast_rank=2736&RID=96KSZWM4016"",""WP_015425224.1"")"
N-acetylmuramoyl-L-alanine amidase family protein [Paenibacillus lutimineralis],Paenibacillus lutimineralis,100,100,100%,8e-22,33.68,476,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_126997961.1?report=genbank&log$=prottop&blast_rank=2737&RID=96KSZWM4016"",""WP_126997961.1"")"
N-acetylmuramoyl-L-alanine amidase [Paenibacillus durus],Paenibacillus durus,97.4,97.4,98%,8e-22,34.76,241,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_233277525.1?report=genbank&log$=prottop&blast_rank=2738&RID=96KSZWM4016"",""WP_233277525.1"")"
N-acetylmuramoyl-L-alanine amidase [Bacillus massiliglaciei],Bacillus massiliglaciei,100,100,98%,8e-22,34.74,501,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_110928480.1?report=genbank&log$=prottop&blast_rank=2739&RID=96KSZWM4016"",""WP_110928480.1"")"
N-acetylmuramoyl-L-alanine amidase [Dielma fastidiosa],Dielma fastidiosa,97.4,97.4,98%,8e-22,32.29,247,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_182425494.1?report=genbank&log$=prottop&blast_rank=2740&RID=96KSZWM4016"",""WP_182425494.1"")"
N-acetylmuramoyl-L-alanine amidase [Bacillus niameyensis],Bacillus niameyensis,101,101,98%,8e-22,32.28,743,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_062108577.1?report=genbank&log$=prottop&blast_rank=2741&RID=96KSZWM4016"",""WP_062108577.1"")"
N-acetylmuramoyl-L-alanine amidase [Paenibacillus oralis],Paenibacillus oralis,97.1,97.1,98%,8e-22,34.21,232,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_128632974.1?report=genbank&log$=prottop&blast_rank=2742&RID=96KSZWM4016"",""WP_128632974.1"")"
N-acetylmuramoyl-L-alanine amidase family protein [Tissierellales],Tissierellales,101,101,99%,8e-22,35.57,678,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_071139726.1?report=genbank&log$=prottop&blast_rank=2743&RID=96KSZWM4016"",""WP_071139726.1"")"
N-acetylmuramoyl-L-alanine amidase family protein [Thermohalobacter berrensis],Thermohalobacter berrensis,101,101,100%,8e-22,33.17,688,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_120170647.1?report=genbank&log$=prottop&blast_rank=2744&RID=96KSZWM4016"",""WP_120170647.1"")"
N-acetylmuramoyl-L-alanine amidase [Acetivibrio cellulolyticus],Acetivibrio cellulolyticus,101,101,96%,8e-22,35.64,958,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_010251697.1?report=genbank&log$=prottop&blast_rank=2745&RID=96KSZWM4016"",""WP_010251697.1"")"
N-acetylmuramoyl-L-alanine amidase [Alteribacillus persepolensis],Alteribacillus persepolensis,100,100,98%,8e-22,33.33,560,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_091274325.1?report=genbank&log$=prottop&blast_rank=2746&RID=96KSZWM4016"",""WP_091274325.1"")"
N-acetylmuramoyl-L-alanine amidase [Clostridium thermarum],Clostridium thermarum,99.4,99.4,87%,8e-22,37.65,352,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_139904994.1?report=genbank&log$=prottop&blast_rank=2747&RID=96KSZWM4016"",""WP_139904994.1"")"
N-acetylmuramoyl-L-alanine amidase [Priestia koreensis],Priestia koreensis,98.2,98.2,98%,9e-22,32.09,292,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_053401018.1?report=genbank&log$=prottop&blast_rank=2748&RID=96KSZWM4016"",""WP_053401018.1"")"
N-acetylmuramoyl-L-alanine amidase [Natranaerobius thermophilus],Natranaerobius thermophilus,100,100,98%,9e-22,32.98,657,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_012447537.1?report=genbank&log$=prottop&blast_rank=2749&RID=96KSZWM4016"",""WP_012447537.1"")"
N-acetylmuramoyl-L-alanine amidase [Veillonella tobetsuensis],Veillonella tobetsuensis,99.4,99.4,98%,9e-22,29.95,363,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_105093303.1?report=genbank&log$=prottop&blast_rank=2750&RID=96KSZWM4016"",""WP_105093303.1"")"
N-acetylmuramoyl-L-alanine amidase [Thermosediminibacter litoriperuensis],Thermosediminibacter litoriperuensis,100,100,98%,9e-22,32.63,641,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_148867635.1?report=genbank&log$=prottop&blast_rank=2751&RID=96KSZWM4016"",""WP_148867635.1"")"
N-acetylmuramoyl-L-alanine amidase [Aedoeadaptatus acetigenes],Aedoeadaptatus acetigenes,99.8,99.8,99%,9e-22,31.79,404,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_148472777.1?report=genbank&log$=prottop&blast_rank=2752&RID=96KSZWM4016"",""WP_148472777.1"")"
N-acetylmuramoyl-L-alanine amidase [Roseburia],Roseburia,99.4,99.4,100%,9e-22,33.17,359,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_227710559.1?report=genbank&log$=prottop&blast_rank=2753&RID=96KSZWM4016"",""WP_227710559.1"")"
N-acetylmuramoyl-L-alanine amidase [Veillonella],Veillonella,99.4,99.4,98%,9e-22,29.95,363,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_005378716.1?report=genbank&log$=prottop&blast_rank=2754&RID=96KSZWM4016"",""WP_005378716.1"")"
N-acetylmuramoyl-L-alanine amidase family protein [Paenibacillus],Paenibacillus,100,100,100%,9e-22,33.68,476,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_251411817.1?report=genbank&log$=prottop&blast_rank=2755&RID=96KSZWM4016"",""WP_251411817.1"")"
N-acetylmuramoyl-L-alanine amidase [Paenibacillus durus],Paenibacillus durus,99.8,99.8,98%,9e-22,32.45,401,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_052410351.1?report=genbank&log$=prottop&blast_rank=2756&RID=96KSZWM4016"",""WP_052410351.1"")"
N-acetylmuramoyl-L-alanine amidase [Opitutus terrae],Opitutus terrae,99.4,99.4,100%,9e-22,28.17,355,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_052300276.1?report=genbank&log$=prottop&blast_rank=2757&RID=96KSZWM4016"",""WP_052300276.1"")"
N-acetylmuramoyl-L-alanine amidase [Bacillus proteolyticus],Bacillus proteolyticus,100,100,98%,9e-22,35.35,414,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_071745079.1?report=genbank&log$=prottop&blast_rank=2758&RID=96KSZWM4016"",""WP_071745079.1"")"
N-acetylmuramoyl-L-alanine amidase [Dialister hominis],Dialister hominis,99.4,99.4,98%,9e-22,31.22,373,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_143332394.1?report=genbank&log$=prottop&blast_rank=2759&RID=96KSZWM4016"",""WP_143332394.1"")"
N-acetylmuramoyl-L-alanine amidase family protein [Cohnella thailandensis],Cohnella thailandensis,100,100,100%,9e-22,31.96,492,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_185121583.1?report=genbank&log$=prottop&blast_rank=2760&RID=96KSZWM4016"",""WP_185121583.1"")"
SH3 domain-containing protein [Brevibacillus nitrificans],Brevibacillus nitrificans,100,100,98%,9e-22,34.04,610,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_122925595.1?report=genbank&log$=prottop&blast_rank=2761&RID=96KSZWM4016"",""WP_122925595.1"")"
N-acetylmuramoyl-L-alanine amidase [Paenibacillus],Paenibacillus,96.7,96.7,98%,1e-21,36.17,233,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_160040092.1?report=genbank&log$=prottop&blast_rank=2762&RID=96KSZWM4016"",""WP_160040092.1"")"
N-acetylmuramoyl-L-alanine amidase [Paenibacillus profundus],Paenibacillus profundus,97.4,97.4,95%,1e-21,33.33,264,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_233699463.1?report=genbank&log$=prottop&blast_rank=2763&RID=96KSZWM4016"",""WP_233699463.1"")"
N-acetylmuramoyl-L-alanine amidase family protein [Paenibacillus terricola],Paenibacillus terricola,100,100,100%,1e-21,31.61,513,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_191203149.1?report=genbank&log$=prottop&blast_rank=2764&RID=96KSZWM4016"",""WP_191203149.1"")"
N-acetylmuramoyl-L-alanine amidase [Lucifera butyrica],Lucifera butyrica,96.3,96.3,98%,1e-21,34.76,212,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_165865830.1?report=genbank&log$=prottop&blast_rank=2765&RID=96KSZWM4016"",""WP_165865830.1"")"
N-acetylmuramoyl-L-alanine amidase family protein [Paenibacillus anaericanus],Paenibacillus anaericanus,100,100,99%,1e-21,33.33,467,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_127190749.1?report=genbank&log$=prottop&blast_rank=2766&RID=96KSZWM4016"",""WP_127190749.1"")"
family 10 glycosylhydrolase [Ectobacillus antri],Ectobacillus antri,100,100,98%,1e-21,37.50,1134,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_124563839.1?report=genbank&log$=prottop&blast_rank=2767&RID=96KSZWM4016"",""WP_124563839.1"")"
N-acetylmuramoyl-L-alanine amidase [Bacillus cereus group],Bacillus cereus group,99.8,99.8,98%,1e-21,35.35,414,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_000797217.1?report=genbank&log$=prottop&blast_rank=2768&RID=96KSZWM4016"",""WP_000797217.1"")"
N-acetylmuramoyl-L-alanine amidase [Bacillus mesophilum],Bacillus mesophilum,100,100,98%,1e-21,37.17,458,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_151573857.1?report=genbank&log$=prottop&blast_rank=2769&RID=96KSZWM4016"",""WP_151573857.1"")"
N-acetylmuramoyl-L-alanine amidase [Anoxybacter fermentans],Anoxybacter fermentans,95.5,95.5,98%,1e-21,32.09,187,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_127017698.1?report=genbank&log$=prottop&blast_rank=2770&RID=96KSZWM4016"",""WP_127017698.1"")"
N-acetylmuramoyl-L-alanine amidase family protein [Paenibacillus mangrovi],Paenibacillus mangrovi,100,100,99%,1e-21,32.82,501,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_244728823.1?report=genbank&log$=prottop&blast_rank=2771&RID=96KSZWM4016"",""WP_244728823.1"")"
N-acetylmuramoyl-L-alanine amidase family protein [Qingrenia yutianensis],Qingrenia yutianensis,100,100,100%,1e-21,33.00,495,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_262432361.1?report=genbank&log$=prottop&blast_rank=2772&RID=96KSZWM4016"",""WP_262432361.1"")"
N-acetylmuramoyl-L-alanine amidase family protein [Brevibacillus brevis],Brevibacillus brevis,100,100,100%,1e-21,33.33,551,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_106652671.1?report=genbank&log$=prottop&blast_rank=2773&RID=96KSZWM4016"",""WP_106652671.1"")"
N-acetylmuramoyl-L-alanine amidase [Thermoanaerobacter uzonensis],Thermoanaerobacter uzonensis,96.3,96.3,89%,1e-21,36.26,218,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_072969126.1?report=genbank&log$=prottop&blast_rank=2774&RID=96KSZWM4016"",""WP_072969126.1"")"
N-acetylmuramoyl-L-alanine amidase [Anaerobacillus isosaccharinicus],Anaerobacillus isosaccharinicus,100,100,98%,1e-21,33.86,462,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_071316735.1?report=genbank&log$=prottop&blast_rank=2775&RID=96KSZWM4016"",""WP_071316735.1"")"
N-acetylmuramoyl-L-alanine amidase [Paenibacillus nasutitermitis],Paenibacillus nasutitermitis,97.1,97.1,99%,1e-21,32.98,251,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_229750101.1?report=genbank&log$=prottop&blast_rank=2776&RID=96KSZWM4016"",""WP_229750101.1"")"
N-acetylmuramoyl-L-alanine amidase [Romboutsia maritimum],Romboutsia maritimum,97.1,97.1,99%,1e-21,38.02,245,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_095404496.1?report=genbank&log$=prottop&blast_rank=2777&RID=96KSZWM4016"",""WP_095404496.1"")"
N-acetylmuramoyl-L-alanine amidase [Veillonella caviae],Veillonella caviae,99.4,99.4,98%,1e-21,30.73,365,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_127133544.1?report=genbank&log$=prottop&blast_rank=2778&RID=96KSZWM4016"",""WP_127133544.1"")"
N-acetylmuramoyl-L-alanine amidase [Paenibacillus pasadenensis],Paenibacillus pasadenensis,97.1,97.1,100%,1e-21,30.69,245,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_028599589.1?report=genbank&log$=prottop&blast_rank=2779&RID=96KSZWM4016"",""WP_028599589.1"")"
divergent polysaccharide deacetylase family protein [Heliobacterium chlorum],Heliobacterium chlorum,100,100,100%,1e-21,33.50,518,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_188040000.1?report=genbank&log$=prottop&blast_rank=2780&RID=96KSZWM4016"",""WP_188040000.1"")"
N-acetylmuramoyl-L-alanine amidase [Peptoniphilus ivorii],Peptoniphilus ivorii,99.8,99.8,99%,1e-21,31.28,400,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_126465480.1?report=genbank&log$=prottop&blast_rank=2781&RID=96KSZWM4016"",""WP_126465480.1"")"
N-acetylmuramoyl-L-alanine amidase family protein [Fervidicola ferrireducens],Fervidicola ferrireducens,100,100,98%,1e-21,32.63,541,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_066351986.1?report=genbank&log$=prottop&blast_rank=2782&RID=96KSZWM4016"",""WP_066351986.1"")"
N-acetylmuramoyl-L-alanine amidase [Cyanobium gracile],Cyanobium gracile,99.0,99.0,98%,1e-21,28.04,356,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_245552580.1?report=genbank&log$=prottop&blast_rank=2783&RID=96KSZWM4016"",""WP_245552580.1"")"
N-acetylmuramoyl-L-alanine amidase [Virgibacillus halotolerans],Virgibacillus halotolerans,100,100,99%,1e-21,33.51,459,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_205136089.1?report=genbank&log$=prottop&blast_rank=2784&RID=96KSZWM4016"",""WP_205136089.1"")"
SH3 domain-containing protein [Psychrobacillus vulpis],Psychrobacillus vulpis,100,100,100%,1e-21,35.23,846,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_142641265.1?report=genbank&log$=prottop&blast_rank=2785&RID=96KSZWM4016"",""WP_142641265.1"")"
N-acetylmuramoyl-L-alanine amidase [Paenibacillus solani],Paenibacillus solani,97.4,97.4,98%,1e-21,34.76,267,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_053492172.1?report=genbank&log$=prottop&blast_rank=2786&RID=96KSZWM4016"",""WP_053492172.1"")"
N-acetylmuramoyl-L-alanine amidase [Paenibacillus tengchongensis],Paenibacillus tengchongensis,97.1,97.1,98%,1e-21,36.17,249,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_246188079.1?report=genbank&log$=prottop&blast_rank=2787&RID=96KSZWM4016"",""WP_246188079.1"")"
N-acetylmuramoyl-L-alanine amidase [Desertibacillus haloalkaliphilus],Desertibacillus haloalkaliphilus,100,100,98%,1e-21,34.92,621,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_217222545.1?report=genbank&log$=prottop&blast_rank=2788&RID=96KSZWM4016"",""WP_217222545.1"")"
N-acetylmuramoyl-L-alanine amidase [Paenibacillus alginolyticus],Paenibacillus alginolyticus,96.3,96.3,96%,1e-21,34.97,224,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_029194636.1?report=genbank&log$=prottop&blast_rank=2789&RID=96KSZWM4016"",""WP_029194636.1"")"
N-acetylmuramoyl-L-alanine amidase [Niastella vici],Niastella vici,100,100,98%,1e-21,30.77,700,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_081150753.1?report=genbank&log$=prottop&blast_rank=2790&RID=96KSZWM4016"",""WP_081150753.1"")"
N-acetylmuramoyl-L-alanine amidase [Virgibacillus ndiopensis],Virgibacillus ndiopensis,96.7,96.7,99%,1e-21,35.94,230,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_099159072.1?report=genbank&log$=prottop&blast_rank=2791&RID=96KSZWM4016"",""WP_099159072.1"")"
N-acetylmuramoyl-L-alanine amidase [Planococcus chinensis],Planococcus chinensis,100,100,99%,1e-21,33.85,453,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_224076615.1?report=genbank&log$=prottop&blast_rank=2792&RID=96KSZWM4016"",""WP_224076615.1"")"
N-acetylmuramoyl-L-alanine amidase family protein [Paenibacillus azoreducens],Paenibacillus azoreducens,100,100,100%,1e-21,34.21,513,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_212977197.1?report=genbank&log$=prottop&blast_rank=2793&RID=96KSZWM4016"",""WP_212977197.1"")"
N-acetylmuramoyl-L-alanine amidase family protein [Paenibacillus dauci],Paenibacillus dauci,99.8,99.8,100%,1e-21,34.55,416,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_231584304.1?report=genbank&log$=prottop&blast_rank=2794&RID=96KSZWM4016"",""WP_231584304.1"")"
N-acetylmuramoyl-L-alanine amidase [Legionella worsleiensis],Legionella worsleiensis,100,100,99%,1e-21,31.49,476,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_058493285.1?report=genbank&log$=prottop&blast_rank=2795&RID=96KSZWM4016"",""WP_058493285.1"")"
N-acetylmuramoyl-L-alanine amidase [Crassaminicella profunda],Crassaminicella profunda,97.1,97.1,88%,1e-21,38.73,244,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_223036188.1?report=genbank&log$=prottop&blast_rank=2796&RID=96KSZWM4016"",""WP_223036188.1"")"
N-acetylmuramoyl-L-alanine amidase [Salsuginibacillus kocurii],Salsuginibacillus kocurii,100,100,99%,1e-21,32.81,522,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_018922040.1?report=genbank&log$=prottop&blast_rank=2797&RID=96KSZWM4016"",""WP_018922040.1"")"
N-acetylmuramoyl-L-alanine amidase [Roseimicrobium gellanilyticum],Roseimicrobium gellanilyticum,97.4,97.4,100%,1e-21,32.38,277,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_113956348.1?report=genbank&log$=prottop&blast_rank=2798&RID=96KSZWM4016"",""WP_113956348.1"")"
SH3 domain-containing protein [Margalitia camelliae],Margalitia camelliae,100,100,98%,1e-21,35.42,702,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_165786760.1?report=genbank&log$=prottop&blast_rank=2799&RID=96KSZWM4016"",""WP_165786760.1"")"
N-acetylmuramoyl-L-alanine amidase [Metabacillus flavus],Metabacillus flavus,100,100,99%,1e-21,35.42,812,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_211561282.1?report=genbank&log$=prottop&blast_rank=2800&RID=96KSZWM4016"",""WP_211561282.1"")"
N-acetylmuramoyl-L-alanine amidase [Paenibacillus macerans],Paenibacillus macerans,96.7,96.7,98%,1e-21,35.45,232,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_036623881.1?report=genbank&log$=prottop&blast_rank=2801&RID=96KSZWM4016"",""WP_036623881.1"")"
N-acetylmuramoyl-L-alanine amidase [Carboxydothermus hydrogenoformans],Carboxydothermus hydrogenoformans,97.4,97.4,96%,1e-21,32.09,277,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_011345435.1?report=genbank&log$=prottop&blast_rank=2802&RID=96KSZWM4016"",""WP_011345435.1"")"
SH3 domain-containing protein [Brevibacillus centrosporus],Brevibacillus centrosporus,100,100,98%,1e-21,34.04,610,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_122959637.1?report=genbank&log$=prottop&blast_rank=2803&RID=96KSZWM4016"",""WP_122959637.1"")"
