taxid,family,genus_species,helix_5_occupancy_75_max,amr_fullname,amr_phylum,amr_family,amr_pathogenicity,amr_gram_status
>56448,Xanthomonadaceae,Xanthomonas arboricola,47,Xanthomonas arboricola,Pseudomonadota,Lysobacteraceae,Potentially pathogenic,Gram-negative
>200450,Pseudomonadaceae,Pseudomonas trivialis,50,Pseudomonas trivialis,Pseudomonadota,Pseudomonadaceae,Potentially pathogenic,Gram-negative
>2109942,Marinobacteraceae,Marinobacter fuscus,50,Marinobacter fuscus,Pseudomonadota,Alteromonadaceae,Non-pathogenic,Gram-negative
>287,Pseudomonadaceae,Pseudomonas aeruginosa,50,Pseudomonas aeruginosa,Pseudomonadota,Pseudomonadaceae,Pathogenic,Gram-negative
>475795,Halieaceae,Pseudohaliea rubra,47,Pseudohaliea rubra,Pseudomonadota,Halieaceae,Non-pathogenic,Gram-negative
>251701,Pseudomonadaceae,Pseudomonas syringae group genomosp. 3,50,Pseudomonas oleovorans oleovorans,Pseudomonadota,Pseudomonadaceae,Pathogenic,Gram-negative
>287,Pseudomonadaceae,Pseudomonas aeruginosa,50,Pseudomonas aeruginosa,Pseudomonadota,Pseudomonadaceae,Pathogenic,Gram-negative
>336566,Xanthomonadaceae,Stenotrophomonas ginsengisoli,47,Stenotrophomonas ginsengisoli,Pseudomonadota,Lysobacteraceae,Potentially pathogenic,Gram-negative
>2614538,Pseudomonadaceae,Pseudomonas piscis,50,Pseudomonas piscis,Pseudomonadota,Pseudomonadaceae,Potentially pathogenic,Gram-negative
>251701,Pseudomonadaceae,Pseudomonas syringae group genomosp. 3,50,Pseudomonas oleovorans oleovorans,Pseudomonadota,Pseudomonadaceae,Pathogenic,Gram-negative
>417574,Oceanospirillaceae,Neptunomonas japonica,50,Neptunomonas japonica,Pseudomonadota,Oceanospirillaceae,Non-pathogenic,Gram-negative
>1860101,Rhodocyclaceae,Candidatus Propionivibrio aalborgensis,47,(unknown name),(unknown phylum),(unknown family),Unknown,NA
>1628086,Pseudomonadaceae,Pseudomonas kribbensis,50,Pseudomonas stutzeri,Pseudomonadota,Pseudomonadaceae,Pathogenic,Gram-negative
>2856822,Marinobacteraceae,Marinobacter arenosus,47,Mycobacterium arupense,Actinomycetota,Mycobacteriaceae,Pathogenic,Gram-positive
>453835,Alteromonadaceae,Alishewanella aestuarii,51,Alishewanella aestuarii,Pseudomonadota,Chromatiaceae,Non-pathogenic,Gram-negative
>291995,Pseudomonadaceae,Stutzerimonas azotifigens,50,Pseudomonas azotifigens,Pseudomonadota,Pseudomonadaceae,Potentially pathogenic,Gram-negative
>287,Pseudomonadaceae,Pseudomonas aeruginosa,50,Pseudomonas aeruginosa,Pseudomonadota,Pseudomonadaceae,Pathogenic,Gram-negative
>456327,Xanthomonadaceae,Xanthomonas euvesicatoria,47,Xanthomonas euvesicatoria,Pseudomonadota,Lysobacteraceae,Potentially pathogenic,Gram-negative
>92828,Xanthomonadaceae,Xanthomonas phaseoli,47,Xanthomonas phaseoli,Pseudomonadota,Lysobacteraceae,Potentially pathogenic,Gram-negative
>522492,Pseudomonadaceae,Pseudomonas massiliensis,50,Pseudomonas stutzeri,Pseudomonadota,Pseudomonadaceae,Pathogenic,Gram-negative
>287,Pseudomonadaceae,Pseudomonas aeruginosa,50,Pseudomonas aeruginosa,Pseudomonadota,Pseudomonadaceae,Pathogenic,Gram-negative
>393662,Halieaceae,Congregibacter litoralis,47,Congregibacter litoralis,Pseudomonadota,Halieaceae,Non-pathogenic,Gram-negative
>2730413,Pseudomonadaceae,Pseudomonas pisciculturae,50,Pseudomonas pisciculturae,Pseudomonadota,Pseudomonadaceae,Potentially pathogenic,Gram-negative
>2527775,Burkholderiaceae,Polynucleobacter paneuropaeus,47,Polynucleobacter paneuropaeus,Pseudomonadota,Burkholderiaceae,Non-pathogenic,Gram-negative
>2707345,Methylococcaceae,Candidatus Methylobacter favarea,47,(unknown name),(unknown phylum),(unknown family),Unknown,NA
>69964,Pseudomonadaceae,Azotobacter salinestris,50,Azotobacter salinestris,Pseudomonadota,Pseudomonadaceae,Non-pathogenic,Gram-negative
>271420,Pseudomonadaceae,Stutzerimonas xanthomarina,50,Pseudomonas xanthomarina,Pseudomonadota,Pseudomonadaceae,Potentially pathogenic,Gram-negative
>1788301,Pseudomonadaceae,Pseudomonas versuta,50,Pseudomonas versuta,Pseudomonadota,Pseudomonadaceae,Potentially pathogenic,Gram-negative
>287,Pseudomonadaceae,Pseudomonas aeruginosa,50,Pseudomonas aeruginosa,Pseudomonadota,Pseudomonadaceae,Pathogenic,Gram-negative
>287,Pseudomonadaceae,Pseudomonas aeruginosa,50,Pseudomonas aeruginosa,Pseudomonadota,Pseudomonadaceae,Pathogenic,Gram-negative
>2938197,Pseudomonadaceae,Pseudomonas morbosilactucae,50,Pseudomonas morbosilactucae,Pseudomonadota,Pseudomonadaceae,Potentially pathogenic,Gram-negative
>83619,Xanthomonadaceae,Pseudoxanthomonas broegbernensis,47,Pseudoxanthomonas broegbernensis,Pseudomonadota,Lysobacteraceae,Potentially pathogenic,Gram-negative
>1571224,Oceanospirillaceae,Nitrincola alkalilacustris,50,Nitrincola alkalilacustris,Pseudomonadota,Oceanospirillaceae,Non-pathogenic,Gram-negative
>287,Pseudomonadaceae,Pseudomonas aeruginosa,50,Pseudomonas aeruginosa,Pseudomonadota,Pseudomonadaceae,Pathogenic,Gram-negative
>339,Xanthomonadaceae,Xanthomonas campestris,47,Xanthomonas campestris,Pseudomonadota,Lysobacteraceae,Potentially pathogenic,Gram-negative
>42566,Halomonadaceae,Halomonas eurihalina,51,Halomonas eurihalina,Pseudomonadota,Halomonadaceae,Potentially pathogenic,Gram-negative
>2320866,Pseudomonadaceae,Pseudomonas cavernicola,50,Pseudomonas cavernicola,Pseudomonadota,Pseudomonadaceae,Potentially pathogenic,Gram-negative
>70611,Legionellaceae,Legionella taurinensis,49,Legionella taurinensis,Pseudomonadota,Legionellaceae,Potentially pathogenic,Gram-negative
>2843610,Pseudomonadaceae,Pseudomonas bananamidigenes,50,Pseudomonas bananamidigenes,Pseudomonadota,Pseudomonadaceae,Potentially pathogenic,Gram-negative
>86186,Xanthomonadaceae,Xanthomonas cissicola,47,Xanthomonas cissicola,Pseudomonadota,Lysobacteraceae,Potentially pathogenic,Gram-negative
>2315236,Fam_of_Aquabacterium,Aquabacterium pictum,48,Aquabacterium pictum,Pseudomonadota,Comamonadaceae,Non-pathogenic,Gram-negative
>720605,Halomonadaceae,Halomonas smyrnensis,51,Halomonas smyrnensis,Pseudomonadota,Halomonadaceae,Potentially pathogenic,Gram-negative
>2770636,Pasteurellaceae,Mannheimia bovis,64,Mannheimia bovis,Pseudomonadota,Pasteurellaceae,Potentially pathogenic,Gram-negative
>287,Pseudomonadaceae,Pseudomonas aeruginosa,50,Pseudomonas aeruginosa,Pseudomonadota,Pseudomonadaceae,Pathogenic,Gram-negative
>727,Pasteurellaceae,Haemophilus influenzae,64,Haemophilus influenzae,Pseudomonadota,Pasteurellaceae,Pathogenic,Gram-negative
>2854028,Pseudomonadaceae,Pseudomonas aegrilactucae,50,Pseudomonas aegrilactucae,Pseudomonadota,Pseudomonadaceae,Potentially pathogenic,Gram-negative
>569599,Cellvibrionaceae,Umboniibacter marinipuniceus,48,Umboniibacter marinipuniceus,Pseudomonadota,Cellvibrionaceae,Non-pathogenic,Gram-negative
>339,Xanthomonadaceae,Xanthomonas campestris,47,Xanthomonas campestris,Pseudomonadota,Lysobacteraceae,Potentially pathogenic,Gram-negative
>2666256,Marinobacteraceae,Marinobacter profundi,50,Marinobacter profundi,Pseudomonadota,Alteromonadaceae,Non-pathogenic,Gram-negative
>1121374,Spongiibacteraceae,Dasania marina,47,Dasania marina,Pseudomonadota,Spongiibacteraceae,Non-pathogenic,Gram-negative
>312306,Pseudomonadaceae,Pseudomonas entomophila,50,Pseudomonas entomophila,Pseudomonadota,Pseudomonadaceae,Potentially pathogenic,Gram-negative
>1855895,Burkholderiaceae,Polynucleobacter paludilacus,47,Polynucleobacter paludilacus,Pseudomonadota,Burkholderiaceae,Non-pathogenic,Gram-negative
>1449798,Halomonadaceae,Halomonas salicampi,51,Halomonas salicampi,Pseudomonadota,Halomonadaceae,Potentially pathogenic,Gram-negative
>564117,Marinobacteraceae,Marinobacter antarcticus,50,Marinobacter antarcticus,Pseudomonadota,Alteromonadaceae,Non-pathogenic,Gram-negative
>287,Pseudomonadaceae,Pseudomonas aeruginosa,50,Pseudomonas aeruginosa,Pseudomonadota,Pseudomonadaceae,Pathogenic,Gram-negative
>200451,Pseudomonadaceae,Pseudomonas poae,50,Pseudomonas poae,Pseudomonadota,Pseudomonadaceae,Potentially pathogenic,Gram-negative
>287,Pseudomonadaceae,Pseudomonas aeruginosa,50,Pseudomonas aeruginosa,Pseudomonadota,Pseudomonadaceae,Pathogenic,Gram-negative
>2293832,Pseudomonadaceae,Pseudomonas kairouanensis,50,Pseudomonas kairouanensis,Pseudomonadota,Pseudomonadaceae,Potentially pathogenic,Gram-negative
>2293833,Pseudomonadaceae,Pseudomonas nabeulensis,50,Pseudomonas nabeulensis,Pseudomonadota,Pseudomonadaceae,Potentially pathogenic,Gram-negative
>164400,Zoogloeaceae,Thauera phenylacetica,47,Thauera phenylacetica,Pseudomonadota,Zoogloeaceae,Non-pathogenic,Gram-negative
>56460,Xanthomonadaceae,Xanthomonas vesicatoria,47,Xanthomonas vesicatoria,Pseudomonadota,Lysobacteraceae,Potentially pathogenic,Gram-negative
>2320867,Pseudomonadaceae,Pseudomonas cavernae,50,Pseudomonas cavernae,Pseudomonadota,Pseudomonadaceae,Potentially pathogenic,Gram-negative
>134875,Xanthomonadaceae,Xanthomonas translucens,47,Xanthomonas translucens,Pseudomonadota,Lysobacteraceae,Potentially pathogenic,Gram-negative
>36746,Pseudomonadaceae,Pseudomonas cichorii,50,Pseudomonas cichorii,Pseudomonadota,Pseudomonadaceae,Potentially pathogenic,Gram-negative
>29423,Legionellaceae,Legionella oakridgensis,49,Legionella oakridgensis,Pseudomonadota,Legionellaceae,Pathogenic,Gram-negative
>266061,Xanthomonadaceae,Pseudoxanthomonas koreensis,47,Pseudoxanthomonas koreensis,Pseudomonadota,Lysobacteraceae,Potentially pathogenic,Gram-negative
>2614693,Oceanospirillaceae,Nitrincola iocasae,50,Nitrincola iocasae,Pseudomonadota,Oceanospirillaceae,Non-pathogenic,Gram-negative
>1848458,Halomonadaceae,Halomonas saliphila,51,Halomonas saliphila,Pseudomonadota,Halomonadaceae,Potentially pathogenic,Gram-negative
>2929513,Pseudomonadaceae,Pseudomonas marianensis,50,Pseudomonas yangonensis,Pseudomonadota,Pseudomonadaceae,Pathogenic,Gram-negative
>490979,Roseobacteraceae,Rubellimicrobium aerolatum,45,Rubellimicrobium aerolatum,Pseudomonadota,Rhodobacteraceae,Non-pathogenic,Gram-negative
>1883414,Halomonadaceae,Pistricoccus aurantiacus,51,Pistricoccus aurantiacus,Pseudomonadota,Halomonadaceae,Non-pathogenic,Gram-negative
>1808881,Halomonadaceae,Salinicola halophyticus,51,Salinicola halophyticus,Pseudomonadota,Halomonadaceae,Non-pathogenic,Gram-negative
>2912242,Xanthomonadaceae,Xanthomonas indica,47,Xanthomonas maltophilia,Pseudomonadota,Lysobacteraceae,Pathogenic,Gram-negative
>2584941,Paracoccaceae,Cereibacter sediminicola,45,Rhodobacter sediminicola,Pseudomonadota,Rhodobacteraceae,Potentially pathogenic,Gram-negative
>53414,Xanthomonadaceae,Xanthomonas populi,47,Xanthomonas populi,Pseudomonadota,Lysobacteraceae,Potentially pathogenic,Gram-negative
>1853216,Saccharospirillaceae,Salinibius halmophilus,50,Salinibius halmophilus,Pseudomonadota,Saccharospirillaceae,Non-pathogenic,Gram-negative
>287,Pseudomonadaceae,Pseudomonas aeruginosa,49,Pseudomonas aeruginosa,Pseudomonadota,Pseudomonadaceae,Pathogenic,Gram-negative
>2185141,Halomonadaceae,Halomonas lactosivorans,51,Halomonas lactosivorans,Pseudomonadota,Halomonadaceae,Potentially pathogenic,Gram-negative
>2810614,Pseudomonadaceae,Pseudomonas capsici,50,Pseudomonas capsici,Pseudomonadota,Pseudomonadaceae,Potentially pathogenic,Gram-negative
>1685415,Xanthomonadaceae,Stenotrophomonas tumulicola,47,Stenotrophomonas tumulicola,Pseudomonadota,Lysobacteraceae,Potentially pathogenic,Gram-negative
>2809017,Pseudomonadaceae,Pseudomonas insulae,50,Pseudomonas insulae,Pseudomonadota,Pseudomonadaceae,Potentially pathogenic,Gram-negative
>1826671,Pseudomonadaceae,Pseudomonas humi,50,Pseudomonas citronellolis,Pseudomonadota,Pseudomonadaceae,Potentially pathogenic,Gram-negative
>562,Enterobacteriaceae,Escherichia coli,46,Escherichia coli,Pseudomonadota,Enterobacteriaceae,Pathogenic,Gram-negative
>564,Enterobacteriaceae,Escherichia fergusonii,46,Escherichia fergusonii,Pseudomonadota,Enterobacteriaceae,Pathogenic,Gram-negative
>562,Enterobacteriaceae,Escherichia coli,46,Escherichia coli,Pseudomonadota,Enterobacteriaceae,Pathogenic,Gram-negative
>208962,Enterobacteriaceae,Escherichia albertii,46,Escherichia albertii,Pseudomonadota,Enterobacteriaceae,Pathogenic,Gram-negative
>623,Enterobacteriaceae,Shigella flexneri,46,Shigella flexneri,Pseudomonadota,Enterobacteriaceae,Pathogenic,Gram-negative
>546,Enterobacteriaceae,Citrobacter freundii,46,Citrobacter freundii,Pseudomonadota,Enterobacteriaceae,Pathogenic,Gram-negative
>546,Enterobacteriaceae,Citrobacter freundii,46,Citrobacter freundii,Pseudomonadota,Enterobacteriaceae,Pathogenic,Gram-negative
>546,Enterobacteriaceae,Citrobacter freundii,46,Citrobacter freundii,Pseudomonadota,Enterobacteriaceae,Pathogenic,Gram-negative
>546,Enterobacteriaceae,Citrobacter freundii,46,Citrobacter freundii,Pseudomonadota,Enterobacteriaceae,Pathogenic,Gram-negative
>546,Enterobacteriaceae,Citrobacter freundii,46,Citrobacter freundii,Pseudomonadota,Enterobacteriaceae,Pathogenic,Gram-negative
>546,Enterobacteriaceae,Citrobacter freundii,46,Citrobacter freundii,Pseudomonadota,Enterobacteriaceae,Pathogenic,Gram-negative
>546,Enterobacteriaceae,Citrobacter freundii,46,Citrobacter freundii,Pseudomonadota,Enterobacteriaceae,Pathogenic,Gram-negative
>546,Enterobacteriaceae,Citrobacter freundii,46,Citrobacter freundii,Pseudomonadota,Enterobacteriaceae,Pathogenic,Gram-negative
>546,Enterobacteriaceae,Citrobacter freundii,46,Citrobacter freundii,Pseudomonadota,Enterobacteriaceae,Pathogenic,Gram-negative
>67824,Enterobacteriaceae,Citrobacter farmeri,46,Citrobacter farmeri,Pseudomonadota,Enterobacteriaceae,Pathogenic,Gram-negative
>1639133,Enterobacteriaceae,Citrobacter portucalensis,46,Citrobacter portucalensis,Pseudomonadota,Enterobacteriaceae,Potentially pathogenic,Gram-negative
>546,Enterobacteriaceae,Citrobacter freundii,46,Citrobacter freundii,Pseudomonadota,Enterobacteriaceae,Pathogenic,Gram-negative
>546,Enterobacteriaceae,Citrobacter freundii,46,Citrobacter freundii,Pseudomonadota,Enterobacteriaceae,Pathogenic,Gram-negative
>546,Enterobacteriaceae,Citrobacter freundii,46,Citrobacter freundii,Pseudomonadota,Enterobacteriaceae,Pathogenic,Gram-negative
>2562449,Enterobacteriaceae,Citrobacter tructae,46,Citrobacter tructae,Pseudomonadota,Enterobacteriaceae,Potentially pathogenic,Gram-negative
>546,Enterobacteriaceae,Citrobacter freundii,46,Citrobacter freundii,Pseudomonadota,Enterobacteriaceae,Pathogenic,Gram-negative
>67825,Enterobacteriaceae,Citrobacter rodentium,46,Citrobacter rodentium,Pseudomonadota,Enterobacteriaceae,Pathogenic,Gram-negative
>1398493,Enterobacteriaceae,Pseudocitrobacter faecalis,46,Pseudocitrobacter faecalis,Pseudomonadota,Enterobacteriaceae,Non-pathogenic,Gram-negative
>2488306,Enterobacteriaceae,Pseudocitrobacter vendiensis,46,Pseudocitrobacter vendiensis,Pseudomonadota,Enterobacteriaceae,Non-pathogenic,Gram-negative
>2725494,Enterobacteriaceae,Kluyvera sichuanensis,46,Kluyvera sichuanensis,Pseudomonadota,Enterobacteriaceae,Potentially pathogenic,Gram-negative
>51288,Enterobacteriaceae,Kluyvera ascorbata,46,Kluyvera ascorbata,Pseudomonadota,Enterobacteriaceae,Pathogenic,Gram-negative
>546,Enterobacteriaceae,Citrobacter freundii,46,Citrobacter freundii,Pseudomonadota,Enterobacteriaceae,Pathogenic,Gram-negative
>1398493,Enterobacteriaceae,Pseudocitrobacter faecalis,46,Pseudocitrobacter faecalis,Pseudomonadota,Enterobacteriaceae,Non-pathogenic,Gram-negative
>54736,Enterobacteriaceae,Salmonella bongori,46,Salmonella bongori,Pseudomonadota,Enterobacteriaceae,Pathogenic,Gram-negative
>548,Enterobacteriaceae,Klebsiella aerogenes,46,Klebsiella aerogenes,Pseudomonadota,Enterobacteriaceae,Pathogenic,Gram-negative
>1005994,Enterobacteriaceae,Trabulsiella guamensis,46,Trabulsiella guamensis,Pseudomonadota,Enterobacteriaceae,Non-pathogenic,Gram-negative
>28901,Enterobacteriaceae,Salmonella enterica,46,Salmonella enterica,Pseudomonadota,Enterobacteriaceae,Pathogenic,Gram-negative
>580,Enterobacteriaceae,Kluyvera cryocrescens,46,Kluyvera cryocrescens,Pseudomonadota,Enterobacteriaceae,Pathogenic,Gram-negative
>577,Enterobacteriaceae,Raoultella terrigena,46,Raoultella terrigena,Pseudomonadota,Enterobacteriaceae,Potentially pathogenic,Gram-negative
>573,Enterobacteriaceae,Klebsiella pneumoniae,46,Klebsiella pneumoniae,Pseudomonadota,Enterobacteriaceae,Pathogenic,Gram-negative
>1334193,Enterobacteriaceae,Enterobacter lignolyticus,46,Enterobacter bugandensis,Pseudomonadota,Enterobacteriaceae,Pathogenic,Gram-negative
>573,Enterobacteriaceae,Klebsiella pneumoniae,46,Klebsiella pneumoniae,Pseudomonadota,Enterobacteriaceae,Pathogenic,Gram-negative
>573,Enterobacteriaceae,Klebsiella pneumoniae,46,Klebsiella pneumoniae,Pseudomonadota,Enterobacteriaceae,Pathogenic,Gram-negative
>379893,Enterobacteriaceae,Trabulsiella odontotermitis,46,Trabulsiella odontotermitis,Pseudomonadota,Enterobacteriaceae,Non-pathogenic,Gram-negative
>2899544,Enterobacteriaceae,Intestinirhabdus alba,46,Intestinirhabdus alba,Pseudomonadota,Enterobacteriaceae,Non-pathogenic,Gram-negative
>2926519,Enterobacteriaceae,Scandinavium hiltneri,46,Scandinavium goeteborgense,Pseudomonadota,Enterobacteriaceae,Potentially pathogenic,Gram-negative
>2587528,Enterobacteriaceae,Klebsiella spallanzanii,46,Klebsiella spallanzanii,Pseudomonadota,Enterobacteriaceae,Potentially pathogenic,Gram-negative
>2026240,Enterobacteriaceae,Klebsiella quasivariicola,46,Klebsiella quasivariicola,Pseudomonadota,Enterobacteriaceae,Potentially pathogenic,Gram-negative
>2926520,Enterobacteriaceae,Scandinavium manionii,46,Bacteroides melaninogenicus melaninogenicus,Bacteroidota,Bacteroidaceae,Pathogenic,Gram-negative
>573,Enterobacteriaceae,Klebsiella pneumoniae,46,Klebsiella pneumoniae,Pseudomonadota,Enterobacteriaceae,Pathogenic,Gram-negative
>2489010,Enterobacteriaceae,Klebsiella africana,46,Klebsiella africana,Pseudomonadota,Enterobacteriaceae,Potentially pathogenic,Gram-negative
>573,Enterobacteriaceae,Klebsiella pneumoniae,46,Klebsiella pneumoniae,Pseudomonadota,Enterobacteriaceae,Pathogenic,Gram-negative
>1851514,Enterobacteriaceae,Scandinavium goeteborgense,46,Scandinavium goeteborgense,Pseudomonadota,Enterobacteriaceae,Potentially pathogenic,Gram-negative
>573,Enterobacteriaceae,Klebsiella pneumoniae,46,Klebsiella pneumoniae,Pseudomonadota,Enterobacteriaceae,Pathogenic,Gram-negative
>54291,Enterobacteriaceae,Raoultella ornithinolytica,46,Raoultella ornithinolytica,Pseudomonadota,Enterobacteriaceae,Pathogenic,Gram-negative
>580,Enterobacteriaceae,Kluyvera cryocrescens,46,Kluyvera cryocrescens,Pseudomonadota,Enterobacteriaceae,Pathogenic,Gram-negative
>2926521,Enterobacteriaceae,Scandinavium tedordense,46,Scandinavium goeteborgense,Pseudomonadota,Enterobacteriaceae,Potentially pathogenic,Gram-negative
>61648,Enterobacteriaceae,Kluyvera intermedia,46,Kluyvera intermedia,Pseudomonadota,Enterobacteriaceae,Potentially pathogenic,Gram-negative
>54291,Enterobacteriaceae,Raoultella ornithinolytica,46,Raoultella ornithinolytica,Pseudomonadota,Enterobacteriaceae,Pathogenic,Gram-negative
>54291,Enterobacteriaceae,Raoultella ornithinolytica,46,Raoultella ornithinolytica,Pseudomonadota,Enterobacteriaceae,Pathogenic,Gram-negative
>573,Enterobacteriaceae,Klebsiella pneumoniae,46,Klebsiella pneumoniae,Pseudomonadota,Enterobacteriaceae,Pathogenic,Gram-negative
>2022662,Enterobacteriaceae,Superficieibacter electus,46,Superficieibacter electus,Pseudomonadota,Enterobacteriaceae,Non-pathogenic,Gram-negative
>158877,Enterobacteriaceae,Yokenella regensburgei,46,Yokenella regensburgei,Pseudomonadota,Enterobacteriaceae,Pathogenic,Gram-negative
>551989,Enterobacteriaceae,Kosakonia arachidis,46,Kosakonia arachidis,Pseudomonadota,Enterobacteriaceae,Potentially pathogenic,Gram-negative
>208223,Enterobacteriaceae,Kosakonia cowanii,46,Kosakonia cowanii,Pseudomonadota,Enterobacteriaceae,Pathogenic,Gram-negative
>208223,Enterobacteriaceae,Kosakonia cowanii,46,Kosakonia cowanii,Pseudomonadota,Enterobacteriaceae,Pathogenic,Gram-negative
>550,Enterobacteriaceae,Enterobacter cloacae,46,Enterobacter cloacae,Pseudomonadota,Enterobacteriaceae,Pathogenic,Gram-negative
>2582917,Enterobacteriaceae,Klebsiella indica,46,Klebsiella indica,Pseudomonadota,Enterobacteriaceae,Potentially pathogenic,Gram-negative
>550,Enterobacteriaceae,Enterobacter cloacae,46,Enterobacter cloacae,Pseudomonadota,Enterobacteriaceae,Pathogenic,Gram-negative
>550,Enterobacteriaceae,Enterobacter cloacae,46,Enterobacter cloacae,Pseudomonadota,Enterobacteriaceae,Pathogenic,Gram-negative
>550,Enterobacteriaceae,Enterobacter cloacae,46,Enterobacter cloacae,Pseudomonadota,Enterobacteriaceae,Pathogenic,Gram-negative
>550,Enterobacteriaceae,Enterobacter cloacae,46,Enterobacter cloacae,Pseudomonadota,Enterobacteriaceae,Pathogenic,Gram-negative
>550,Enterobacteriaceae,Enterobacter cloacae,46,Enterobacter cloacae,Pseudomonadota,Enterobacteriaceae,Pathogenic,Gram-negative
>2478464,Enterobacteriaceae,Enterobacter oligotrophicus,46,Enterobacter oligotrophicus,Pseudomonadota,Enterobacteriaceae,Potentially pathogenic,Gram-negative
>1755099,Enterobacteriaceae,Pseudenterobacter timonensis,46,(unknown name),(unknown phylum),(unknown family),Unknown,NA
>550,Enterobacteriaceae,Enterobacter cloacae,46,Enterobacter cloacae,Pseudomonadota,Enterobacteriaceae,Pathogenic,Gram-negative
>208223,Enterobacteriaceae,Kosakonia cowanii,46,Kosakonia cowanii,Pseudomonadota,Enterobacteriaceae,Pathogenic,Gram-negative
>550,Enterobacteriaceae,Enterobacter cloacae,46,Enterobacter cloacae,Pseudomonadota,Enterobacteriaceae,Pathogenic,Gram-negative
>2994648,Enterobacteriaceae,Enterobacter nematophilus,46,Enterobacter cancerogenus,Pseudomonadota,Enterobacteriaceae,Pathogenic,Gram-negative
>1158459,Enterobacteriaceae,Kosakonia sacchari,46,Kosakonia sacchari,Pseudomonadota,Enterobacteriaceae,Potentially pathogenic,Gram-negative
>550,Enterobacteriaceae,Enterobacter cloacae,46,Enterobacter cloacae,Pseudomonadota,Enterobacteriaceae,Pathogenic,Gram-negative
>1095768,Enterobacteriaceae,Phytobacter massiliensis,46,Phytobacter massiliensis,Pseudomonadota,Enterobacteriaceae,Non-pathogenic,Gram-negative
>550,Enterobacteriaceae,Enterobacter cloacae,46,Enterobacter cloacae,Pseudomonadota,Enterobacteriaceae,Pathogenic,Gram-negative
>2529381,Enterobacteriaceae,Enterobacter wuhouensis,46,Enterobacter wuhouensis,Pseudomonadota,Enterobacteriaceae,Potentially pathogenic,Gram-negative
>2529380,Enterobacteriaceae,Kosakonia quasisacchari,46,Kosakonia quasisacchari,Pseudomonadota,Enterobacteriaceae,Potentially pathogenic,Gram-negative
>550,Enterobacteriaceae,Enterobacter cloacae,46,Enterobacter cloacae,Pseudomonadota,Enterobacteriaceae,Pathogenic,Gram-negative
>2815358,Enterobacteriaceae,Leclercia pneumoniae,46,Leclercia pneumoniae,Pseudomonadota,Enterobacteriaceae,Potentially pathogenic,Gram-negative
>299767,Enterobacteriaceae,Enterobacter ludwigii,46,Enterobacter ludwigii,Pseudomonadota,Enterobacteriaceae,Pathogenic,Gram-negative
>1005667,Enterobacteriaceae,Kosakonia oryziphila,46,Kosakonia oryziphila,Pseudomonadota,Enterobacteriaceae,Potentially pathogenic,Gram-negative
>2494702,Enterobacteriaceae,Enterobacter huaxiensis,46,Enterobacter huaxiensis,Pseudomonadota,Enterobacteriaceae,Potentially pathogenic,Gram-negative
>83655,Enterobacteriaceae,Leclercia adecarboxylata,46,Leclercia adecarboxylata,Pseudomonadota,Enterobacteriaceae,Pathogenic,Gram-negative
>61646,Enterobacteriaceae,Lelliottia amnigena,46,Lelliottia amnigena,Pseudomonadota,Enterobacteriaceae,Pathogenic,Gram-negative
>208223,Enterobacteriaceae,Kosakonia cowanii,46,Kosakonia cowanii,Pseudomonadota,Enterobacteriaceae,Pathogenic,Gram-negative
>83655,Enterobacteriaceae,Leclercia adecarboxylata,46,Leclercia adecarboxylata,Pseudomonadota,Enterobacteriaceae,Pathogenic,Gram-negative
>61646,Enterobacteriaceae,Lelliottia amnigena,46,Lelliottia amnigena,Pseudomonadota,Enterobacteriaceae,Pathogenic,Gram-negative
>1005665,Enterobacteriaceae,Kosakonia oryzendophytica,46,Kosakonia oryzendophytica,Pseudomonadota,Enterobacteriaceae,Potentially pathogenic,Gram-negative
>61646,Enterobacteriaceae,Lelliottia amnigena,46,Lelliottia amnigena,Pseudomonadota,Enterobacteriaceae,Pathogenic,Gram-negative
>2926469,Enterobacteriaceae,Silvania hatchlandensis,46,Salmonella enterica enterica,Pseudomonadota,Enterobacteriaceae,Pathogenic,Gram-negative
>2926470,Enterobacteriaceae,Silvania confinis,46,Salmonella Bonariensis,Pseudomonadota,Enterobacteriaceae,Pathogenic,Gram-negative
>61647,Enterobacteriaceae,Pluralibacter gergoviae,46,Pluralibacter gergoviae,Pseudomonadota,Enterobacteriaceae,Pathogenic,Gram-negative
>1691903,Enterobacteriaceae,Mangrovibacter phragmitis,46,Mangrovibacter phragmitis,Pseudomonadota,Enterobacteriaceae,Non-pathogenic,Gram-negative
>566,Enterobacteriaceae,Pseudescherichia vulneris,46,Pseudescherichia vulneris,Pseudomonadota,Enterobacteriaceae,Pathogenic,Gram-negative
>1384589,Enterobacteriaceae,Entomohabitans teleogrylli,46,Erwinia teleogrylli,Pseudomonadota,Erwiniaceae,Potentially pathogenic,Gram-negative
>565,Enterobacteriaceae,Atlantibacter hermannii,46,Atlantibacter hermannii,Pseudomonadota,Enterobacteriaceae,Pathogenic,Gram-negative
>413501,Enterobacteriaceae,Cronobacter muytjensii,46,Cronobacter muytjensii,Pseudomonadota,Enterobacteriaceae,Potentially pathogenic,Gram-negative
>1529639,Enterobacteriaceae,Mangrovibacter yixingensis,46,Mangrovibacter yixingensis,Pseudomonadota,Enterobacteriaceae,Non-pathogenic,Gram-negative
